Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2021-04-15,28.25,31.690000534057617,26.5,31.0,31.0,14524200,AGL,0.9712903422694052,1.12258062055034,0.789032228531376,1.005262083611982,-0.0339717413425768,0.1139918628862866,-0.2799166466833482,60468000.0,266435000.0,731091000.0,-284730000.0,169050000.0,446361000.0,25000.0,33208000.0,-551190000.0,394083000.0,41540000.0,34115000.0,106795000.0,266835000.0,3041000.0,16041000.0,294197000.0,-386738000.0,144555000.0,64665000.0,91367000.0,24922000.0,22066000.0,-3041000.0,24621000.0,40931000.0,34404000.0,-60052000.0,-6517000.0,-6742000.0,-53204000.0,13531000.0,-59381000.0,-13155000.0,-1775000.0,
2021-04-16,30.253999710083008,33.939998626708984,28.71500015258789,30.0,30.0,2057800,AGL,1.0396666844685871,1.1916666666666669,0.7903333028157552,0.9951551066507538,0.0445115778178333,0.1758026024428556,-0.2761857780153319,60468000.0,266435000.0,731091000.0,-284730000.0,169050000.0,446361000.0,25000.0,33208000.0,-551190000.0,394083000.0,41540000.0,34115000.0,106795000.0,266835000.0,3041000.0,16041000.0,294197000.0,-386738000.0,144555000.0,64665000.0,91367000.0,24922000.0,22066000.0,-3041000.0,24621000.0,40931000.0,34404000.0,-60052000.0,-6517000.0,-6742000.0,-53204000.0,13531000.0,-59381000.0,-13155000.0,-1775000.0,
