,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-126000000.0,-183000000.0,-645000000.0,-1366000000.0
Change To Liabilities,191000000.0,-175000000.0,9000000.0,72000000.0
Total Cashflows From Investing Activities,-264000000.0,-347000000.0,-776000000.0,-1572000000.0
Total Cash From Financing Activities,-64000000.0,-55000000.0,-86000000.0,2203000000.0
Change To Operating Activities,-121000000.0,-95000000.0,-148000000.0,-71000000.0
Net Income,181000000.0,230000000.0,151000000.0,439000000.0
Change In Cash,125000000.0,-74000000.0,-624000000.0,1101000000.0
Effect Of Exchange Rate,11000000.0,-3000000.0,23000000.0,23000000.0
Total Cash From Operating Activities,442000000.0,331000000.0,215000000.0,447000000.0
Depreciation,124000000.0,128000000.0,123000000.0,113000000.0
Dividends Paid,-51000000.0,-50000000.0,-50000000.0,-50000000.0
Change To Inventory,-30000000.0,52000000.0,-35000000.0,17000000.0
Change To Account Receivables,-2000000.0,-3000000.0,4000000.0,-25000000.0
Other Cashflows From Financing Activities,-13000000.0,-5000000.0,-28000000.0,-28000000.0
Change To Netincome,149000000.0,143000000.0,156000000.0,-143000000.0
Capital Expenditures,-138000000.0,-165000000.0,-135000000.0,-99000000.0
Other Cashflows From Investing Activities,,1000000.0,4000000.0,4000000.0
Repurchase Of Stock,,,-8000000.0,-8000000.0
Issuance Of Stock,,,,2203000000.0
