,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,93686000000.0,94226000000.0,94754000000.0,93850000000.0
Capital Surplus,40046000000.0,39744000000.0,39464000000.0,39173000000.0
Total Liab,179958000000.0,183865000000.0,180851000000.0,180115000000.0
Total Stockholder Equity,94935000000.0,92575000000.0,90323000000.0,86176000000.0
Minority Interest,2111000000.0,2071000000.0,2695000000.0,2649000000.0
Deferred Long Term Liab,1022000000.0,1048000000.0,1060000000.0,1043000000.0
Other Current Liab,5279000000.0,4995000000.0,4669000000.0,4682000000.0
Total Assets,277004000000.0,278511000000.0,273869000000.0,268940000000.0
Common Stock,55000000.0,55000000.0,54000000.0,54000000.0
Other Current Assets,3558000000.0,3502000000.0,3535000000.0,3352000000.0
Retained Earnings,60359000000.0,58321000000.0,56438000000.0,54254000000.0
Other Liab,50300000000.0,48950000000.0,42533000000.0,45442000000.0
Good Will,70429000000.0,70106000000.0,70669000000.0,68898000000.0
Treasury Stock,-5525000000.0,-5545000000.0,-5633000000.0,-7305000000.0
Other Assets,24171000000.0,24535000000.0,18106000000.0,21655000000.0
Cash,12378000000.0,14950000000.0,11740000000.0,13707000000.0
Total Current Liabilities,29314000000.0,30811000000.0,28796000000.0,29511000000.0
Short Long Term Debt,3407000000.0,4777000000.0,2936000000.0,4429000000.0
Other Stockholder Equity,1992000000.0,1972000000.0,1884000000.0,212000000.0
Property Plant Equipment,52769000000.0,52317000000.0,55779000000.0,50466000000.0
Total Current Assets,27046000000.0,29438000000.0,26741000000.0,27369000000.0
Long Term Investments,8903000000.0,7889000000.0,7820000000.0,6702000000.0
Net Tangible Assets,-69180000000.0,-71757000000.0,-75100000000.0,-76572000000.0
Net Receivables,11110000000.0,10986000000.0,11466000000.0,10310000000.0
Long Term Debt,100344000000.0,104104000000.0,104991000000.0,105162000000.0
Accounts Payable,11672000000.0,11148000000.0,11364000000.0,10979000000.0
