Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Dividends Paid
2017-09-29,69.55000305175781,69.72000122070312,69.0199966430664,69.45999908447266,60.70112228393555,1033500,BG,0.990209983575738,1.02170183256051,1.0866446272993415,1.0206479989635429,-0.0304380153878048,-0.0685585561619359,-0.0026485716918613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,69.7699966430664,70.54000091552734,69.58999633789062,69.91999816894531,61.10311508178711,1062400,BG,0.9948512952609329,1.0073468197753563,1.087611387695513,1.012478214064533,-0.0176269188036001,-0.0813607359860433,-0.0015194907814208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,70.19000244140625,70.3499984741211,69.22000122070312,69.31999969482422,60.57876968383789,1148200,BG,0.9972590673473984,1.0013930413798529,1.0983409004367093,1.0113391723313174,-0.0140801049839189,-0.0885703336250491,0.0165402582161371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,68.94000244140625,69.93000030517578,68.87000274658203,69.51000213623047,60.74482727050781,1074800,BG,0.9762623358661312,1.0087970955844212,1.094172203629615,1.0126829906128405,-0.0364206547467093,-0.0796865914371451,0.004212837032951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,69.61000061035156,69.9000015258789,69.52999877929688,69.80000305175781,60.99826431274414,688500,BG,0.9690542327177885,1.0011425656095003,1.0858517044896323,1.0121464877707815,-0.043092255052993,-0.0816579100736123,-0.0120700442816268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,69.68000030517578,69.72000122070312,68.33000183105469,68.72000122070312,60.05443572998047,1042300,BG,0.981228438706694,1.0322642383142633,1.103801901935538,1.0081446760609294,-0.0269162373542354,-0.0626789845127728,0.0032288354997744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,68.5,68.75,67.1500015258789,67.18000030517578,58.70863342285156,1134000,BG,1.0105686662790587,1.045433965539961,1.1417744999452897,1.0143616235707735,-0.0037929572917148,-0.0582814594126916,0.0432923537685927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,67.45999908447266,67.93000030517578,67.33000183105469,67.83999633789062,59.2854118347168,1208200,BG,0.9964621397867556,1.0417946615199551,1.101242076362264,1.008797349947511,-0.0123352101607553,-0.0510560146239904,0.0119447636683083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,67.98999786376953,68.29000091552734,67.33999633789062,67.73999786376953,59.19801330566406,781800,BG,0.9912902770156004,1.0473467503488116,1.0985297199376949,1.0091988628593096,-0.0179085858437092,-0.0538854573938947,0.0104326697447012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,67.52999877929688,67.87000274658203,67.36000061035156,67.8499984741211,59.29414367675781,973000,BG,0.977303011579554,1.0336265000060476,1.085996786845573,1.0112728774332036,-0.0339698658536495,-0.065058425817305,0.0099616858804436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,68.43000030517578,74.04000091552734,67.94000244140625,72.48999786376953,63.34903335571289,5702600,BG,0.913505432699554,1.077493008941221,1.014106887461221,1.0098252549340063,-0.0963198222344525,-0.0307564894460541,-0.0627837163823961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,72.0,72.5,70.11000061035156,70.77999877929688,61.85467529296875,2195300,BG,0.920457701936104,1.168261749489603,1.030303983414691,1.0047827275420922,-0.0843250256059882,0.0531999843478954,-0.0552900139455154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,70.77999877929688,71.5199966430664,70.48999786376953,71.20999908447266,62.23045349121094,802200,BG,0.9216399584634416,1.139428345145752,1.0343276116356308,1.016827126331923,-0.0951871678684814,0.0184325749764358,-0.0526106746791694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,71.13999938964844,71.41000366210938,70.37000274658203,70.44000244140625,61.55754089355469,892900,BG,0.9364329916328622,1.14416363945085,1.039017248623345,1.016900814218988,-0.0804678225861257,0.0275799153535436,-0.0369780958013101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,70.33999633789062,71.0999984741211,70.08999633789062,70.83000183105469,61.89836883544922,617400,BG,0.9284329759749088,1.1374371190055446,1.024855718677706,1.0195478153138224,-0.0911148393389136,0.020886216666343,-0.052977822640118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,70.83000183105469,71.22000122070312,70.33000183105469,71.16999816894531,62.19550704956055,701300,BG,0.9239973996850748,1.1574733079169457,1.0434511299219666,1.0187296628598663,-0.0947322631747915,0.0405477821394011,-0.0220228793024974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,70.87999725341797,71.54000091552734,70.81999969482422,71.12000274658203,62.15180206298828,586800,BG,0.9271961431613452,1.144976879860836,1.0011579403367958,1.0231439317955078,-0.0959477886341625,0.0307387268961538,-0.0672992115287927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,70.94999694824219,71.29000091552734,70.58999633789062,70.7300033569336,61.810977935791016,624900,BG,0.9290337440152135,1.1383333239731446,1.0098301730559007,1.023176662025299,-0.0941429180100857,0.03754044012675,-0.0695506472419524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,70.38999938964844,70.75,69.36000061035156,70.0199966430664,61.19049835205078,623900,BG,0.937159998159684,1.1423972063102896,1.003717226693412,1.028738706809164,-0.09157870864948,0.034183384755724,-0.0901040355918925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,70.3499984741211,70.69999694824219,69.86000061035156,69.95999908447266,61.1380729675293,614300,BG,0.9421379412801376,1.1466875947113926,1.0068955602924292,1.0357335667629224,-0.0935956254827847,0.0423190640239512,-0.0841264740284319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,69.70999908447266,70.0,69.27999877929688,69.81999969482422,61.015743255615234,619200,BG,0.9580177095077304,1.1336978367682071,1.0147191190998186,1.0327543330408862,-0.0747366235331558,0.0552788831721664,-0.081409679635251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,69.68000030517578,69.86000061035156,69.08000183105469,69.2699966430664,60.53508377075195,611500,BG,0.9727486621796118,1.1759919979376023,1.0349174602992557,1.0448229351223306,-0.0720742729427188,0.1298810643651236,-0.0754720320956112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,68.16999816894531,69.08000183105469,68.01000213623047,68.77999877929688,60.10685729980469,1532100,BG,0.9830462080396268,1.2086754216568345,1.0484780015449984,1.0378093145840102,-0.0547631065443833,0.1550190532423432,-0.059101949583425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,70.4800033569336,71.75,69.23999786376953,69.55999755859375,60.78851318359375,1995300,BG,0.9770898576146206,1.177603947552058,1.0348273623713429,1.0388512590749122,-0.0617614014602915,0.1230199292002083,-0.0746152438877256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,69.5,70.9000015258789,68.77999877929688,69.12999725341797,60.41272735595703,1985800,BG,0.9623360325681256,1.164825747368445,1.0412643082575723,1.0310647944789963,-0.0687287619108707,0.1467794052484454,-0.0632377030280098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,69.2300033569336,69.41000366210938,67.16000366210938,67.86000061035156,59.30288696289063,1836000,BG,1.014033478675015,1.1983490691047978,1.054031687848677,1.0262436118253355,-0.0122101331503208,0.1727126635370452,-0.0537786308406891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,67.72000122070312,67.98999786376953,67.41000366210938,67.63999938964844,59.110626220703125,851600,BG,1.0304334240091444,1.186018053245924,1.0589581643595016,1.0311845275729687,-0.0007511035638243,0.1499071240434795,-0.046770119976605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,67.5999984741211,68.47000122070312,67.26000213623047,67.43000030517578,58.92712020874024,1260600,BG,1.042304490123931,1.187471593099443,1.0536342350627363,1.0414917955670933,0.0008126945568376,0.141561783071777,-0.0581921240323337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,67.5,68.05999755859375,67.05000305175781,67.88999938964844,59.32910537719727,1110600,BG,1.0334622085623464,1.1134157525261257,1.050551769913126,1.0390384642435906,-0.0055762556812442,0.052410989428387,-0.0641015354882257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,67.72000122070312,68.33999633789062,67.45999908447266,67.5999984741211,59.07566833496094,1275900,BG,1.0231477666887163,1.1570145855067553,1.055661921751387,1.0401272810196784,-0.0169795143309621,0.081439732772663,-0.0570170710749364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,67.38999938964844,67.77999877929688,67.02999877929688,67.1500015258789,58.68241500854492,1019900,BG,0.9931110754734876,1.193589284132091,1.0607617652532697,1.0393664161720684,-0.0462553406985807,0.1176960354916731,-0.0525761951016583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,67.0,67.25,65.8499984741211,66.30999755859375,57.94834518432617,1590300,BG,1.004172917430149,1.1624083796447735,1.078198260777519,1.0305050740272153,-0.0263321565970662,0.0957411648784527,-0.0334343000530878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,65.97000122070312,67.1500015258789,65.86000061035156,66.22000122070312,57.86968612670898,938100,BG,1.029414197883204,1.1491459797704593,1.0771997531211046,1.043144349882203,-0.0137301519989989,0.0842051973276369,-0.0364524677171462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,65.81999969482422,65.87999725341797,65.02999877929688,65.1500015258789,56.93461227416992,1547900,BG,1.0361186988306317,1.175640015552359,1.090507667402766,1.0570826794517585,-0.0209639806211268,0.1076902972787618,-0.0201204320278818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,65.11000061035156,65.88999938964844,63.869998931884766,65.62999725341797,57.35407257080078,1592400,BG,1.026699920572136,1.1829442795775678,1.093255242791067,1.0412088647392546,-0.0145089441671184,0.1124650672399496,-0.0189594679720812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,64.9800033569336,65.87000274658203,64.41000366210938,65.5,57.64451217651367,979200,BG,1.026717400904219,1.1669987280264265,1.0753775205786609,1.0392013474275237,-0.0124839465233046,0.091677680347461,-0.0245618513390148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,65.27999877929688,65.87000274658203,64.79000091552734,65.30000305175781,57.46848678588867,1232100,BG,1.025880817010586,1.1530080380250434,1.0839443348860032,1.0381241126825425,-0.0122432956719564,0.0952984773961846,-0.0232236169031285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,65.55999755859375,65.94999694824219,65.12999725341797,65.30000305175781,57.46848678588867,913800,BG,1.0220522788587256,1.162253031343671,1.085495079694224,1.03199537924298,-0.0099431003842545,0.1196514915402242,-0.0200743855251805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
