Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,78.36000061035156,78.52999877929688,78.05999755859375,78.2699966430664,72.52226257324219,1917400,WM,1.0498275865333817,1.1314109584227805,1.0677547367152,1.0206479989635429,0.0291795875698388,0.0411505697003344,-0.0215384622760028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,78.5,78.7699966430664,78.30000305175781,78.7699966430664,72.98554992675781,1775500,WM,1.0295798967256309,1.1228256885951002,1.0652108920820684,1.012478214064533,0.0171016826610979,0.0341181328337005,-0.0239199863948653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,78.76000213623047,79.27999877929688,78.44000244140625,79.27999877929688,73.45809173583984,1922200,WM,1.0298942731213478,1.1163633368677064,1.0589961944472228,1.0113391723313174,0.0185551007900304,0.0263999618628043,-0.0228044477733493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,77.87999725341797,77.98999786376953,75.86000061035156,76.33000183105469,70.72473907470703,5727700,WM,1.070352284614305,1.154767518087584,1.1040286480102066,1.0126829906128405,0.0576692940014644,0.0662838310660176,0.0140692814135425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,76.26000213623047,76.9000015258789,76.12999725341797,76.66999816894531,71.0397720336914,2500700,WM,1.0596060174035382,1.144140065994904,1.1009782173858178,1.0121464877707815,0.0474595296327566,0.0613395903117912,0.0030564686145586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,76.41000366210938,76.55000305175781,75.97000122070312,76.27999877929688,70.67840576171875,2530600,WM,1.0701363131965165,1.1619811614039783,1.1083298071235197,1.0081446760609294,0.061991637135587,0.0670379385769421,0.0077567406877561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,76.44000244140625,76.87999725341797,76.38999938964844,76.79000091552734,71.15094757080078,1124000,WM,1.0657639688707692,1.1554420984919735,1.0874127175112485,1.0143616235707735,0.0514023452999956,0.0517266735393209,-0.0110694286654484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,77.05999755859375,77.18000030517578,76.62999725341797,76.73999786376953,71.10462951660156,1870400,WM,1.0607245242561396,1.1547542840392084,1.0862771472342938,1.008797349947511,0.0519271743086287,0.0619036078952628,-0.0030201654596617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,76.98999786376953,77.30000305175781,76.80000305175781,77.08000183105469,71.41964721679688,2337400,WM,1.0550079712718017,1.1544859608619311,1.0817479454372747,1.0091988628593096,0.045809108412492,0.0532537531192247,-0.0063491047557189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,77.0,77.20999908447266,76.86000061035156,76.91999816894531,71.27140045166016,2592300,WM,1.0678628106171424,1.1494387789783107,1.069544734167337,1.0112728774332036,0.0565899331839387,0.050753853154958,-0.0064903667977924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,77.16999816894531,77.5,76.93000030517578,77.0199966430664,71.36407470703125,2086800,WM,1.0695921201064975,1.149251023537733,1.0661874192309633,1.0098252549340063,0.0597668651724909,0.0410015251504578,-0.0107031846126537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,77.0,77.19999694824219,76.61000061035156,76.69000244140625,71.05831146240234,1549000,WM,1.065719035984949,1.162060414945422,1.0773647148760086,1.0047827275420922,0.0609363084428569,0.0469986498037142,-0.0082292824841978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,76.5999984741211,77.01000213623047,76.55000305175781,76.83999633789062,71.19727325439453,1793500,WM,1.0632483884162067,1.1590073863297232,1.0824959877170617,1.016827126331923,0.0464212620842836,0.0380116161604069,-0.0044422985977385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,77.0,77.1500015258789,76.8499984741211,76.94000244140625,71.28993225097656,1444500,WM,1.0482194459528211,1.1561946911178524,1.0678218395023862,1.016900814218988,0.0313186317338332,0.039610967020546,-0.008173504922269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,76.8499984741211,77.48999786376953,76.83999633789062,77.37000274658203,71.68836975097656,1285900,WM,1.045883300494299,1.150548011363576,1.0613643315087218,1.0195478153138224,0.0263354851804764,0.0339971090243744,-0.0164692098091023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,77.6500015258789,77.87999725341797,77.55000305175781,77.7300033569336,72.02191925048828,1357500,WM,1.040396260319191,1.1600907706383552,1.0511178057505373,1.0187296628598663,0.0216665974593246,0.0431652448608106,-0.0143562034739268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,77.26000213623047,77.94000244140625,77.13999938964844,77.72000122070312,72.0126724243164,1716500,WM,1.032681435069651,1.1409692605398225,1.078561624859821,1.0231439317955078,0.0095375032741431,0.0267311075751404,0.0101044729942325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,77.94999694824219,78.1500015258789,77.83999633789062,77.94999694824219,72.22576904296875,1320500,WM,1.0311738653159217,1.134121267895216,1.08977111109421,1.023176662025299,0.0079972032906223,0.0333283840488214,0.0103902907963568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,77.93000030517578,77.93000030517578,77.37999725341797,77.51000213623047,71.81808471679688,1849800,WM,1.043091187612473,1.1467841382548596,1.085134819309618,1.028738706809164,0.014352480803309,0.0385703167002939,-0.0086864429756865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,78.58000183105469,81.43000030517578,78.0,81.30999755859375,75.33901977539062,3795100,WM,1.00368988406491,1.0860196564277118,1.0325570976571157,1.0357335667629224,-0.0320436826980123,-0.0183488742597295,-0.0584649366637455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,81.66999816894531,82.69999694824219,81.37000274658203,82.30999755859375,76.26558685302734,2767400,WM,1.003766500008053,1.0567054774259592,1.0192754646902251,1.0327543330408862,-0.0289878330328332,-0.0217134761700814,-0.0768533340448445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,82.30999755859375,82.87000274658203,81.58999633789062,81.87000274658203,75.85789489746094,2005700,WM,1.0098363184947248,1.003697532879419,1.0285805492713052,1.0448229351223306,-0.0349866166276058,-0.0424134006930596,-0.0818089431235618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,81.75,82.27999877929688,81.61000061035156,82.16999816894531,76.13587188720703,2000500,WM,1.0007668889171475,1.000644535412922,1.0205200154199483,1.0378093145840102,-0.0370424256668626,-0.0530118330015692,-0.0870599357084751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,82.20999908447266,82.44999694824219,80.86000061035156,81.0999984741211,75.14445495605469,2754700,WM,1.030578717302104,1.0129791516868043,1.0297469859383386,1.0388512590749122,-0.0082725417728082,-0.0416048666650454,-0.0796956203207299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
