Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Dividends Paid,Other Cashflows From Financing Activities
2020-10-29,20.670000076293945,22.190000534057617,20.5,21.700000762939453,21.700000762939453,21354100,LESL,0.9622119090625426,1.3211981137465336,1.242396227493067,1.1675292886158797,-0.2053173795533368,0.0221717175168345,-0.1862578218657431,117724000.0,1367078000.0,-887357000.0,12959000.0,479721000.0,157000.0,-607666000.0,15063000.0,-279848000.0,1402000.0,90899000.0,165522000.0,,8341000.0,-279848000.0,78506000.0,282089000.0,-1005081000.0,33872000.0,1186493000.0,149729000.0,68347000.0,,23832000.0,-36996000.0,-6255000.0,-7495000.0,2848000.0,702000.0,13330000.0,57821000.0,30424000.0,-3797000.0,-5632000.0,3590000.0,-27444000.0,-1240000.0,
2020-10-30,21.0,21.979999542236328,20.049999237060547,21.96999931335449,21.96999931335449,2271900,LESL,0.9558489147168578,1.2767410156453816,1.1884388450790968,1.1783167979264215,-0.2224678832095639,-0.0441269247840829,-0.2102130058647948,121186000.0,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,-278063000.0,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,-278063000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,,39336000.0,-26811000.0,-10425000.0,-10425000.0,-20945000.0,58561000.0,66173000.0,103409000.0,31525000.0,1762000.0,1813000.0,-7276000.0,-20630000.0,,
2020-11-02,21.959999084472656,22.049999237060547,21.0,21.38999938964844,21.38999938964844,1220400,LESL,0.9649368853950058,1.29686772148964,1.260402050199206,1.166155805005939,-0.2012189196109333,-0.0175713685988387,-0.1293904405497892,121186000.0,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,-278063000.0,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,-278063000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,,39336000.0,-26811000.0,-10425000.0,-10425000.0,-20945000.0,58561000.0,66173000.0,103409000.0,31525000.0,1762000.0,1813000.0,-7276000.0,-20630000.0,,
2020-11-03,21.299999237060547,23.63999938964844,21.299999237060547,22.350000381469727,22.350000381469727,1792500,LESL,0.8876957411167266,1.2062639205512076,1.227293057583921,1.1598423641651217,-0.2721466230483951,-0.0790500290282065,-0.1576287778965459,121186000.0,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,-278063000.0,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,-278063000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,,39336000.0,-26811000.0,-10425000.0,-10425000.0,-20945000.0,58561000.0,66173000.0,103409000.0,31525000.0,1762000.0,1813000.0,-7276000.0,-20630000.0,,
2020-11-04,22.57999992370605,24.979999542236328,22.350000381469727,24.200000762939453,24.200000762939453,3632400,LESL,0.8326445860856558,1.098347069658419,1.1103305781867103,1.152631411002053,-0.3199868249163972,-0.1842327898387801,-0.2768769812291813,121186000.0,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,-278063000.0,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,-278063000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,,39336000.0,-26811000.0,-10425000.0,-10425000.0,-20945000.0,58561000.0,66173000.0,103409000.0,31525000.0,1762000.0,1813000.0,-7276000.0,-20630000.0,,
2020-11-05,24.420000076293945,25.84000015258789,24.18000030517578,24.559999465942383,24.559999465942383,974200,LESL,0.8184039421231509,1.0553746188894462,1.1180781629312222,1.1314046287997348,-0.3130006866765839,-0.1978096919710212,-0.2241399005396236,121186000.0,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,-278063000.0,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,-278063000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,,39336000.0,-26811000.0,-10425000.0,-10425000.0,-20945000.0,58561000.0,66173000.0,103409000.0,31525000.0,1762000.0,1813000.0,-7276000.0,-20630000.0,,
2020-11-06,24.299999237060547,25.78499984741211,24.190000534057617,24.86000061035156,24.86000061035156,720100,LESL,0.8201930365664659,1.0627513848609005,1.0973451334223328,1.13153473850806,-0.3113417019415939,-0.2033072338342423,-0.2397729611116295,121186000.0,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,-278063000.0,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,-278063000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,,39336000.0,-26811000.0,-10425000.0,-10425000.0,-20945000.0,58561000.0,66173000.0,103409000.0,31525000.0,1762000.0,1813000.0,-7276000.0,-20630000.0,,
2020-11-09,24.88999938964844,24.88999938964844,21.40999984741211,21.739999771118164,21.739999771118164,1235100,LESL,0.9351426006321624,1.1255749572667042,1.29714816282581,1.0952501884521426,-0.1601075878199802,-0.0934545359467473,0.0047507855599382,121186000.0,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,-278063000.0,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,-278063000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,,39336000.0,-26811000.0,-10425000.0,-10425000.0,-20945000.0,58561000.0,66173000.0,103409000.0,31525000.0,1762000.0,1813000.0,-7276000.0,-20630000.0,,
2020-11-10,21.700000762939453,22.540000915527344,21.459999084472656,21.729999542236328,21.729999542236328,837000,LESL,0.9346525491851064,1.1063047133894823,1.298665435243274,1.0839984978705262,-0.1493459486854197,-0.1037231900552955,0.0112519306803009,121186000.0,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,-278063000.0,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,-278063000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,,39336000.0,-26811000.0,-10425000.0,-10425000.0,-20945000.0,58561000.0,66173000.0,103409000.0,31525000.0,1762000.0,1813000.0,-7276000.0,-20630000.0,,
2020-11-11,21.809999465942383,23.6299991607666,21.809999465942383,22.56999969482422,22.56999969482422,613200,LESL,0.9060700504851612,1.0212671488137592,1.255206039289523,1.0757014096148303,-0.1696313591296693,-0.1751297831188032,-0.0406857927778063,121186000.0,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,-278063000.0,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,-278063000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,,39336000.0,-26811000.0,-10425000.0,-10425000.0,-20945000.0,58561000.0,66173000.0,103409000.0,31525000.0,1762000.0,1813000.0,-7276000.0,-20630000.0,,
