Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Treasury Stock,Other Stockholder Equity,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock,Issuance Of Stock
2020-11-23,22.100000381469727,22.100000381469727,20.07999992370605,20.520000457763672,20.520000457763672,1426700,LESL,1.3391812343668523,1.169590617183426,1.450292376461534,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-11-24,20.31999969482422,20.850000381469727,19.14999961853028,19.739999771118164,19.739999771118164,1451300,LESL,1.3601824059164525,1.128166196351592,1.5830800588823846,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-11-25,19.84000015258789,20.100000381469727,19.6299991607666,19.989999771118164,19.989999771118164,1690900,LESL,1.3971986305637405,1.0470235390105278,1.501750915532125,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-11-27,20.040000915527344,20.209999084472656,19.545000076293945,20.0,20.0,494100,LESL,1.3729999542236329,1.125500011444092,1.386999988555908,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-11-30,20.25,20.799999237060547,19.729999542236328,20.690000534057617,20.690000534057617,955200,LESL,1.3412276115856538,1.061382238648303,1.3131947498778291,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-01,20.64999961853028,21.200000762939453,20.239999771118164,20.8799991607666,20.8799991607666,1124500,LESL,1.2763410291991522,1.1178161441904468,1.2969349143743845,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-02,20.809999465942383,21.25,20.31999969482422,21.0,21.0,661800,LESL,1.2514286041259766,1.148095267159598,1.2980952489943731,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-03,20.979999542236328,20.979999542236328,20.39999961853028,20.63999938964844,20.63999938964844,1195700,LESL,1.2315891874029228,1.1753876427461976,1.3120155389775572,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-04,20.75,21.200000762939453,19.75,19.84000015258789,19.84000015258789,1105400,LESL,1.2908266337392664,1.1960685161154616,1.331149175619701,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-07,19.920000076293945,20.39999961853028,19.88800048828125,20.14999961853028,20.14999961853028,848200,LESL,1.305210904960744,1.173697273759814,1.246650189319737,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-08,20.049999237060547,20.440000534057617,20.01499938964844,20.100000381469727,20.100000381469727,425400,LESL,1.360696510567423,1.1407960134326685,1.2721392641562983,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-09,20.1299991607666,20.5,19.809999465942383,20.38999938964844,20.38999938964844,413300,LESL,1.3457577908505631,1.13045610235587,1.2805297396726278,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-10,20.299999237060547,20.850000381469727,20.100000381469727,20.32999992370605,20.32999992370605,386400,LESL,1.3477619144789157,1.1269060468956331,1.3226758234412497,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-11,20.100000381469727,20.76000022888184,20.030000686645508,20.309999465942383,20.309999465942383,541600,LESL,1.3589365390064074,1.1614968376609611,1.3318562259157316,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-14,20.51000022888184,20.61000061035156,19.90999984741211,20.450000762939453,20.450000762939453,806800,LESL,1.360880141097159,1.1628361760132964,1.3525671792413323,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-15,20.59000015258789,21.57999992370605,20.077999114990234,20.88999938964844,20.88999938964844,708400,LESL,1.4107228422398934,1.1249401956251317,1.3221637935001498,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-16,21.32999992370605,22.65999984741211,20.940000534057617,22.549999237060547,22.549999237060547,879200,LESL,1.2474501158534594,1.0186252811753391,1.2017738934966935,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-17,22.770000457763672,24.25,22.690000534057617,23.64999961853028,23.64999961853028,1194200,LESL,1.2071881478886377,0.9606765192314374,1.1551797097458902,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-18,23.46999931335449,24.280000686645508,22.549999237060547,23.0,23.0,5655000,LESL,1.2295652472454568,0.9508696017058,1.1952173813529636,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-21,24.799999237060547,24.850000381469727,22.479999542236328,23.549999237060547,23.549999237060547,841100,LESL,1.2450106430867074,0.9167728599588142,1.1749469627476576,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-22,23.600000381469727,25.93000030517578,23.07999992370605,25.850000381469727,25.850000381469727,1172400,LESL,1.1752417296884898,0.9121856702411928,1.054545447837705,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-23,26.200000762939453,28.200000762939453,25.88999938964844,28.170000076293945,28.170000076293945,960400,LESL,1.1125310638164183,0.8693645617604158,0.9275825023073366,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
2020-12-24,27.90999984741211,28.950000762939453,26.1200008392334,27.479999542236328,27.479999542236328,693400,LESL,1.0873362321146152,0.905021879676839,0.9181222693784332,121186000.0,,1573437000.0,-826999000.0,15143000.0,746438000.0,157000.0,-549093000.0,5457000.0,,9073000.0,157072000.0,258196000.0,6583000.0,8341000.0,244046000.0,372133000.0,-948185000.0,31481000.0,1179550000.0,148966000.0,92372000.0,-278063000.0,-278063000.0,-61068000.0,-5147000.0,-4170000.0,-4170000.0,-4299000.0,42054000.0,8171000.0,17488000.0,10940000.0,32142000.0,4121000.0,-9562000.0,-9200000.0,-5147000.0,-99000.0,458686000.0
