,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,39538000.0,31839000.0,-34812000.0,-109029000.0
Change To Liabilities,11237000.0,-21657000.0,16814000.0,-6723000.0
Total Cashflows From Investing Activities,11876000.0,-35809000.0,-66087000.0,-133739000.0
Net Borrowings,85606000.0,-13455000.0,-4782000.0,8413000.0
Total Cash From Financing Activities,39905000.0,-162893000.0,-90875000.0,-37125000.0
Change To Operating Activities,-37816000.0,-31707000.0,-39655000.0,-28330000.0
Issuance Of Stock,2630000.0,2325000.0,1948000.0,1578000.0
Net Income,131771000.0,77061000.0,99588000.0,32640000.0
Change In Cash,371655000.0,-77010000.0,29757000.0,-74276000.0
Repurchase Of Stock,-11082000.0,-113624000.0,-50798000.0,-9164000.0
Total Cash From Operating Activities,319874000.0,121692000.0,186719000.0,96588000.0
Depreciation,60899000.0,48140000.0,31213000.0,32819000.0
Dividends Paid,-37249000.0,-37431000.0,-37243000.0,-36854000.0
Change To Inventory,-1287000.0,-499000.0,579000.0,-1801000.0
Change To Account Receivables,70037000.0,-41486000.0,-3527000.0,-12507000.0
Change To Netincome,56392000.0,52398000.0,42337000.0,41635000.0
Capital Expenditures,-27662000.0,-69086000.0,-32275000.0,-24710000.0
Other Cashflows From Investing Activities,,1438000.0,1000000.0,1000000.0
Other Cashflows From Financing Activities,,-708000.0,-708000.0,-1098000.0
