Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-10-13,112.75,113.16999816894533,111.9000015258789,112.91999816894533,112.91999816894533,250800,CRL,0.8937300726657276,0.95545519960272,0.9272050889656872,1.0098252549340063,-0.1160951822682789,-0.152794298784555,-0.1496855148779298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,113.7699966430664,114.61000061035156,112.94000244140624,114.06999969482422,114.06999969482422,265100,CRL,0.8804243058986584,0.9275006867257696,0.9187341398451232,1.0047827275420922,-0.1243584216434338,-0.187561078415938,-0.1668598575150832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,114.0199966430664,114.5,113.80999755859376,114.2300033569336,114.2300033569336,171800,CRL,0.8882955286593192,0.9364439996246416,0.9198108781150328,1.016827126331923,-0.1285315976726039,-0.1845517705446746,-0.1671274081997674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,114.58000183105467,114.94000244140624,114.01000213623048,114.6999969482422,114.6999969482422,264200,CRL,0.883958169897774,0.920052324211628,0.9083697054361864,1.016900814218988,-0.1329426443212139,-0.1965313998856784,-0.1676256389884688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,114.76000213623048,115.5999984741211,114.16999816894533,115.3499984741211,115.3499984741211,498600,CRL,0.880017368695539,0.9293454561448706,0.9101863827707302,1.0195478153138224,-0.1395304466182834,-0.1872054461943308,-0.167647158547094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,115.66000366210938,115.95999908447266,114.83999633789062,115.16999816894533,115.16999816894533,324000,CRL,0.8893809319586775,0.9362681561640432,0.9098723850095808,1.0187296628598663,-0.1293487309011888,-0.1806573696135013,-0.1556016242148833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,115.37000274658205,115.44000244140624,114.3000030517578,114.91000366210938,114.91000366210938,207000,CRL,0.890174899100248,0.9352536576077098,0.9130623516248466,1.0231439317955078,-0.1329690326952597,-0.1789844953569722,-0.1553948002407419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,115.41999816894533,115.41999816894533,113.4499969482422,114.80999755859376,114.80999755859376,213900,CRL,0.8866823901795114,0.9241355346251316,0.922654843286744,1.023176662025299,-0.1364942718457878,-0.1766573492212628,-0.1567259770111092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,115.2699966430664,115.5,114.38999938964844,114.87000274658205,114.87000274658205,571600,CRL,0.8905719561741869,0.9179071987490104,0.9172107433721336,1.028738706809164,-0.138166750634977,-0.1903066228055552,-0.1766105189131709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,114.91000366210938,118.38999938964844,114.6999969482422,118.08999633789062,118.08999633789062,506600,CRL,0.8755186941815027,0.9128631246910188,0.8886443026142676,1.0357335667629224,-0.1602148725814196,-0.1915054059964225,-0.2023777317065935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,118.31999969482422,118.66000366210938,114.91000366210938,117.37999725341795,117.37999725341795,423000,CRL,0.8745953830657467,0.8769807876137836,0.8959788774052209,1.0327543330408862,-0.1581589499751394,-0.201438165982257,-0.2001499213298487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,117.05999755859376,117.81999969482422,114.98999786376952,115.12999725341795,115.12999725341795,183100,CRL,0.9050638359599956,0.8692782438860305,0.9082776182531332,1.0448229351223306,-0.1397590991623349,-0.1768326896864482,-0.2021118741417337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,115.22000122070312,116.41000366210938,115.13999938964844,116.29000091552734,116.29000091552734,536300,CRL,0.8968097007006066,0.8670565056087431,0.907472679925022,1.0378093145840102,-0.1409996138834035,-0.1865998628057481,-0.2001072712034014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,116.58999633789062,118.0,116.3000030517578,117.76000213623048,117.76000213623048,508500,CRL,0.8667628892936389,0.8528362642945054,0.911260152954586,1.0388512590749122,-0.1720883697812733,-0.2017477540573443,-0.1981824533044826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,117.41000366210938,119.0500030517578,117.0199966430664,117.12999725341795,117.12999725341795,340000,CRL,0.8692905496662002,0.8382993660365766,0.889268386447178,1.0310647944789963,-0.1617742448127961,-0.1797469760834228,-0.2152336248384041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,117.02999877929688,118.30999755859376,116.70999908447266,117.75,117.75,276900,CRL,0.8703184998465698,0.8473035808328357,0.8809342110992238,1.0262436118253355,-0.1559251119787659,-0.1783328247349167,-0.2268761075901424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,117.66999816894533,118.16999816894533,116.72000122070312,117.3499984741211,117.3499984741211,354400,CRL,0.8788240186995908,0.8691094945882007,0.894759278783931,1.0311845275729687,-0.1523605088733779,-0.1670014346142436,-0.2109690055521756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,117.12999725341795,118.27999877929688,116.25,116.88999938964844,116.88999938964844,304200,CRL,0.8883565478663737,0.9210369084118888,0.906236640074418,1.0414917955670933,-0.1531352477007195,-0.1248729016157772,-0.2055897190206521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,117.19000244140624,118.9499969482422,117.0199966430664,117.8000030517578,117.8000030517578,548100,CRL,0.8820033856894584,0.9364176120617488,0.9050084707002114,1.0390384642435906,-0.1570350785541322,-0.1245871510359898,-0.2096448347011402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,108.0,108.0,100.44000244140624,102.8499984741211,102.8499984741211,1987500,CRL,1.0167233956851822,1.0661157331321576,1.037335965233401,1.0401272810196784,-0.0234038853344962,-0.0094591196019346,-0.0753430275929223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,102.63999938964844,104.48999786376952,100.87999725341795,102.12000274658205,102.12000274658205,1051700,CRL,1.037994488337867,1.0586564600730977,1.042792743827396,1.0393664161720684,-0.0013719278342014,-0.0172367885673201,-0.0705452165275319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,101.5,102.29000091552734,100.23999786376952,101.93000030517578,101.93000030517578,640300,CRL,1.028941400367016,1.0500343221706252,1.0367899537797762,1.0305050740272153,-0.0015636736601991,-0.0166328925956955,-0.0748426070508305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,101.56999969482422,101.88999938964844,100.27999877929688,100.91999816894533,100.91999816894533,363100,CRL,1.0709473225526929,1.0609393741326023,1.0318073636812688,1.043144349882203,0.0278029726704898,-0.00400140831022,-0.081844857156982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,99.98999786376952,100.79000091552734,99.12000274658205,100.43000030517578,100.43000030517578,334800,CRL,1.0798565828805748,1.0517773268190878,1.0418201427410103,1.0570826794517585,0.0227739034288163,-0.0161723914545093,-0.0688079566896375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,100.55999755859376,102.16000366210938,100.55999755859376,101.47000122070312,101.47000122070312,604300,CRL,1.0815018876867724,1.0775598208584802,1.0611017726781815,1.0412088647392546,0.0402930229475178,0.0070806085208621,-0.0511129380849666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,101.23999786376952,102.0,100.61000061035156,101.38999938964844,101.38999938964844,376900,CRL,1.0793964207536988,1.0745635427961706,1.0604595846761966,1.0392013474275237,0.0401950733261751,-0.0007575048827948,-0.0394797872414791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,101.41000366210938,101.8000030517578,101.0199966430664,101.51000213623048,101.51000213623048,240600,CRL,1.0715199916663654,1.0621613380534212,1.0651167419096363,1.0381241126825425,0.0333958789838229,0.0044517774245624,-0.0420512098794954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,101.69000244140624,102.48999786376952,100.86000061035156,102.43000030517578,102.43000030517578,364200,CRL,1.059357627774482,1.0408083597844582,1.0643365841868266,1.03199537924298,0.0273622485315019,-0.0017931800189885,-0.0412328810325779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,102.62999725341795,103.36000061035156,102.20999908447266,102.29000091552734,102.29000091552734,209700,CRL,1.0535731320607231,1.0259067504366073,1.075862763386216,1.0328322263084138,0.0207409057523093,-0.0085968958817723,-0.0337612753097944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,102.36000061035156,102.54000091552734,101.72000122070312,101.8000030517578,101.8000030517578,129600,CRL,1.070235694323596,1.0467582943432316,1.099705241573754,1.032019884081241,0.0382158102423553,0.0040472723485229,-0.0173198299154822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,101.5,103.1500015258789,101.37999725341795,102.3000030517578,102.3000030517578,363100,CRL,1.072727219844241,1.058357706874047,1.099120225680914,1.0369551897736955,0.0357720300705453,0.0013264700836788,-0.0179472698048854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,102.6500015258789,103.55999755859376,102.16000366210938,103.38999938964844,103.38999938964844,483700,CRL,1.0586129953996353,1.0766998776669858,1.1037818301603348,1.020376345675996,0.0382366497236392,0.0232866979136014,-0.0076174198707998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,103.4800033569336,103.4800033569336,101.91999816894533,102.66000366210938,102.66000366210938,337900,CRL,1.0778297056180464,1.0826027218491998,1.1285797435940883,1.026253639124301,0.0515760664937454,0.02854936719399,0.0162954801518711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,103.04000091552734,104.36000061035156,102.63999938964844,104.1999969482422,104.1999969482422,329000,CRL,1.058637243659292,1.0740883056315038,1.1128599086434892,1.0246409570196735,0.0339962866396184,0.0246631231576555,0.002058206709554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,104.1999969482422,104.80999755859376,102.7300033569336,104.29000091552734,104.29000091552734,358400,CRL,1.0496691941672478,1.1009684407599722,1.09185925541236,1.029880242563007,0.0197889516042408,0.0327281650686306,-0.0173046752560306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,105.08000183105467,105.37000274658205,101.86000061035156,102.06999969482422,102.06999969482422,388900,CRL,1.0961104887618724,1.1286371832338096,1.1214852705295706,1.036157586789428,0.0599529019724445,0.0580258852802508,0.0040745480744606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,102.05999755859376,103.33000183105467,101.5199966430664,101.81999969482422,101.81999969482422,443400,CRL,1.0989000169417218,1.1214889293228982,1.1515419402025409,1.0465343935592823,0.0523656233824394,0.0500792742976918,0.026516731147677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,101.9000015258789,102.9499969482422,101.29000091552734,102.4800033569336,102.4800033569336,218300,CRL,1.0779664090753462,1.099824311011275,1.1373926009020523,1.048372731047773,0.0295936780275731,0.0306849664249517,0.0094102458210063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,102.13999938964844,103.3000030517578,101.93000030517578,103.12999725341795,103.12999725341795,250800,CRL,1.0651604906396952,1.086589746368677,1.124503096181937,1.0387885930282448,0.0263718976114504,0.0295709334599028,0.0098920933989301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,103.62000274658205,103.87000274658205,102.6500015258789,103.83999633789062,103.83999633789062,174500,CRL,1.0406394584893035,1.0699152772753069,1.1260593646853654,1.0447156071702373,-0.0040761486809337,0.0129332399840222,0.0122334969810964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,104.0500030517578,104.87000274658205,103.3499984741211,103.9000015258789,103.9000015258789,294200,CRL,1.0138594301334352,1.0669874781738005,1.113859496220586,1.0484619827112251,-0.0346025525777899,0.0223639583391495,0.0094083047796669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,104.1500015258789,105.11000061035156,103.2300033569336,104.56999969482422,104.56999969482422,259400,CRL,1.011379960264695,1.0561346730774883,1.1113129905672607,1.0415757419863072,-0.0301957817216123,0.0073474662288952,0.0038165186378258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,105.30999755859376,107.08000183105467,104.70999908447266,106.0,106.0,452800,CRL,1.0072641192742111,1.0367924672252726,1.0670754774561468,1.0495576207370112,-0.0422935014628,-0.0120833249301166,-0.0234187340819536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,106.20999908447266,106.29000091552734,104.41999816894533,104.87999725341795,104.87999725341795,301300,CRL,1.0170671335088068,1.0191647805956152,1.071605666789677,1.0539026313731312,-0.0368354978643243,-0.0115617121392599,-0.0288464975219882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,104.83999633789062,108.16999816894533,104.83999633789062,108.08000183105467,108.08000183105467,803300,CRL,0.9982420203720644,0.9832530981002612,1.0205403514349798,1.0520989179928428,-0.0538568976207783,-0.0174700995125101,-0.0532942101366196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,108.62999725341795,109.86000061035156,108.25,108.4499969482422,108.4499969482422,291700,CRL,0.9755648319865872,1.0032273500540774,1.0255417644113252,1.049480051520865,-0.0739152195342779,-0.0126661383529074,-0.0458506115020753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,108.72000122070312,110.3499984741211,108.44000244140624,109.73999786376952,109.73999786376952,368400,CRL,0.9747585502370336,0.9774922428578016,1.0229634073402232,1.0585213557872055,-0.0837628055501721,-0.0271147254345823,-0.0546113061269308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,110.1999969482422,110.41999816894533,109.20999908447266,109.44000244140624,109.44000244140624,229300,CRL,0.9642726281534691,0.9702119694489604,1.0243969125491827,1.0561912314345747,-0.0919186032811055,-0.031915410794497,-0.0560591433812833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,109.9000015258789,109.9800033569336,108.41999816894533,108.7699966430664,108.7699966430664,167800,CRL,0.9855658753031296,0.981336776299089,1.0410959029020808,1.054691754118366,-0.0691258788152364,-0.0326596121093125,-0.0372945387748271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,108.8000030517578,108.83000183105467,107.63999938964844,108.51000213623048,108.51000213623048,159700,CRL,0.9937332937813228,0.950234988299978,1.0518845925958944,1.0628648969920689,-0.0691316032107458,-0.0409029119052972,-0.03625822176303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,108.70999908447266,108.73999786376952,107.5,107.7699966430664,107.7699966430664,167400,CRL,0.9972163363486328,0.9703999729852736,1.0743249734224225,1.054562443450246,-0.0573461071016132,-0.0310113910064183,-0.0226312642005825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,107.8499984741211,108.9499969482422,107.8499984741211,108.9499969482422,108.9499969482422,180500,CRL,0.9738412248375278,0.9694355732452008,1.0656264499876542,1.0427572783556516,-0.0689160535181238,-0.0425121491639687,-0.0386544231040213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,109.37999725341795,109.75,108.13999938964844,109.73999786376952,109.73999786376952,240400,CRL,0.9608165162559849,0.9609075906776224,1.064242784663707,1.039387058829826,-0.0785705425738411,-0.0548363752804094,-0.0376706139143478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,110.0,110.70999908447266,109.33000183105467,109.4499969482422,109.4499969482422,195300,CRL,0.98492467846057,0.9353129794511716,1.0553677967743935,1.0452598484191695,-0.0603351699585995,-0.0647317591894809,-0.046413196530376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,109.80999755859376,110.86000061035156,109.12000274658205,110.6500015258789,110.6500015258789,347600,CRL,0.9303208406854884,0.9361048387046728,1.057026637791035,1.0173995405954512,-0.0870786999099628,-0.0574037800239802,-0.0435691721652922,369762000.0,2560192000.0,1865906000.0,1045080000.0,18936000.0,163844000.0,2929922000.0,875000.0,52826000.0,288658000.0,288297000.0,804906000.0,-1804645000.0,75555000.0,163794000.0,463504000.0,22654000.0,28546000.0,-144731000.0,781973000.0,826625000.0,71101000.0,-129588000.0,28489000.0,430016000.0,1086223000.0,114956000.0,77838000.0,-37089000.0,-8432000.0,-72586000.0,-135579000.0,-208476000.0,80492000.0,38870000.0,123355000.0,46437000.0,-106909000.0,11234000.0,316265000.0,131159000.0,-516000.0,-17838000.0,-48279000.0,-4858000.0,55808000.0,-82431000.0
2018-01-03,111.08000183105467,111.08000183105467,108.87000274658205,110.30999755859376,110.30999755859376,404900,CRL,0.9072613910438608,0.9618348365728462,1.0634575301869786,0.9765980219270426,-0.0693366308831817,-0.0421139557510092,-0.0319909306985355,369762000.0,2560192000.0,1865906000.0,1045080000.0,18936000.0,163844000.0,2929922000.0,875000.0,52826000.0,288658000.0,288297000.0,804906000.0,-1804645000.0,75555000.0,163794000.0,463504000.0,22654000.0,28546000.0,-144731000.0,781973000.0,826625000.0,71101000.0,-129588000.0,28489000.0,430016000.0,1086223000.0,114956000.0,77838000.0,-37089000.0,-8432000.0,-72586000.0,-135579000.0,-208476000.0,80492000.0,38870000.0,123355000.0,46437000.0,-106909000.0,11234000.0,316265000.0,131159000.0,-516000.0,-17838000.0,-48279000.0,-4858000.0,55808000.0,-82431000.0
2018-01-04,110.61000061035156,110.66000366210938,109.20999908447266,109.47000122070312,109.47000122070312,327800,CRL,0.9210742733780618,0.961816020292642,1.0748150392808924,0.9849127815791188,-0.063838508201057,-0.0365409160263501,-0.014779820502305,369762000.0,2560192000.0,1865906000.0,1045080000.0,18936000.0,163844000.0,2929922000.0,875000.0,52826000.0,288658000.0,288297000.0,804906000.0,-1804645000.0,75555000.0,163794000.0,463504000.0,22654000.0,28546000.0,-144731000.0,781973000.0,826625000.0,71101000.0,-129588000.0,28489000.0,430016000.0,1086223000.0,114956000.0,77838000.0,-37089000.0,-8432000.0,-72586000.0,-135579000.0,-208476000.0,80492000.0,38870000.0,123355000.0,46437000.0,-106909000.0,11234000.0,316265000.0,131159000.0,-516000.0,-17838000.0,-48279000.0,-4858000.0,55808000.0,-82431000.0
2018-01-05,110.16000366210938,112.45999908447266,109.69000244140624,111.87999725341795,111.87999725341795,230200,CRL,0.8976582299845169,0.947533113502931,1.0721308535300105,0.9789917900086822,-0.0813335600241652,-0.0520937055787241,-0.017758517358388,369762000.0,2560192000.0,1865906000.0,1045080000.0,18936000.0,163844000.0,2929922000.0,875000.0,52826000.0,288658000.0,288297000.0,804906000.0,-1804645000.0,75555000.0,163794000.0,463504000.0,22654000.0,28546000.0,-144731000.0,781973000.0,826625000.0,71101000.0,-129588000.0,28489000.0,430016000.0,1086223000.0,114956000.0,77838000.0,-37089000.0,-8432000.0,-72586000.0,-135579000.0,-208476000.0,80492000.0,38870000.0,123355000.0,46437000.0,-106909000.0,11234000.0,316265000.0,131159000.0,-516000.0,-17838000.0,-48279000.0,-4858000.0,55808000.0,-82431000.0
2018-01-08,112.11000061035156,112.29000091552734,110.41999816894533,111.88999938964844,111.88999938964844,181700,CRL,0.8775583428101291,0.9478059132205972,1.076235578030453,0.942840182406444,-0.0652818395963148,-0.0439185712537196,-0.0111144276226013,369762000.0,2560192000.0,1865906000.0,1045080000.0,18936000.0,163844000.0,2929922000.0,875000.0,52826000.0,288658000.0,288297000.0,804906000.0,-1804645000.0,75555000.0,163794000.0,463504000.0,22654000.0,28546000.0,-144731000.0,781973000.0,826625000.0,71101000.0,-129588000.0,28489000.0,430016000.0,1086223000.0,114956000.0,77838000.0,-37089000.0,-8432000.0,-72586000.0,-135579000.0,-208476000.0,80492000.0,38870000.0,123355000.0,46437000.0,-106909000.0,11234000.0,316265000.0,131159000.0,-516000.0,-17838000.0,-48279000.0,-4858000.0,55808000.0,-82431000.0
