,2021-06-27,2021-03-28,2020-12-27,2020-09-27
Intangible Assets,589536000.0,592182000.0,589913000.0,566696000.0
Capital Surplus,1959558000.0,1956375000.0,1954334000.0,1953969000.0
Total Liab,5154333000.0,4745005000.0,4899150000.0,5038187000.0
Total Stockholder Equity,2582482000.0,2723910000.0,2563761000.0,2420853000.0
Minority Interest,12030000.0,11846000.0,11586000.0,10459000.0
Other Current Liab,544897000.0,83685000.0,258401000.0,64396000.0
Total Assets,7748845000.0,7480761000.0,7474497000.0,7469499000.0
Common Stock,2614000.0,2613000.0,2612000.0,2612000.0
Other Current Assets,130007000.0,51709000.0,27045000.0,37663000.0
Retained Earnings,906090000.0,1072777000.0,972569000.0,972490000.0
Other Liab,417976000.0,474865000.0,488592000.0,516147000.0
Good Will,1024900000.0,1019323000.0,1005245000.0,955087000.0
Treasury Stock,-285780000.0,-307855000.0,-365754000.0,-508218000.0
Other Assets,32331000.0,31102000.0,30251000.0,19205000.0
Cash,391805000.0,367015000.0,547624000.0,768031000.0
Total Current Liabilities,2244714000.0,1711559000.0,1937580000.0,1695448000.0
Deferred Long Term Asset Charges,5494000.0,5358000.0,5471000.0,4126000.0
Short Long Term Debt,25931000.0,25995000.0,25675000.0,25053000.0
Other Stockholder Equity,59354000.0,37279000.0,-20620000.0,-165520000.0
Property Plant Equipment,2972778000.0,2962164000.0,2946377000.0,2870638000.0
Total Current Assets,3129300000.0,2875990000.0,2902711000.0,3057873000.0
Net Tangible Assets,968046000.0,1112405000.0,968603000.0,899070000.0
Net Receivables,918695000.0,861091000.0,812473000.0,784390000.0
Long Term Debt,2268842000.0,2348868000.0,2254302000.0,2609317000.0
Inventory,1530014000.0,1439915000.0,1358793000.0,1328704000.0
Accounts Payable,1100759000.0,1034795000.0,1038360000.0,921413000.0
