Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,33699000.0,44418000.0,55925000.0,63218000.0
Capital Surplus,5475889000.0,4787932000.0,4129082000.0,3381090000.0
Total Liab,3988562000.0,3811141000.0,3250470000.0,2728835000.0
Total Stockholder Equity,5015778000.0,4485385000.0,3863501000.0,3170942000.0
Deferred Long Term Liab,1100000.0,2100000.0,3100000.0,1700000.0
Other Current Liab,96201000.0,83938000.0,77254000.0,60068000.0
Total Assets,9004340000.0,8296526000.0,7113971000.0,5899777000.0
Common Stock,2661000.0,2398000.0,2211000.0,1938000.0
Other Current Assets,32499000.0,11928000.0,15759000.0,25782000.0
Treasury Stock,-462772000.0,-304945000.0,-267792000.0,-212086000.0
Other Assets,395138000.0,243347000.0,181463000.0,152547000.0
Cash,166381000.0,99753000.0,27511000.0,42937000.0
Total Current Liabilities,230051000.0,190752000.0,190158000.0,131934000.0
Other Stockholder Equity,-462772000.0,-304945000.0,-267792000.0,-212086000.0
Property Plant Equipment,7993693000.0,7488112000.0,6612030000.0,5453598000.0
Total Current Assets,581810000.0,520649000.0,264553000.0,230414000.0
Net Tangible Assets,4982079000.0,4440967000.0,3807576000.0,3107724000.0
Net Receivables,382930000.0,408968000.0,221283000.0,161695000.0
Long Term Debt,3722246000.0,3591042000.0,3060312000.0,2596901000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-811857000.0,-1249813000.0,-1367038000.0,-1100871000.0
Net Borrowings,120794000.0,533754000.0,501376000.0,238963000.0
Total Cash From Financing Activities,445466000.0,859843000.0,969199000.0,767458000.0
Change To Operating Activities,18965000.0,3248000.0,6678000.0,1635000.0
Issuance Of Stock,695944000.0,659943000.0,753918000.0,754357000.0
Net Income,212614000.0,284975000.0,216970000.0,162038000.0
Change In Cash,65195000.0,68364000.0,-6161000.0,-23988000.0
Repurchase Of Stock,-5198000.0,-5032000.0,-2835000.0,-1346000.0
Total Cash From Operating Activities,431586000.0,458334000.0,391678000.0,309425000.0
Depreciation,244394000.0,223544000.0,182926000.0,151379000.0
Dividends Paid,-353204000.0,-307157000.0,-255572000.0,-209918000.0
Other Cashflows From Financing Activities,-12870000.0,-21665000.0,-27688000.0,-14598000.0
Change To Netincome,-53214000.0,-63122000.0,-24445000.0,-15605000.0
