Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Effect Of Exchange Rate,Other Cashflows From Investing Activities
2017-09-29,63.59999847412109,63.810001373291016,62.959999084472656,63.09000015258789,60.21780014038086,744800,CDK,1.0074498273282808,1.129734028855799,1.019954851642955,1.0206479989635429,-0.013198171635262,0.039473640133353,-0.0693383473482478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,63.09000015258789,63.7599983215332,62.79999923706055,63.400001525878906,60.51368713378906,676800,CDK,0.9935331866635568,1.1256328758833285,1.0209874994484125,1.012478214064533,-0.0189450274009761,0.0369253201219288,-0.0681433790285213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,63.43999862670898,63.9900016784668,63.34600067138672,63.81999969482422,60.91456985473633,502700,CDK,0.9932622508131534,1.1347133389598665,1.0117504026235835,1.0113391723313174,-0.0180769215181639,0.0447499639549644,-0.0700502395969886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,63.90999984741211,64.2699966430664,63.36000061035156,64.2300033569336,61.30590438842773,579700,CDK,1.0079400907536724,1.1240374650573473,1.0185832533495949,1.0126829906128405,-0.004742899859168,0.0355537780357808,-0.0713761132470691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,64.33000183105469,64.66000366210938,64.08000183105469,64.30999755859375,61.38226318359375,581400,CDK,1.001866012984159,1.1156266810647846,1.025124927039924,1.0121464877707815,-0.0102804747866225,0.0328262053816719,-0.072796821731335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,64.25,64.91000366210938,64.04000091552734,64.66000366210938,61.71633529663086,1188500,CDK,0.9783482059937694,1.1470959078143323,1.0245463643349872,1.0081446760609294,-0.02979647006716,0.0521526849872961,-0.0760267021007763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,64.68000030517578,65.33999633789062,64.63999938964844,65.0199966430664,62.05992889404297,2279500,CDK,0.9783144108314414,1.167872319735678,1.008833437685441,1.0143616235707735,-0.036047212739332,0.0641568947830253,-0.0896487084912558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,65.25,65.43499755859375,64.38500213623047,64.87999725341797,61.92630386352539,1433000,CDK,0.9801172986241076,1.1518566204224827,1.0094624676496766,1.008797349947511,-0.0286800513234033,0.0590059442785371,-0.0798348450442789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,64.9000015258789,65.05999755859375,64.7300033569336,64.8499984741211,61.89767074584961,513500,CDK,0.9776407804141264,1.140798748781516,1.0032697314937542,1.0091988628593096,-0.0315580824451832,0.0395665410388097,-0.0848273186992394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,64.73999786376953,65.31999969482422,64.73999786376953,64.95999908447266,62.00267791748047,957200,CDK,0.9738299690592194,1.1293019467035978,1.0009520950089303,1.0112728774332036,-0.0374429083739842,0.0306170208802452,-0.0750830059561991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
