,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-5000000.0,-5000000.0,-5000000.0,-5000000.0
Change To Liabilities,-1500000.0,5500000.0,0.0,-600000.0
Total Cashflows From Investing Activities,-375600000.0,1343200000.0,1343200000.0,-22000000.0
Net Borrowings,-520500000.0,-567100000.0,-567100000.0,-300000.0
Total Cash From Financing Activities,-557400000.0,-585600000.0,-585600000.0,-23100000.0
Change To Operating Activities,-65000000.0,16600000.0,16600000.0,-17000000.0
Issuance Of Stock,400000.0,100000.0,100000.0,300000.0
Net Income,49400000.0,860900000.0,68300000.0,55700000.0
Change In Cash,-977100000.0,1081900000.0,1081900000.0,63200000.0
Repurchase Of Stock,-12600000.0,-300000.0,-300000.0,-3700000.0
Total Cash From Operating Activities,-44100000.0,87600000.0,87600000.0,99700000.0
Depreciation,27600000.0,24600000.0,24600000.0,24900000.0
Dividends Paid,-18200000.0,-18300000.0,-18300000.0,-18200000.0
Change To Account Receivables,18900000.0,-20600000.0,-20600000.0,13400000.0
Other Cashflows From Financing Activities,-6500000.0,-6500000.0,-6500000.0,-1200000.0
Change To Netincome,-73500000.0,-799400000.0,-799400000.0,23300000.0
Capital Expenditures,-5400000.0,-5100000.0,-5100000.0,-7200000.0
Effect Of Exchange Rate,,-1000000.0,-1000000.0,8600000.0
Other Cashflows From Investing Activities,,1385500000.0,1385500000.0,1385500000.0
