Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2017-09-29,52.59000015258789,52.81999969482422,51.7599983215332,51.84999847412109,49.80375671386719,12189900,NKE,1.0605594957503803,1.2275928716805065,1.2971026725683292,1.0206479989635429,0.0399114967868374,0.1373324829580604,0.2078094735771263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,52.15999984741211,52.209999084472656,51.65999984741211,51.869998931884766,49.822975158691406,7516200,NKE,1.061692650538704,1.2375646534199989,1.3148398175486116,1.012478214064533,0.0492144364741711,0.1488570976585992,0.2257089390716777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,52.0,52.04999923706055,51.400001525878906,51.470001220703125,49.43875503540039,8126700,NKE,1.0709151869746412,1.2582939926341463,1.3148910503822009,1.0113391723313174,0.0595760146433237,0.1683306176292442,0.2330904081616287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,51.5099983215332,52.130001068115234,51.400001525878906,52.08000183105469,50.024688720703125,8204300,NKE,1.0697003859788472,1.2346936083196225,1.2958182879669402,1.0126829906128405,0.0570173953660066,0.1462099212980561,0.2058589213702761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,52.0099983215332,52.31999969482422,51.77999877929688,52.18000030517578,50.1207389831543,5287400,NKE,1.0739745050765854,1.2348271549772505,1.3020140041164938,1.0121464877707815,0.0618280173058038,0.1520266792941378,0.2040922553452346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,52.20000076293945,52.459999084472656,52.119998931884766,52.41999816894531,50.35125732421875,5360300,NKE,1.0520794316053603,1.230513558315302,1.2709039432453892,1.0081446760609294,0.0439347555444309,0.1355703354882658,0.1703308768096256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,52.22999954223633,52.29999923706055,51.5,51.52000045776367,49.48678588867188,6875100,NKE,1.0822978996449766,1.2594093240987352,1.2839244892182513,1.0143616235707735,0.067936276074203,0.1556938991460825,0.1854423430415543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,51.58000183105469,51.81999969482422,51.369998931884766,51.52999877929688,49.49638748168945,8372700,NKE,1.0892684271610549,1.2348268590626983,1.2907058483423084,1.008797349947511,0.0804710772135439,0.1419761829187527,0.2014085356483528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,51.38999938964844,51.52000045776367,50.83000183105469,51.02999877929688,49.01612091064453,9109600,NKE,1.09915736926001,1.2545938364493827,1.3189315947770466,1.0091988628593096,0.0899585064007004,0.1533616287066763,0.2308345445840529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,50.97999954223633,51.119998931884766,50.34999847412109,50.83000183105469,48.824012756347656,10658400,NKE,1.099940995030675,1.2654518872761316,1.3259030721493577,1.0112728774332036,0.0886681175974715,0.1667669614527789,0.2498679711842282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,50.83000183105469,51.06999969482422,50.400001525878906,50.97999954223633,48.96809768676758,16227900,NKE,1.0980776746783614,1.322738496589425,1.316079772259101,1.0098252549340063,0.0882524197443548,0.21448899820215,0.2391891684154841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,50.79999923706055,51.40999984741211,50.63999938964844,51.369998931884766,49.34269714355469,9299300,NKE,1.1023945155475592,1.2966807917684973,1.3331233070983508,1.0047827275420922,0.0976117880054669,0.1816190266267896,0.2475293097381443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,51.5,52.040000915527344,51.380001068115234,52.0,49.94784164428711,9492700,NKE,1.1005768728318963,1.2954419386006537,1.3461946502267876,1.016827126331923,0.0837497464999732,0.1744461684313374,0.2592563639119873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,52.18000030517578,52.400001525878906,52.09999847412109,52.29999923706055,50.23599624633789,10890300,NKE,1.131739952684568,1.3045094697307669,1.3159597890966444,1.016900814218988,0.11483913846558,0.1879257456334604,0.239964444671989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,51.65999984741211,52.79999923706055,51.47999954223633,52.68999862670898,50.61060333251953,12568200,NKE,1.124501988578506,1.2893316528062375,1.3006803360993893,1.0195478153138224,0.1049541732646834,0.172780750467036,0.2228467947815651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,52.790000915527344,53.5,52.790000915527344,53.060001373291016,50.96601104736328,13020900,NKE,1.1192987443371971,1.2865805107828083,1.2946449194689331,1.0187296628598663,0.1005690814773307,0.1696549850052637,0.229170910244469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,53.060001373291016,53.95000076293945,53.0,53.65999984741211,51.542327880859375,12242600,NKE,1.10082010066675,1.2635938894181495,1.2546629866442778,1.0231439317955078,0.0776761688712421,0.1493557364534674,0.1862058347786892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,53.900001525878906,54.0,53.09999847412109,53.41999816894531,51.311790466308594,14767600,NKE,1.1104455717229504,1.2645755232405909,1.282906247365453,1.023176662025299,0.0872689096976511,0.1637826393941963,0.2035254270675996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
