,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,1507100000.0,1466300000.0,1408600000.0,1450500000.0
Capital Surplus,1712300000.0,1685500000.0,1672900000.0,1629400000.0
Total Liab,51148700000.0,47576800000.0,47059700000.0,44803600000.0
Total Stockholder Equity,18181700000.0,17342600000.0,16544700000.0,17593300000.0
Other Current Liab,15651600000.0,15476800000.0,16295500000.0,14455000000.0
Total Assets,69824300000.0,65413300000.0,64098300000.0,62890800000.0
Common Stock,585200000.0,585200000.0,585200000.0,585600000.0
Other Current Assets,4961000000.0,4364600000.0,4252400000.0,4196900000.0
Retained Earnings,15401000000.0,14679600000.0,13354900000.0,14427700000.0
Other Liab,631500000.0,604600000.0,10754900000.0,683100000.0
Good Will,452700000.0,452700000.0,452700000.0,452700000.0
Treasury Stock,483200000.0,392300000.0,931700000.0,950600000.0
Other Assets,718600000.0,642400000.0,578100000.0,542900000.0
Cash,99500000.0,122900000.0,76500000.0,90100000.0
Total Current Liabilities,45619600000.0,42075300000.0,30808600000.0,38538900000.0
Short Long Term Debt,499900000.0,499900000.0,,
Other Stockholder Equity,483200000.0,392300000.0,931700000.0,950600000.0
Property Plant Equipment,1086400000.0,1077400000.0,1271500000.0,1355700000.0
Total Current Assets,16827300000.0,16617000000.0,18075600000.0,17992500000.0
Long Term Investments,49232200000.0,45157500000.0,42311800000.0,41096500000.0
Net Tangible Assets,17582500000.0,16732700000.0,15920600000.0,16955100000.0
Short Term Investments,1710600000.0,2243100000.0,5218500000.0,4667800000.0
Net Receivables,9436200000.0,9218800000.0,8160100000.0,8574300000.0
Long Term Debt,4897600000.0,4896900000.0,5396100000.0,5395400000.0
Accounts Payable,29468100000.0,26098600000.0,14434200000.0,24083900000.0
Deferred Long Term Liab,,,25300000.0,21700000.0
Deferred Long Term Asset Charges,,,11900000.0,
