,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-5999700000.0,-4034100000.0,-6790000000.0,-3214600000.0
Change To Liabilities,1377600000.0,2313900000.0,2529600000.0,1834900000.0
Total Cashflows From Investing Activities,-6117700000.0,-4338300000.0,-7034900000.0,-3406700000.0
Net Borrowings,986300000.0,986300000.0,1096900000.0,156500000.0
Total Cash From Financing Activities,-938800000.0,-1770900000.0,549800000.0,-300900000.0
Change To Operating Activities,1594700000.0,1339300000.0,1556000000.0,1033300000.0
Issuance Of Stock,7300000.0,1600000.0,3300000.0,500000.0
Net Income,5704600000.0,3970300000.0,2615300000.0,1592200000.0
Change In Cash,-150900000.0,152400000.0,-200300000.0,48900000.0
Repurchase Of Stock,-111600000.0,-91300000.0,-79000000.0,-62500000.0
Total Cash From Operating Activities,6905600000.0,6261600000.0,6284800000.0,3756800000.0
Depreciation,331800000.0,306100000.0,262400000.0,236100000.0
Other Cashflows From Investing Activities,83600000.0,6000000.0,11700000.0,-33600000.0
Dividends Paid,-1577800000.0,-1670000000.0,-668400000.0,-395400000.0
Change To Account Receivables,-652800000.0,-1010200000.0,-1074600000.0,-913200000.0
Other Cashflows From Financing Activities,-243000000.0,-11200000.0,-296900000.0,-296900000.0
Change To Netincome,-1427200000.0,-885000000.0,554800000.0,146100000.0
Capital Expenditures,-223500000.0,-363500000.0,-266000000.0,-155700000.0
Effect Of Exchange Rate,,,,-300000.0
