Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Liab,Deferred Long Term Asset Charges,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Change To Netincome,Capital Expenditures
2017-09-29,47.959999084472656,48.43999862670898,47.86000061035156,48.41999816894531,41.7174072265625,1974600.0,PGR,1.0047501967818486,1.1425031602140754,1.2652618405613474,1.0206479989635429,-0.0158978021816942,0.0522427714916293,0.1759686415701444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,48.38999938964844,49.18999862670898,48.36000061035156,49.02999877929688,42.24296569824219,3457100.0,PGR,0.9953089019608552,1.132572103011268,1.2601430049829596,1.012478214064533,-0.0171693121036777,0.0438645472498684,0.1710121265060258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,48.91999816894531,49.09999847412109,48.790000915527344,49.06999969482422,42.27742767333984,2542800.0,PGR,1.0048911039781196,1.135113284814795,1.2501667001420405,1.0113391723313174,-0.0064480683531977,0.0451499098098928,0.1683660579214683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,49.0099983215332,49.29999923706055,48.93999862670898,49.16999816894531,42.36358642578125,3555400.0,PGR,1.019930916242247,1.1423632372115806,1.2654858554787958,1.0126829906128405,0.0072479256294064,0.0538795501900142,0.1755264888821317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,49.209999084472656,49.2599983215332,48.9900016784668,49.04999923706055,42.26019287109375,2757500.0,PGR,1.0236494805680605,1.1351684777820623,1.2966893886546764,1.0121464877707815,0.0115029927972789,0.0523680020989496,0.1987676398834172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,49.09999847412109,49.40999984741211,48.93999862670898,49.27999877929688,42.4583625793457,1815200.0,PGR,1.0245537256501565,1.129464192258813,1.2678418771262523,1.0081446760609294,0.016409049589227,0.0345209694317767,0.1672688106904887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,49.34000015258789,49.75,49.16999816894531,49.45000076293945,42.604827880859375,2292200.0,PGR,1.0222445964579268,1.1312437548125995,1.26245053095285,1.0143616235707735,0.0078829728871532,0.0275283298599469,0.163968384776153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,49.43999862670898,49.630001068115234,49.15999984741211,49.369998931884766,42.53590393066406,2197500.0,PGR,1.0257242434710738,1.1397609549033176,1.2628415397579236,1.008797349947511,0.0169268935235629,0.046910278759372,0.173544227063968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,49.290000915527344,49.36000061035156,48.959999084472656,49.25,42.43251800537109,2336600.0,PGR,1.030456702653768,1.1620305067771364,1.2694434180823724,1.0091988628593096,0.0212578397944585,0.06079829903443,0.1813463678893787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,49.31999969482422,49.40999984741211,48.70000076293945,48.75,42.00172424316406,3064800.0,PGR,1.048205167794378,1.175179601289678,1.2717799373325462,1.0112728774332036,0.0369322903611744,0.0764946754663253,0.1957448363674168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
