Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Netincome,Capital Expenditures,Net Borrowings,Other Cashflows From Financing Activities
2017-09-29,64.91999816894531,65.20999908447266,64.5,64.56999969482422,62.475624084472656,2501700,ROST,0.9832739941908496,1.2557042205791933,1.2032018102763469,1.0206479989635429,-0.0373740047726932,0.1654438318567472,0.1139086112851439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,64.33999633789062,64.91999816894531,63.72999954223633,64.69000244140625,62.59174346923828,2507300,ROST,0.981295278841788,1.2697950091570906,1.214175602829099,1.012478214064533,-0.0311829352227449,0.181087453395691,0.1250447243521653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,64.55000305175781,65.1500015258789,64.44999694824219,64.91000366210938,62.80459976196289,1775300,ROST,0.9915266472621316,1.25391261788176,1.1794025807695394,1.0113391723313174,-0.0198125250691858,0.1639492428768578,0.0976019385489672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,65.01000213623047,65.37999725341797,64.33999633789062,65.2300033569336,63.11421585083008,3286500,ROST,0.9831366104094328,1.2368537879057575,1.195495947933072,1.0126829906128405,-0.0295463802034077,0.1483701008841911,0.1055365813364079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,65.22000122070312,65.6500015258789,65.05000305175781,65.52999877929688,63.40447616577149,2227200,ROST,0.978788351170196,1.2337910426281575,1.208121145750676,1.0121464877707815,-0.0333581366005855,0.1509905669450448,0.1101993969794168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,65.33000183105469,66.16000366210938,65.31999969482422,65.98999786376953,63.84955978393555,2385400,ROST,0.9818154487521912,1.2537396986780625,1.20152727551248,1.0081446760609294,-0.0263292273087382,0.1587964758510263,0.1009542090767163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,65.95999908447266,65.95999908447266,65.06999969482422,65.29000091552734,63.172271728515625,1268100,ROST,0.9782507274052682,1.2828373418923116,1.2122542727662269,1.0143616235707735,-0.0361108961655053,0.1791219169396589,0.1137721265895299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,65.29000091552734,65.51000213623047,64.5999984741211,64.83999633789062,62.73686599731445,1761900,ROST,0.9958359106931962,1.2498570937182467,1.1985013097031618,1.008797349947511,-0.0129614392543147,0.1570064175743011,0.1092039970092062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,64.95999908447266,65.2300033569336,64.38999938964844,64.55000305175781,62.45627212524414,2754400,ROST,1.0187453538813196,1.2621478271815785,1.2166534728246454,1.0091988628593096,0.0095464910220099,0.1609156194388721,0.1285564226316518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,64.55000305175781,64.66000366210938,63.15999984741211,63.27999877929688,61.22745895385742,3254200,ROST,1.0257587173312883,1.2930213438148097,1.2344006642571337,1.0112728774332036,0.0144858398980847,0.194336417991457,0.1583655632920042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
