Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-10-13,87.08999633789062,87.41000366210938,86.23999786376953,86.29000091552734,78.82821655273438,212100,ATO,1.0492523740410051,0.941851722948476,1.0000519735830955,1.0098252549340063,0.0394271191069985,-0.166397775438799,-0.0768386302605215,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-16,86.27999877929688,86.88999938964844,85.93000030517578,86.25,78.79165649414062,301900,ATO,1.0384929188235543,0.9489337082590164,1.0178736523687515,1.0047827275420922,0.0337101912814621,-0.1661280568826912,-0.0677203449914549,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-17,86.19000244140625,86.83000183105469,86.08000183105469,86.22000122070312,78.76425170898438,316900,ATO,1.0432615431467598,0.9592926549828416,1.0255016860090502,1.016827126331923,0.0264344168148367,-0.1617031151864747,-0.06143660030575,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-18,86.05000305175781,86.61000061035156,85.58000183105469,86.43000030517578,78.95610809326172,268500,ATO,1.0335530177742926,0.956845511156462,1.0169239636735568,1.016900814218988,0.0166522035553047,-0.1597382129408444,-0.0590713807510985,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-19,86.48999786376953,87.0999984741211,86.18000030517578,87.08000183105469,79.54988861083984,304200,ATO,1.0233118370485643,0.957324243391741,1.0086364291583112,1.0195478153138224,0.0037640217347418,-0.1592266589474604,-0.0691971121595129,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-20,87.01000213623047,87.26000213623047,86.3499984741211,86.87000274658203,79.35804748535156,331900,ATO,1.0293543754442818,0.9609115620281384,1.0127047542026637,1.0187296628598663,0.0106247125844154,-0.1560139637494061,-0.0527692550218004,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-23,86.93000030517578,86.93000030517578,86.47000122070312,86.58000183105469,79.0931167602539,238300,ATO,1.0291061169436204,0.9565815910321444,1.028831782097105,1.0231439317955078,0.0059621851481126,-0.1576565619325377,-0.0396253697684836,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-24,86.5999984741211,86.6500015258789,85.81999969482422,86.30999755859375,78.84644317626953,229000,ATO,1.0335489819064398,0.9608557151097178,1.051622608836505,1.023176662025299,0.0103723198811405,-0.1399371687366767,-0.0277582114613481,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-25,86.23999786376953,86.23999786376953,84.83999633789062,86.04000091552734,78.5998306274414,319500,ATO,1.0459069229333395,0.9687785283914552,1.0446938854153711,1.028738706809164,0.0171682161241755,-0.1394352931631104,-0.0491273768699334,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-26,86.45999908447266,86.86000061035156,86.05999755859375,86.36000061035156,78.89215087890625,242900,ATO,1.0509965038616893,0.9580868603532964,1.0278217255713236,1.0357335667629224,0.0152629370987669,-0.1462816703341449,-0.0632003087495376,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-27,86.30999755859375,87.29000091552734,86.05999755859375,87.29000091552734,79.74173736572266,271700,ATO,1.0425633250346895,0.9387793177303784,1.0160597456407243,1.0327543330408862,0.0098089919938033,-0.1396396358656623,-0.0800690530943453,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-30,87.20999908447266,87.36000061035156,86.62999725341797,86.94000244140625,79.42201232910156,282400,ATO,1.0673463847557378,0.9172309476981848,1.0308539806236348,1.0448229351223306,0.0225234496334072,-0.1288799858742939,-0.0795355117712321,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-10-31,87.0,87.63999938964844,86.55999755859375,87.23999786376953,79.69602966308594,547400,ATO,1.0631003421623644,0.8993246931480795,1.023251570613516,1.0378093145840102,0.0252910275783542,-0.1543316752664117,-0.0843283805149075,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-11-01,87.5199966430664,87.81999969482422,86.62999725341797,86.97000122070312,79.44940185546875,339200,ATO,1.0601573405218871,0.9073190115379977,1.017239488545355,1.0388512590749122,0.0213060814469749,-0.1472650068138521,-0.0922031177137134,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-11-02,86.93000030517578,87.51000213623047,86.44000244140625,86.5199966430664,79.03831481933594,323200,ATO,1.0627659461510024,0.9175000072395848,1.012008154668422,1.0310647944789963,0.031701151672006,-0.1005463348804146,-0.09249385661716,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-11-03,86.45999908447266,87.79000091552734,86.33000183105469,87.58999633789062,80.01577758789062,390300,ATO,1.0495538256348216,0.9310874472769768,0.9917924855365668,1.0262436118253355,0.0233102138094858,-0.0945489582907757,-0.1160178331527993,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-11-06,87.52999877929688,88.13999938964844,87.1500015258789,87.83999633789062,80.2441635131836,303800,ATO,1.048054800246022,0.920195862941578,0.9833269679113325,1.0311845275729687,0.0168702726730531,-0.1159150662608664,-0.1224013164247742,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-11-07,88.05999755859375,88.76000213623047,87.72000122070312,88.56999969482422,80.91104888916016,640400,ATO,1.042141226739064,0.9129517264829154,0.9752797054795804,1.0414917955670933,0.0006494311719706,-0.1329580835447505,-0.1365466536154896,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-11-08,88.63999938964844,89.25,88.19000244140625,89.23999786376953,81.5230941772461,353400,ATO,1.0355562896832546,0.9040695266763652,0.9719475040464112,1.0390384642435906,-0.0034821745603359,-0.1569352364213734,-0.1427058013549405,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-11-09,89.41999816894531,90.38999938964844,89.16999816894531,89.79000091552734,82.02556610107422,496600,ATO,0.9997618882632772,0.917344347241322,0.9767571320743486,1.0401272810196784,-0.0403653927564012,-0.1582305054927703,-0.1359218607519748,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-11-10,89.45999908447266,89.77999877929688,88.91999816894531,89.16000366210938,81.45004272460938,459600,ATO,1.0144947179701418,0.9355543649106112,0.992330425203872,1.0393664161720684,-0.0248716982019265,-0.1403388837298066,-0.121007535151056,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-11-13,89.25,90.12999725341795,89.06999969482422,89.54000091552734,81.79716491699219,487600,ATO,1.0041256121682054,0.9215900507754736,0.9940273201485116,1.0305050740272153,-0.0263794618590098,-0.1450771639908471,-0.1176052406820952,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
2017-11-14,89.4000015258789,90.77999877929688,89.33999633789062,90.54000091552734,82.710693359375,319700,ATO,0.992480068362344,0.8999727517319346,0.9859698169624804,1.043144349882203,-0.050664281519859,-0.1649680307108877,-0.1276824038757704,2536365000.0,6850930000.0,3898666000.0,110977000.0,227960000.0,10749596000.0,531000.0,69686000.0,1467024000.0,2658366000.0,730132000.0,-105254000.0,132227000.0,26409000.0,1013443000.0,-105254000.0,9259182000.0,539646000.0,88409000.0,3168534000.0,222263000.0,3179121000.0,189125000.0,193675000.0,,-12473000.0,53017000.0,-1056306000.0,252845000.0,168091000.0,-32462000.0,125278000.0,396421000.0,-21125000.0,867090000.0,319448000.0,179384000.0,-191931000.0,-35126000.0,-58696000.0,-18101000.0,218019000.0,-1137089000.0
