Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Netincome,Capital Expenditures,Change To Inventory,Change To Account Receivables
2017-09-29,99.56999969482422,99.66000366210938,98.23999786376952,98.33999633789062,91.5263214111328,810100,AVY,1.079621804223852,1.192302479265268,1.0792225223643688,1.0206479989635429,0.058973805260309,0.1020420905428218,-0.0100706766268341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,98.33999633789062,99.58999633789062,98.33999633789062,99.41999816894533,92.53150177001952,786500,AVY,1.0765441027996614,1.1932868684115296,1.0695262950940567,1.012478214064533,0.0640658887351284,0.1045793126501299,-0.019604583382877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,99.44000244140624,99.5999984741211,98.58000183105467,99.26000213623048,92.38257598876952,361400,AVY,1.0924843805344706,1.1996610885879484,1.0642436898416348,1.0113391723313174,0.0811452082031531,0.1096977135830463,-0.0175569523789373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,99.31999969482422,99.8499984741211,99.04000091552734,99.70999908447266,92.8014144897461,281200,AVY,1.084043487872531,1.1973683593935942,1.0713692671790505,1.0126829906128405,0.0713604972596904,0.1088846723720278,-0.0185900994176135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,99.9000015258789,99.9800033569336,99.44000244140624,99.88999938964844,92.9689483642578,338300,AVY,1.0718788677742122,1.191994239770694,1.086593253395435,1.0121464877707815,0.0597323800034306,0.1091937640875813,-0.0113284953758241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,99.80999755859376,100.88999938964844,99.68000030517578,100.33999633789062,93.38775634765624,374400,AVY,1.066772980232866,1.1964546440837482,1.0869439370222835,1.0081446760609294,0.0586283041719366,0.101511421256712,-0.01362912941348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,100.54000091552734,101.48999786376952,100.38999938964844,100.70999908447266,93.73210906982422,311400,AVY,1.0699038024427676,1.189865823189728,1.0778463175142066,1.0143616235707735,0.055542178871994,0.0861503982370752,-0.0206358286624903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,101.0999984741211,101.23999786376952,100.44000244140624,100.79000091552734,93.8065948486328,314800,AVY,1.0493103203160723,1.1692965623454203,1.0712899715975497,1.008797349947511,0.0405129703685613,0.0764458862014747,-0.0180073410964058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,101.01000213623048,101.41999816894533,100.43000030517578,101.20999908447266,94.19747161865234,370400,AVY,1.0393244289483845,1.1793249845646403,1.065748922521581,1.0091988628593096,0.0301255660890749,0.0780927768219339,-0.0223481276714125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,100.75,101.56999969482422,100.62999725341795,100.8000030517578,93.8158950805664,482900,AVY,1.070833269291433,1.2015526684247084,1.0539841096390823,1.0112728774332036,0.0595603918582294,0.1028677426013557,-0.0220509913260471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,101.29000091552734,102.06999969482422,101.1999969482422,101.94000244140624,94.8769073486328,442500,AVY,1.0611142624311,1.1951087457358676,1.0547549129900629,1.0098252549340063,0.0512890074970935,0.0868592473485925,-0.0221356908535541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,102.0,102.2300033569336,101.12999725341795,102.18000030517578,95.10026550292967,301700,AVY,1.0540221397832747,1.1863080107135335,1.0477400609162535,1.0047827275420922,0.0492394122411825,0.0712462455718259,-0.0378539364439529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,102.44000244140624,102.5500030517578,100.93000030517578,101.58000183105467,94.54183959960938,551500,AVY,1.065662598488612,1.1835296891780265,1.0404333095433846,1.016827126331923,0.0488354721566888,0.0625339190087101,-0.0465049767714156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,101.58999633789062,101.73999786376952,100.43000030517578,100.51000213623048,93.54597473144533,924200,AVY,1.0774053526970886,1.1993257135605495,1.0511082141816117,1.016900814218988,0.0605045384781006,0.082741989463243,-0.0248871302430435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,100.31999969482422,100.48999786376952,98.5500030517578,98.79000091552734,91.94515228271484,1163600,AVY,1.1205588380138962,1.2293538487325366,1.0761428825695862,1.0195478153138224,0.1010110227000737,0.1128029463933351,-0.0016906587482379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,99.1500015258789,99.7300033569336,98.1500015258789,99.70999908447266,92.8014144897461,1024700,AVY,1.1074112765500734,1.2186150771802615,1.0528694184081164,1.0187296628598663,0.0886816136902071,0.1016895514027169,-0.0126045908163476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,100.06999969482422,100.4499969482422,98.94000244140624,99.01000213623048,92.14991760253906,522200,AVY,1.1221089205295391,1.2033997572832011,1.061025937977562,1.0231439317955078,0.0989649887340313,0.089161604318519,-0.0074312138880265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,99.26000213623048,99.63999938964844,98.37000274658205,98.91000366210938,92.05681610107422,981700,AVY,1.1293096153669242,1.1910146227384208,1.077487278170334,1.023176662025299,0.1061329533416248,0.0902217388920263,-0.0018935421275192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,103.79000091552734,104.5,100.69000244140624,104.0500030517578,96.8406982421875,981400,AVY,1.0756368182282283,1.183804134906639,1.0234848780881336,1.028738706809164,0.0468981114190643,0.0755903133520734,-0.0703363841971709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,103.5,105.70999908447266,103.4000015258789,104.86000061035156,97.59456634521484,815200,AVY,1.0680908996033822,1.1524458222244285,1.014137132712342,1.0357335667629224,0.0323573328404598,0.0480772915369871,-0.0768849016085191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,105.0500030517578,106.23999786376952,103.93000030517578,106.11000061035156,98.75798034667967,692300,AVY,1.0543773889663226,1.1130377091077028,1.00893474756586,1.0327543330408862,0.0216230559254364,0.0346187555116621,-0.0871940511692095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,106.1500015258789,106.19000244140624,104.76000213623048,105.31999969482422,98.02269744873048,645700,AVY,1.0835551377483443,1.0849699848949617,1.0309547042655798,1.0448229351223306,0.0387322026260137,0.0388590513224829,-0.0794347881292871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,105.16999816894533,106.55999755859376,105.0999984741211,106.16999816894533,98.81381225585938,747600,AVY,1.0608457221602314,1.0803501526128876,1.022225921429456,1.0378093145840102,0.0230364075762212,0.0266937841983962,-0.0853540296989674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,106.70999908447266,107.41000366210938,105.56999969482422,107.02999877929688,99.61424255371094,736300,AVY,1.0466224153568475,1.076734837865613,1.018909385402276,1.0388512590749122,0.0077711562819353,0.0221508195137631,-0.0905332208567926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,107.19000244140624,108.58000183105467,106.62000274658205,108.44000244140624,100.92652130126952,719800,AVY,1.0481983750258248,1.0256066363884242,0.9884647258928564,1.0310647944789963,0.0171335805468284,0.0075602942684247,-0.1160372853927257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
