Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Dividends Paid,Other Cashflows From Financing Activities,Other Cashflows From Investing Activities
2019-06-07,23.76000022888184,25.34000015258789,23.75,25.15999984741211,25.15999984741211,1476400,YETI,1.331081155865408,1.2042925048021065,1.325119250985097,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-10,25.38999938964844,25.850000381469727,25.06999969482422,25.309999465942383,25.309999465942383,1094700,YETI,1.3417621414875918,1.2129593603607127,1.291979512166375,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-11,25.520000457763672,26.100000381469727,25.39999961853028,25.8799991607666,25.8799991607666,1036700,YETI,1.2909583049005964,1.1591963281621436,1.2855487456197494,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-12,26.229999542236328,26.8799991607666,25.850000381469727,26.1200008392334,26.1200008392334,1143500,YETI,1.234686024648172,1.1045175901424835,1.3035987037916148,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-13,26.43000030517578,27.809999465942383,26.170000076293945,27.229999542236328,27.229999542236328,1813100,YETI,1.2038192923379218,1.083363955046811,1.2269555787391777,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-14,27.270000457763672,27.709999084472656,26.8799991607666,27.0,27.0,1149700,YETI,1.1862962510850694,1.0662963302047164,1.2855555216471355,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-17,27.290000915527344,27.350000381469727,26.31999969482422,26.770000457763672,26.770000457763672,1119500,YETI,1.202839006810738,1.077698912519175,1.2816586024129348,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-18,27.0,28.18000030517578,26.64999961853028,28.01000022888184,28.01000022888184,2086900,YETI,1.173509413184212,1.0332024383283236,1.2331310472433432,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-19,28.01000022888184,28.739999771118164,27.920000076293945,28.290000915527344,28.290000915527344,1412100,YETI,1.141039156403122,1.0579709910418666,1.2188051759062164,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-20,28.690000534057617,28.850000381469727,28.07999992370605,28.25,28.25,955700,YETI,1.2835397635940955,1.04530975881931,1.2382300722915514,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-21,28.34000015258789,29.190000534057617,28.290000915527344,29.190000534057617,29.190000534057617,1350800,YETI,1.24563206389559,1.0140459006478515,1.2000684528397114,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-24,29.38999938964844,29.84000015258789,27.34000015258789,27.75,27.75,2167900,YETI,1.2875675510715794,1.02450451550183,1.2533332893440314,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-25,27.739999771118164,28.440000534057617,27.209999084472656,27.61000061035156,27.61000061035156,909200,YETI,1.298442509294266,1.017747184363859,1.264034797333332,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-26,27.61000061035156,27.89999961853028,26.59000015258789,27.6200008392334,27.6200008392334,963600,YETI,1.3157132168138097,1.013758115467789,1.223026710821579,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-27,27.799999237060547,29.0,27.6299991607666,28.56999969482422,28.56999969482422,970400,YETI,1.2208610934789106,0.9348967227784564,1.12425618743369,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-06-28,28.61000061035156,29.239999771118164,28.170000076293945,28.950000762939453,28.950000762939453,2030900,YETI,1.2006907566659362,0.9236614530715164,1.0846286283600797,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-01,29.350000381469727,29.86000061035156,28.81999969482422,29.770000457763672,29.770000457763672,1256200,YETI,1.0863285070643656,0.9499496221630191,1.080282141514887,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-02,29.75,29.770000457763672,28.530000686645508,29.270000457763672,29.270000457763672,997300,YETI,1.0372394989935427,0.9723265677955886,1.087803199679915,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-03,29.34000015258789,30.32999992370605,29.239999771118164,30.270000457763672,30.270000457763672,871100,YETI,0.97555336108598,0.9468120057481324,1.0343574163346922,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-05,30.239999771118164,30.46999931335449,29.5,30.31999969482422,30.31999969482422,1234000,YETI,0.982519829002922,0.9399736242367146,1.05672827302161,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-08,30.030000686645508,31.39999961853028,30.030000686645508,31.0,31.0,1000300,YETI,0.932258052210654,0.9396773922827936,1.0464515686035156,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-09,31.15999984741211,32.84000015258789,30.8799991607666,32.61000061035156,32.61000061035156,2192200,YETI,0.9506286237283758,0.9058571101697652,1.0076663598687772,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-10,32.79999923706055,33.869998931884766,32.540000915527344,33.4900016784668,33.4900016784668,1988400,YETI,0.8984771168863506,0.9492385584431752,0.9740220154380757,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-11,33.779998779296875,33.970001220703125,32.869998931884766,33.959999084472656,33.959999084472656,2037000,YETI,0.8551237249239251,0.9422850666280256,1.0085394853753085,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-12,34.0,34.27000045776367,33.119998931884766,33.40999984741211,33.40999984741211,1353100,YETI,0.8895540092514115,0.9679736695686606,1.0685423803048812,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-15,33.59000015258789,33.59000015258789,30.809999465942383,32.25,32.25,2550500,YETI,0.8697674182034278,0.9925580874894016,1.061085309169089,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-16,32.099998474121094,32.959999084472656,31.8700008392334,32.779998779296875,32.779998779296875,942500,YETI,0.8236730019969557,0.9728493159612154,1.0579622207636843,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-17,32.810001373291016,32.880001068115234,31.850000381469727,32.029998779296875,32.029998779296875,786600,YETI,0.8638776500415889,1.0131127692678543,1.0674367758267995,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-18,32.11000061035156,32.7400016784668,31.559999465942383,32.20000076293945,32.20000076293945,758600,YETI,0.8627329201376561,0.990372628386773,1.050621149984297,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-19,32.310001373291016,33.220001220703125,32.18000030517578,32.869998931884766,32.869998931884766,994600,YETI,0.854274439798284,0.9695771790341816,1.0535443320177056,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-22,32.91999816894531,33.18000030517578,31.75,32.279998779296875,32.279998779296875,1153100,YETI,0.8736060046267978,0.9727385627619356,1.1096654600184732,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-23,33.0,36.5,32.459999084472656,36.2599983215332,36.2599983215332,3906500,YETI,0.8014341095180068,0.8877551052613473,1.0311638477777914,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-24,36.18999862670898,36.77999877929688,35.400001525878906,36.36000061035156,36.36000061035156,1827000,YETI,0.7186468295417873,0.9023652591455162,1.0,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-25,36.560001373291016,38.11000061035156,35.189998626708984,35.72999954223633,35.72999954223633,2015300,YETI,0.7215225585483438,0.9325496815480432,1.0265883228410473,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-26,35.970001220703125,36.459999084472656,33.900001525878906,35.849998474121094,35.849998474121094,1170800,YETI,0.734728069001226,0.9380753835287218,1.0574616864984825,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-29,36.25,36.52999877929688,34.86000061035156,36.34000015258789,36.34000015258789,919900,YETI,0.7501375925817261,0.9551458155951836,1.0299945004956272,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-30,35.93000030517578,35.93000030517578,34.25,34.880001068115234,34.880001068115234,1140200,YETI,0.8147935552179053,0.954988542237764,1.0490252016086037,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
2019-07-31,34.95000076293945,36.09000015258789,34.470001220703125,34.7599983215332,34.7599983215332,2200500,YETI,0.8127158044912685,0.9464903082431376,1.024165713266664,80019000.0,268327000.0,485242000.0,28971000.0,1014000.0,40423000.0,514213000.0,842000.0,2923000.0,-240104000.0,13528000.0,54293000.0,-94000.0,8791000.0,80051000.0,187338000.0,7777000.0,43638000.0,-94000.0,74097000.0,297013000.0,-105341000.0,59328000.0,284376000.0,145423000.0,68737000.0,,43740000.0,-31722000.0,-151788000.0,-117990000.0,-3395000.0,38345000.0,57763000.0,26401000.0,-2024000.0,45000.0,176068000.0,24777000.0,29583000.0,7675000.0,18376000.0,-20860000.0,-2523000.0,-2135000.0,
