Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Dividends Paid,Other Cashflows From Financing Activities,Other Cashflows From Investing Activities
2018-11-08,16.790000915527344,16.829999923706055,16.280000686645508,16.309999465942383,16.309999465942383,254200,YETI,0.8522378953816316,1.4003679276802603,1.6615574045884192,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-09,16.329999923706055,16.520000457763672,15.359999656677246,16.510000228881836,16.510000228881836,800000,YETI,0.7904300429933243,1.4470017600518488,1.6589944887907169,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-12,16.389999389648438,16.700000762939453,16.209999084472656,16.530000686645508,16.530000686645508,366300,YETI,0.833030846083895,1.4010888617883084,1.6104053075290885,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-13,16.469999313354492,17.170000076293945,16.3799991607666,16.75,16.75,402600,YETI,0.7910447761194029,1.4113432471431906,1.6101492127375814,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-14,16.75,17.170000076293945,16.700000762939453,16.889999389648438,16.889999389648438,322300,YETI,0.8140912076306596,1.448786275762194,1.4706927797648033,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-15,16.610000610351562,17.149999618530273,16.510000228881836,16.889999389648438,16.889999389648438,444500,YETI,0.802841972151128,1.3984607278144516,1.5263470466698528,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-16,16.790000915527344,17.1299991607666,16.75,17.020000457763672,17.020000457763672,410400,YETI,0.7626321500076989,1.3595768958450958,1.4054053720887438,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-19,17.489999771118164,18.1200008392334,17.100000381469727,17.56999969482422,17.56999969482422,2743800,YETI,0.7273762068838243,1.3784860406394446,1.3494592769661324,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-20,18.0,18.25,17.280000686645508,17.479999542236328,17.479999542236328,3055900,YETI,0.7156750890441587,1.3724256521375726,1.3895881894525364,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-21,17.760000228881836,18.1200008392334,16.56999969482422,18.1200008392334,18.1200008392334,2638800,YETI,0.778145680376594,1.384657780934704,1.352097067620032,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-23,18.09000015258789,18.25,17.809999465942383,18.09000015258789,18.09000015258789,853100,YETI,0.7860696598719789,1.3112216204133746,1.3134328373945767,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-26,18.209999084472656,18.479999542236328,17.360000610351562,17.920000076293945,17.920000076293945,1166900,YETI,0.8270089080205607,1.3437499900215435,1.4040178426503376,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-27,18.040000915527344,18.200000762939453,17.56999969482422,18.07999992370605,18.07999992370605,1091200,YETI,0.8207964720801822,1.3285398539338067,1.399889356899639,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-28,18.1200008392334,19.209999084472656,18.040000915527344,19.200000762939453,19.200000762939453,1943400,YETI,0.8421874705081196,1.1765624611948942,1.3479165693952015,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-29,20.25,21.450000762939453,15.949999809265137,16.100000381469727,16.100000381469727,6776500,YETI,0.934161466180044,1.487577651892771,1.622360262133669,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-11-30,16.40999984741211,17.350000381469727,16.25,16.84000015258789,16.84000015258789,2184800,YETI,0.9085510719774924,1.4340854750419358,1.6169833310869508,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-12-03,17.219999313354492,17.399999618530273,16.920000076293945,17.010000228881836,17.010000228881836,1278100,YETI,0.9559082898349084,1.4356260874606237,1.5873015659432983,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-12-04,16.899999618530273,17.299999237060547,16.780000686645508,16.8700008392334,16.8700008392334,958500,YETI,0.9976288729379126,1.5572020836341245,1.5868404935408496,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-12-06,16.479999542236328,16.850000381469727,15.5600004196167,16.829999923706055,16.829999923706055,1034300,YETI,0.99286982532517,1.652406392870528,1.6642899795518176,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-12-07,16.649999618530273,16.989999771118164,15.399999618530272,15.4399995803833,15.4399995803833,859400,YETI,1.058937877319802,1.9294042568094292,1.832253995101795,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-12-10,15.449999809265137,15.5,14.449999809265137,15.130000114440918,15.130000114440918,988200,YETI,1.1050891729601502,1.984137490462469,1.867151340801156,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-12-11,15.390000343322754,15.729999542236328,14.5,14.850000381469728,14.850000381469728,801300,YETI,1.2215487490683212,1.971717167306067,1.9656565511258688,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-12-12,14.949999809265137,15.140000343322754,13.890000343322754,13.899999618530272,13.899999618530272,1176100,YETI,1.262589907820171,2.0258993251965016,1.996402932486855,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-12-13,13.829999923706056,13.899999618530272,12.579999923706056,13.050000190734863,13.050000190734863,1630800,YETI,1.3409961489827802,2.200766198742655,2.115708828108209,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-12-14,13.0,13.949999809265137,12.880000114440918,13.770000457763672,13.770000457763672,812100,YETI,1.3137254576043649,2.078431364401091,2.0058097255662,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
2018-12-17,13.649999618530272,13.779999732971191,13.0600004196167,13.25,13.25,821700,YETI,1.3645282961287586,2.2656604119066923,2.156226392062205,74302000.0,219095000.0,592658000.0,-76231000.0,1011000.0,14180000.0,516427000.0,815000.0,,-296184000.0,12128000.0,54293000.0,43000.0,11015000.0,53650000.0,151898000.0,10004000.0,47050000.0,43000.0,73783000.0,303034000.0,-204826000.0,67152000.0,428632000.0,175098000.0,40342000.0,170000.0,27992000.0,-38722000.0,-65550000.0,-72237000.0,30420000.0,99000.0,15401000.0,32359000.0,-2018000.0,-1000.0,147751000.0,20769000.0,71040000.0,-29909000.0,21893000.0,-42197000.0,-2811000.0,-1957000.0,1416000.0
