Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Liab,Deferred Long Term Asset Charges,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2018-10-25,16.75,17.450000762939453,16.479999542236328,17.0,17.0,9911600,YETI,1.0635294072768264,0.9882352492388558,1.7082353479721968,1.0143747476211535,0.0491546596556728,-0.0618841644739953,0.576686477962723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-26,16.520000457763672,16.829999923706055,15.779999732971191,16.450000762939453,16.450000762939453,2498100,YETI,1.1671732445262577,1.0376899029258146,1.7252278324937522,1.053081568236106,0.1140916762901518,-0.0366628664537287,0.576584122193939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,16.450000762939453,16.690000534057617,15.25,15.40999984741211,15.40999984741211,1630700,YETI,1.0447761545029148,1.1382220044909954,1.8818948920930807,1.055315029975959,-0.0105388754730442,0.053808955900497,0.7225691823173148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,15.630000114440918,15.670000076293944,14.619999885559082,15.260000228881836,15.260000228881836,1135500,YETI,1.1035386566191308,1.1644823192159122,1.876802028838961,1.039498234163286,0.0640404224558448,0.105224787822943,0.7743048686679801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,15.289999961853027,16.510000228881836,15.289999961853027,15.93000030517578,15.93000030517578,1819200,YETI,1.067796604081367,1.1092278554792512,1.7947269055166797,1.0407634740694096,0.0270331300119572,0.067707915618383,0.6920100334862105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,16.09000015258789,16.3799991607666,15.75,16.15999984741211,16.15999984741211,708600,YETI,1.0439357053542913,1.1089109062809606,1.7394802522138106,0.9864869819371144,0.0574487234171768,0.0837350873960542,0.6518817390508784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-02,16.25,16.549999237060547,16.010000228881836,16.5,16.5,711700,YETI,1.0199999953761243,1.079999981504498,1.6666666666666667,0.988961756405294,0.0310382389708302,0.0484501076778058,0.5659745140542116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,16.65999984741211,17.149999618530273,16.5,17.010000228881836,17.010000228881836,525500,YETI,0.9077013152631956,1.0864197115564134,1.5061728685771774,0.9641545570690644,-0.0564532418058686,0.0440289206563861,0.4167051323305837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,17.0,17.440000534057617,16.709999084472656,17.200000762939453,17.200000762939453,704400,YETI,0.8796511304256026,1.0848836639367183,1.4726743488456215,0.9564908430667262,-0.0768397126411235,0.0442081035809698,0.3970275241644667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,17.06999969482422,17.299999237060547,16.559999465942383,16.649999618530273,16.649999618530273,465600,YETI,0.8918919352372072,1.3153153225395346,1.6444444317160585,0.938443196526784,-0.0465512612895766,0.2930047933565898,0.574897355231192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-08,16.790000915527344,16.829999923706055,16.280000686645508,16.309999465942383,16.309999465942383,254200,YETI,0.8522378953816316,1.4003679276802603,1.6615574045884192,0.9476590583772034,-0.0954211629955718,0.3644884787571489,0.5936071247649084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-09,16.329999923706055,16.520000457763672,15.359999656677246,16.510000228881836,16.510000228881836,800000,YETI,0.7904300429933243,1.4470017600518488,1.6589944887907169,0.9499672718524812,-0.1595372288591567,0.3974877613857221,0.5946252811646886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-12,16.389999389648438,16.700000762939453,16.209999084472656,16.530000686645508,16.530000686645508,366300,YETI,0.833030846083895,1.4010888617883084,1.6104053075290885,0.9554368959668008,-0.1224060498829059,0.3287525712110293,0.5213074502275163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-13,16.469999313354492,17.170000076293945,16.3799991607666,16.75,16.75,402600,YETI,0.7910447761194029,1.4113432471431906,1.6101492127375814,0.9321128663785744,-0.1410680902591714,0.3424371215233113,0.5297269144506924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14,16.75,17.170000076293945,16.700000762939453,16.889999389648438,16.889999389648438,322300,YETI,0.8140912076306596,1.448786275762194,1.4706927797648033,0.9389238595591888,-0.1248326519285291,0.3626728330875599,0.3911792765776989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-15,16.610000610351562,17.149999618530273,16.510000228881836,16.889999389648438,16.889999389648438,444500,YETI,0.802841972151128,1.3984607278144516,1.5263470466698528,0.9146569716831342,-0.1118149995320062,0.3244625396411471,0.4575772751858598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-16,16.790000915527344,17.1299991607666,16.75,17.020000457763672,17.020000457763672,410400,YETI,0.7626321500076989,1.3595768958450958,1.4054053720887438,0.8964348880940413,-0.1338027380863423,0.2923295745418666,0.3513350320411865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-19,17.489999771118164,18.1200008392334,17.100000381469727,17.56999969482422,17.56999969482422,2743800,YETI,0.7273762068838243,1.3784860406394446,1.3494592769661324,0.8957911154576635,-0.1684149085738392,0.2836691429767137,0.2692556384207871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-20,18.0,18.25,17.280000686645508,17.479999542236328,17.479999542236328,3055900,YETI,0.7156750890441587,1.3724256521375726,1.3895881894525364,0.8879637982276005,-0.1722887091834418,0.2636287134814155,0.2650525225410496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-21,17.760000228881836,18.1200008392334,16.56999969482422,18.1200008392334,18.1200008392334,2638800,YETI,0.778145680376594,1.384657780934704,1.352097067620032,0.9212998027107722,-0.1431541223341781,0.2796914947041287,0.2309083991588547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-23,18.09000015258789,18.25,17.809999465942383,18.09000015258789,18.09000015258789,853100,YETI,0.7860696598719789,1.3112216204133746,1.3134328373945767,0.929240887735936,-0.1431712278639572,0.2132115652054333,0.1862303763629147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-26,18.209999084472656,18.479999542236328,17.360000610351562,17.920000076293945,17.920000076293945,1166900,YETI,0.8270089080205607,1.3437499900215435,1.4040178426503376,0.914613401743324,-0.0876044937227633,0.2658256325846293,0.2859353851135302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-27,18.040000915527344,18.200000762939453,17.56999969482422,18.07999992370605,18.07999992370605,1091200,YETI,0.8207964720801822,1.3285398539338067,1.399889356899639,0.926901793334764,-0.1061053212545818,0.2577755899291505,0.2718916686807713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-28,18.1200008392334,19.209999084472656,18.040000915527344,19.200000762939453,19.200000762939453,1943400,YETI,0.8421874705081196,1.1765624611948942,1.3479165693952015,0.9053221834064322,-0.0631347128983126,0.1368778129110215,0.2479937844741317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-29,20.25,21.450000762939453,15.949999809265137,16.100000381469727,16.100000381469727,6776500,YETI,0.934161466180044,1.487577651892771,1.622360262133669,0.8896719965366943,0.0444894696433497,0.4482369752367678,0.5209109643097036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-30,16.40999984741211,17.350000381469727,16.25,16.84000015258789,16.84000015258789,2184800,YETI,0.9085510719774924,1.4340854750419358,1.6169833310869508,0.914333965059734,-0.0057828930822416,0.3863184617159485,0.515986219475133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-03,17.219999313354492,17.399999618530273,16.920000076293945,17.010000228881836,17.010000228881836,1278100,YETI,0.9559082898349084,1.4356260874606237,1.5873015659432983,0.9162245864028972,0.0396837034320111,0.397535431440406,0.5046998223691717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
