,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,5514000000.0,4896000000.0,5190000000.0,5007000000.0
Capital Surplus,34977000000.0,34898000000.0,35360000000.0,35843000000.0
Total Liab,460984000000.0,453628000000.0,449661000000.0,438316000000.0
Total Stockholder Equity,62227000000.0,61663000000.0,60752000000.0,62759000000.0
Total Assets,529884000000.0,521964000000.0,517537000000.0,509228000000.0
Common Stock,6674000000.0,6674000000.0,6724000000.0,6745000000.0
Retained Earnings,22114000000.0,21139000000.0,20184000000.0,19455000000.0
Other Liab,12064000000.0,9412000000.0,7941000000.0,9099000000.0
Good Will,24891000000.0,24374000000.0,24356000000.0,24447000000.0
Treasury Stock,-1538000000.0,-1048000000.0,-1516000000.0,716000000.0
Other Assets,316004000000.0,293668000000.0,298006000000.0,305623000000.0
Cash,19827000000.0,26557000000.0,32132000000.0,18868000000.0
Total Current Liabilities,411083000000.0,405005000000.0,402155000000.0,388095000000.0
Other Stockholder Equity,-1538000000.0,-1048000000.0,-1516000000.0,716000000.0
Property Plant Equipment,3719000000.0,6492000000.0,6934000000.0,7013000000.0
Total Current Assets,28718000000.0,45798000000.0,52633000000.0,39447000000.0
Long Term Investments,151038000000.0,146736000000.0,130418000000.0,127691000000.0
Net Tangible Assets,34406000000.0,34624000000.0,33571000000.0,35328000000.0
Short Term Investments,1919000000.0,1242000000.0,1349000000.0,1745000000.0
Long Term Debt,37837000000.0,37436000000.0,37715000000.0,39555000000.0
Accounts Payable,405857000000.0,398279000000.0,395562000000.0,381077000000.0
Other Current Assets,,4883000000.0,7627000000.0,7993000000.0
Short Long Term Debt,,500000000.0,,
Net Receivables,,2809000000.0,2252000000.0,1833000000.0
Inventory,,54000000.0,56000000.0,52000000.0
Minority Interest,,,,105000000.0
