Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures
2017-09-29,53.40999984741211,53.68999862670898,52.5,53.31999969482422,53.31999969482422,1022600,CRUS,1.0502625716525638,1.010127549111366,0.7241185452238373,1.0206479989635429,0.0296145726890209,-0.08013283961108,-0.3651746537673656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,52.869998931884766,55.04999923706055,52.869998931884766,55.02999877929688,55.02999877929688,1465500,CRUS,1.0125386599438893,0.9792840375261406,0.7236053167023712,1.012478214064533,6.044587935627455e-05,-0.109423518235259,-0.3655255617745626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,55.060001373291016,55.310001373291016,53.869998931884766,54.470001220703125,54.470001220703125,957400,CRUS,1.040205591658342,0.986230953126637,0.7211308591703725,1.0113391723313174,0.0288664193270244,-0.103732421878265,-0.3606697830501997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,54.34000015258789,55.18999862670898,54.25,54.77000045776367,54.77000045776367,852600,CRUS,1.0301259393352398,0.9678655811298064,0.7215629017246373,1.0126829906128405,0.0174429487223992,-0.12061810589176,-0.3683964648720267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,54.5,55.0,53.630001068115234,54.040000915527344,54.040000915527344,954600,CRUS,1.0666172911386222,0.952442641538043,0.7327904848858505,1.0121464877707815,0.0544708033678407,-0.1303578341450696,-0.3651312638854086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,53.77000045776367,54.790000915527344,53.65999984741211,54.29999923706055,54.29999923706055,649100,CRUS,1.0467771814220166,0.963904252080819,0.7178637217297031,1.0081446760609294,0.0386325053610872,-0.1310389707462171,-0.3827093447060604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,54.84999847412109,54.84999847412109,54.13999938964844,54.369998931884766,54.369998931884766,531300,CRUS,1.058304249511095,0.9718595032305652,0.6941328383277664,1.0143616235707735,0.0439426259403215,-0.1318559217220873,-0.4043493078489305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,54.77000045776367,54.79999923706055,54.130001068115234,54.61000061035156,54.61000061035156,608800,CRUS,1.0459622467218472,0.9743636420027152,0.6724043363907726,1.008797349947511,0.0371648967743363,-0.1184870341412304,-0.416892976303183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,54.5099983215332,55.09999847412109,54.27000045776367,55.02000045776367,55.02000045776367,520000,CRUS,1.0303525655225556,0.9812795570569368,0.6552162656693264,1.0091988628593096,0.021153702663246,-0.1199526506857695,-0.4328807845236672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,55.02000045776367,55.15999984741211,54.45000076293945,54.560001373291016,54.560001373291016,367200,CRUS,1.0247433731697442,1.0043987877149692,0.6501099766846212,1.0112728774332036,0.0134704957365405,-0.0942861381083834,-0.4259251242805082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,54.880001068115234,54.93999862670898,54.400001525878906,54.47999954223633,54.47999954223633,447700,CRUS,1.0227606771087705,0.968428758532392,0.649045537948991,1.0098252549340063,0.0129354221747639,-0.139820739854883,-0.427845065894626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,54.86000061035156,54.97999954223633,53.560001373291016,53.81999969482422,53.81999969482422,654100,CRUS,1.017837218318769,0.9587513706188924,0.6711259594332247,1.0047827275420922,0.0130544907766767,-0.1563103945228152,-0.4144680379269817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,53.83000183105469,54.91999816894531,53.18999862670898,54.83000183105469,54.83000183105469,703200,CRUS,1.0078423577625155,0.9436439896152298,0.6604048490832621,1.016827126331923,-0.0089847685694075,-0.1773517805540865,-0.4265334372315381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,54.7400016784668,55.52999877929688,54.41999816894531,55.400001525878906,55.400001525878906,744100,CRUS,1.006678680897002,0.932310471178448,0.658303253000218,1.016900814218988,-0.0102221333219858,-0.1842732529188584,-0.4176920914244373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,54.25,54.36000061035156,52.540000915527344,53.310001373291016,53.310001373291016,1142800,CRUS,1.0545863772734785,0.9489776561501668,0.710748422689627,1.0195478153138224,0.035038561959656,-0.1675732461890346,-0.3670851186281971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,54.0,54.20000076293945,52.72999954223633,52.93999862670898,52.93999862670898,787300,CRUS,1.0753683751788727,0.9699659955830504,0.7242161153597918,1.0187296628598663,0.0566387123190064,-0.1469595301944941,-0.3412578938646723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,53.380001068115234,53.59999847412109,52.869998931884766,53.31999969482422,53.31999969482422,998900,CRUS,1.0587021959120353,0.9606151821804128,0.7079895014265051,1.0231439317955078,0.0355582641165275,-0.1536229707842693,-0.3604676504390834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,53.52999877929688,53.970001220703125,53.369998931884766,53.59999847412109,53.59999847412109,478100,CRUS,1.0535448288859135,0.9397388127950076,0.7330224260080375,1.023176662025299,0.0303681668606141,-0.1610540710513869,-0.3463583942898157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,53.369998931884766,53.93000030517578,52.970001220703125,53.43999862670898,53.43999862670898,741800,CRUS,1.0391092852974613,0.9275823534555528,0.7232410651029073,1.028738706809164,0.0103705784882972,-0.1806314680990127,-0.3705801971823972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,53.2400016784668,54.630001068115234,53.130001068115234,54.2599983215332,54.2599983215332,673000,CRUS,1.0197199325952957,0.9353114922574508,0.7171028575570484,1.0357335667629224,-0.0160136341676266,-0.1690570384299905,-0.3739191767638128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,54.720001220703125,57.119998931884766,54.18999862670898,57.02000045776367,57.02000045776367,1547200,CRUS,0.9654506979149824,0.8198877520990033,0.6839705311628049,1.0327543330408862,-0.0673036351259037,-0.2585312014970373,-0.4121582675722647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,57.27999877929688,58.68999862670898,56.16999816894531,56.310001373291016,56.310001373291016,1472700,CRUS,0.9809980524111346,0.7971940737856327,0.7052033052037523,1.0448229351223306,-0.063824882711196,-0.248916859786846,-0.4051861871911146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,56.470001220703125,56.810001373291016,55.70000076293945,56.0,56.0,716400,CRUS,0.9492857115609306,0.7750000272478376,0.6949999673025948,1.0378093145840102,-0.0885236030230796,-0.2786563411666537,-0.4125799838258286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,56.400001525878906,56.54999923706055,55.27999877929688,55.720001220703125,55.720001220703125,814500,CRUS,0.9176238325191844,0.7559224337603713,0.7058506993794066,1.0388512590749122,-0.1212274265557277,-0.2986615845914785,-0.4035919068796619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,55.79999923706055,56.79999923706055,55.0,56.65999984741211,56.65999984741211,1630500,CRUS,0.8895164430216792,0.7107306841901265,0.6861983969788351,1.0310647944789963,-0.1415483514573171,-0.3073156579298729,-0.418303614306747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,58.79999923706055,58.79999923706055,55.310001373291016,56.41999816894531,56.41999816894531,2086000,CRUS,0.8810705547281288,0.7511521170421098,0.6937256409056721,1.0262436118253355,-0.1451730570972069,-0.2744842885256426,-0.414084677783694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,56.61000061035156,57.9900016784668,56.040000915527344,57.63999938964844,57.63999938964844,1065800,CRUS,0.8646773192287481,0.7385496208466192,0.6788688668019415,1.0311845275729687,-0.1665072083442206,-0.2975613083558251,-0.4268594175341652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,57.09999847412109,57.4900016784668,55.84000015258789,56.84000015258789,56.84000015258789,841400,CRUS,0.8793103344135155,0.741555267641213,0.6695988963954668,1.0414917955670933,-0.1621814611535778,-0.304354542386453,-0.4422274626996033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,56.66999816894531,57.630001068115234,56.61000061035156,57.540000915527344,57.540000915527344,605900,CRUS,0.8724365652450455,0.734966983709506,0.6750086815189257,1.0390384642435906,-0.166601898998545,-0.3260377793882326,-0.439644623882426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,57.02000045776367,57.619998931884766,56.290000915527344,57.119998931884766,57.119998931884766,880900,CRUS,0.8821778769593149,0.7450980771908547,0.6782213305827264,1.0401272810196784,-0.1579494040603635,-0.3304767755432375,-0.434457662243597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,57.18999862670898,57.54999923706055,56.43000030517578,56.68999862670898,56.68999862670898,646200,CRUS,0.8782854493150267,0.7368142788785342,0.6789557701688245,1.0393664161720684,-0.1610809668570416,-0.3390789697618835,-0.4343821901861036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
