,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,315300000.0,335100000.0,266700000.0,151900000.0
Capital Surplus,7042800000.0,7110900000.0,7156900000.0,7214800000.0
Total Liab,4382500000.0,4281500000.0,4834800000.0,4133900000.0
Total Stockholder Equity,4340900000.0,4429600000.0,4543500000.0,4560800000.0
Other Current Liab,942800000.0,953600000.0,948500000.0,786100000.0
Total Assets,8723400000.0,8711100000.0,9378300000.0,8694700000.0
Other Current Assets,51900000.0,53500000.0,60100000.0,79600000.0
Retained Earnings,-2757800000.0,-2762600000.0,-2669000000.0,-2669200000.0
Other Liab,836500000.0,823300000.0,804400000.0,759000000.0
Good Will,3754100000.0,3753300000.0,3669600000.0,3337100000.0
Treasury Stock,55900000.0,81300000.0,55600000.0,15200000.0
Other Assets,302500000.0,286000000.0,278200000.0,248100000.0
Cash,986700000.0,989100000.0,1361900000.0,1341500000.0
Total Current Liabilities,1690900000.0,1607700000.0,2161100000.0,1501600000.0
Other Stockholder Equity,55900000.0,81300000.0,55600000.0,15200000.0
Property Plant Equipment,906000000.0,929400000.0,946900000.0,941300000.0
Total Current Assets,2646100000.0,2600300000.0,3271200000.0,3038500000.0
Long Term Investments,799400000.0,807000000.0,945700000.0,977800000.0
Net Tangible Assets,271500000.0,341200000.0,607200000.0,1071800000.0
Short Term Investments,345900000.0,304300000.0,422000000.0,506500000.0
Net Receivables,768300000.0,758900000.0,964100000.0,754000000.0
Long Term Debt,1694400000.0,1686500000.0,1705800000.0,1714100000.0
Inventory,211500000.0,247100000.0,210200000.0,166400000.0
Accounts Payable,259800000.0,244800000.0,277000000.0,269600000.0
Short Long Term Debt,,,421500000.0,
