,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,79075000.0,-15472000.0,-13750000.0,3907000.0
Total Cashflows From Investing Activities,-90894000.0,-139126000.0,-152112000.0,-130163000.0
Net Borrowings,356997000.0,167250000.0,82000000.0,363839000.0
Total Cash From Financing Activities,266721000.0,-143007000.0,-293482000.0,-376876000.0
Change To Operating Activities,44661000.0,-6283000.0,6042000.0,-4993000.0
Issuance Of Stock,3528000.0,19627000.0,43705000.0,62502000.0
Net Income,-423380000.0,179065000.0,275996000.0,273816000.0
Change In Cash,-16419000.0,129571000.0,-32888000.0,-59889000.0
Repurchase Of Stock,-54000.0,-52000.0,-110990000.0,-499442000.0
Effect Of Exchange Rate,-1366000.0,1131000.0,-426000.0,2083000.0
Total Cash From Operating Activities,-190880000.0,410573000.0,413132000.0,445067000.0
Depreciation,120173000.0,118230000.0,115693000.0,111671000.0
Other Cashflows From Investing Activities,2514000.0,3737000.0,2500000.0,4449000.0
Dividends Paid,-22499000.0,-278951000.0,-267044000.0,-227101000.0
Change To Inventory,-19452000.0,-14709000.0,-3769000.0,-1847000.0
Change To Account Receivables,71654000.0,7725000.0,-39193000.0,-3108000.0
Other Cashflows From Financing Activities,-71251000.0,-50881000.0,-41153000.0,-76674000.0
Change To Netincome,-70146000.0,138454000.0,68134000.0,61560000.0
Capital Expenditures,-100878000.0,-143913000.0,-135624000.0,-135219000.0
