Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Other Current Assets,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,61.0,61.65999984741211,60.11000061035156,60.93999862670898,53.40773391723633,13781900,SIX,1.030357736075032,1.0797772682251665,1.039538897027874,1.0206479989635429,0.0097097371114891,-0.0104831204972795,-0.0497543019633288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,60.47999954223633,60.90999984741211,60.369998931884766,60.66999816894531,53.17111206054688,1380300,SIX,1.0398878988883156,1.0949149577773427,1.0451768513198847,1.012478214064533,0.0274096848237825,0.006207402015943,-0.0439540271570491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,60.52999877929688,61.130001068115234,60.38999938964844,61.06999969482422,53.52167892456055,1079300,SIX,1.051907406402974,1.0930414107608009,1.033473346102285,1.0113391723313174,0.0405682340716566,0.0030780357558988,-0.0483272961182872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,61.119998931884766,62.11000061035156,61.119998931884766,61.83000183105469,54.18773651123047,1135000,SIX,1.0318615500609294,1.077480096782891,1.012829083301009,1.0126829906128405,0.0191785594480888,-0.0110035902386753,-0.077130283295655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,61.619998931884766,62.25,61.04999923706055,61.22999954223633,53.661895751953125,1104400,SIX,1.044422805368311,1.0855616463441335,1.0207490589418862,1.0121464877707815,0.0322763175975293,0.0027611706610208,-0.0771726898293729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,61.0,61.16999816894531,59.93999862670898,60.16999816894531,52.732906341552734,1645500,SIX,1.0683065175064554,1.1288834360621298,1.0526718951591172,1.0081446760609294,0.060161841445526,0.0339402132350936,-0.0479011712766463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,60.16999816894531,61.41999816894531,60.09999847412109,61.27999877929688,53.70571517944336,924800,SIX,1.056135926852547,1.121469978153416,1.0302656558013346,1.0143616235707735,0.0417743032817734,0.0177545532007634,-0.0682164903753623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,61.630001068115234,62.15999984741211,60.72999954223633,60.91999816894531,53.39020919799805,1050200,SIX,1.0686146958653602,1.1115000418336112,1.0296375594521348,1.008797349947511,0.0598173459178492,0.0186493656896655,-0.0596597532418208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,60.790000915527344,61.27999877929688,60.790000915527344,61.150001525878906,53.5917854309082,918900,SIX,1.0577268535704027,1.1126105390758547,1.0174007466136703,1.0091988628593096,0.0485279907110931,0.0113783313331483,-0.0706963035793233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,61.0,61.900001525878906,60.790000915527344,61.369998931884766,53.78459548950195,811100,SIX,1.0547497753258688,1.1079628795992769,0.9860844244210832,1.0112728774332036,0.0434768978926651,0.0092779537759242,-0.0899506765440462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
