,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,2993000000.0,3095000000.0,3196000000.0,2468000000.0
Capital Surplus,518000000.0,511000000.0,499000000.0,470000000.0
Total Liab,15145000000.0,14620000000.0,14739000000.0,14435000000.0
Total Stockholder Equity,9291000000.0,9130000000.0,8895000000.0,8405000000.0
Minority Interest,48000000.0,50000000.0,44000000.0,42000000.0
Other Current Liab,929000000.0,901000000.0,853000000.0,756000000.0
Total Assets,24484000000.0,23800000000.0,23678000000.0,22882000000.0
Common Stock,477000000.0,477000000.0,477000000.0,477000000.0
Other Current Assets,538000000.0,377000000.0,316000000.0,303000000.0
Retained Earnings,25678000000.0,25354000000.0,25096000000.0,24955000000.0
Other Liab,2274000000.0,2114000000.0,2073000000.0,1951000000.0
Good Will,7777000000.0,7787000000.0,7832000000.0,6734000000.0
Treasury Stock,-17382000000.0,-17212000000.0,-17177000000.0,-17497000000.0
Other Assets,781000000.0,771000000.0,742000000.0,678000000.0
Cash,2860000000.0,2342000000.0,2197000000.0,3315000000.0
Total Current Liabilities,6670000000.0,6294000000.0,6376000000.0,5785000000.0
Deferred Long Term Asset Charges,110000000.0,108000000.0,102000000.0,99000000.0
Other Stockholder Equity,-1307000000.0,-1322000000.0,-1330000000.0,-1577000000.0
Property Plant Equipment,4167000000.0,4186000000.0,4227000000.0,4196000000.0
Total Current Assets,8766000000.0,7961000000.0,7681000000.0,8806000000.0
Net Tangible Assets,-1479000000.0,-1752000000.0,-2133000000.0,-797000000.0
Net Receivables,3254000000.0,3226000000.0,3155000000.0,3260000000.0
Long Term Debt,5835000000.0,5823000000.0,5892000000.0,6326000000.0
Inventory,2114000000.0,2016000000.0,2013000000.0,1928000000.0
Accounts Payable,1966000000.0,1797000000.0,1694000000.0,1715000000.0
Short Long Term Debt,,,,322000000.0
