,2021-06-25,2021-03-26,2020-12-25,2020-09-25
Intangible Assets,129214000.0,136944000.0,144688000.0,152431000.0
Total Liab,507322000.0,512070000.0,525637000.0,478920000.0
Total Stockholder Equity,2621515000.0,2587931000.0,2565162000.0,2432643000.0
Minority Interest,6299000.0,6289000.0,6055000.0,5762000.0
Other Current Liab,128149000.0,131473000.0,155054000.0,104278000.0
Total Assets,3135136000.0,3106290000.0,3096854000.0,2917325000.0
Common Stock,100000.0,100000.0,100000.0,99000.0
Other Current Assets,32206000.0,36153000.0,42075000.0,43241000.0
Retained Earnings,2626447000.0,2591870000.0,2565670000.0,2443138000.0
Other Liab,137390000.0,141928000.0,144962000.0,146496000.0
Good Will,338385000.0,338235000.0,338713000.0,336945000.0
Treasury Stock,-5032000.0,-4039000.0,-608000.0,-10594000.0
Other Assets,230460000.0,223097000.0,220435000.0,210126000.0
Cash,1219648000.0,1104570000.0,1110024000.0,1071876000.0
Total Current Liabilities,308965000.0,308977000.0,316419000.0,267109000.0
Deferred Long Term Asset Charges,145104000.0,135551000.0,133610000.0,118881000.0
Other Stockholder Equity,-5032000.0,-4039000.0,-608000.0,-10594000.0
Property Plant Equipment,610046000.0,614678000.0,619010000.0,618478000.0
Total Current Assets,1772876000.0,1751148000.0,1724671000.0,1547196000.0
Long Term Investments,54155000.0,42188000.0,49337000.0,52149000.0
Net Tangible Assets,2153916000.0,2112752000.0,2081761000.0,1943267000.0
Short Term Investments,48277000.0,58582000.0,52261000.0,46948000.0
Net Receivables,441664000.0,516884000.0,481487000.0,341697000.0
Inventory,12143000.0,14881000.0,20108000.0,25550000.0
Accounts Payable,12187000.0,8385000.0,13631000.0,12617000.0
