,2021-01-31,2020-01-31,2019-01-31,2018-01-31
Investments,-1446778000.0,-459674000.0,-9269000.0,-103619000.0
Change To Liabilities,669205000.0,104256000.0,72343000.0,32750000.0
Total Cashflows From Investing Activities,-1562420000.0,-499468000.0,-39719000.0,-113357000.0
Total Cash From Financing Activities,2050277000.0,615690000.0,17534000.0,-3997000.0
Change To Operating Activities,-130314000.0,-51800000.0,-26333000.0,-15902000.0
Issuance Of Stock,2050277000.0,615690000.0,3565000.0,733000.0
Net Income,672316000.0,25305000.0,7584000.0,-3822000.0
Change In Cash,1959034000.0,268114000.0,29147000.0,-97928000.0
Total Cash From Operating Activities,1471177000.0,151892000.0,51332000.0,19426000.0
Depreciation,28857000.0,16449000.0,7008000.0,2786000.0
Other Cashflows From Investing Activities,-3341000.0,-1569000.0,-1569000.0,-1569000.0
Change To Account Receivables,-219039000.0,-64715000.0,-41040000.0,-16560000.0
Change To Netincome,345846000.0,85296000.0,10931000.0,11151000.0
Capital Expenditures,-79972000.0,-38084000.0,-28432000.0,-9738000.0
Net Borrowings,,,14908000.0,-120000.0
Other Cashflows From Financing Activities,,,-939000.0,-939000.0
