Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Liab,Deferred Long Term Asset Charges,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2017-09-29,62.290000915527344,62.77000045776367,62.150001525878906,62.75,59.993778228759766,1579100,BAX,1.0274103613725916,1.0928820604095797,1.0399013569585929,1.0206479989635429,0.0067623624090487,0.0026216716871336,-0.04939184203261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,62.91999816894531,63.400001525878906,62.900001525878906,63.15999984741211,60.3857650756836,1811600,BAX,1.0164661941307278,1.0980087766300524,1.0463557073427363,1.012478214064533,0.0039879800661948,0.0093012208686527,-0.0427751711341974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,62.970001220703125,63.119998931884766,62.45000076293945,62.619998931884766,59.86948394775391,1648800,BAX,1.023155609513849,1.1090784715541682,1.054576573874062,1.0113391723313174,0.0118164371825315,0.0191150965492661,-0.0272240683465101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,62.7400016784668,63.0099983215332,62.61000061035156,62.900001525878906,60.13718795776367,1902800,BAX,1.03179629705867,1.1057350445171374,1.058987657348555,1.0126829906128405,0.0191133064458295,0.017251357495571,-0.0309717092481089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,62.7400016784668,62.88999938964844,62.54999923706055,62.709999084472656,59.95553588867188,1792300,BAX,1.0263114729899832,1.0938986767435788,1.0713299701774843,1.0121464877707815,0.0141649852192016,0.0110982010604661,-0.0265917785937748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,62.619998931884766,63.09000015258789,62.41999816894531,62.90999984741211,60.14674377441406,2513100,BAX,1.0224130512710383,1.0908991046423986,1.0736741322505052,1.0081446760609294,0.0142683752101089,-0.0040441181846375,-0.0268989341852583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,63.04999923706055,63.04999923706055,61.11000061035156,61.45000076293945,58.75087356567383,2610200,BAX,1.0579332543740616,1.1148604175950312,1.0952595932690652,1.0143616235707735,0.043571630803288,0.0111449926423785,-0.0032225529076317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,61.369998931884766,61.7599983215332,60.77999877929688,61.709999084472656,58.99945068359375,2264700,BAX,1.0596340365200534,1.099279390511738,1.0917845397544297,1.008797349947511,0.0508366865725424,0.0064287143677923,0.0024872270604741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,61.72999954223633,62.15999984741211,61.619998931884766,62.0099983215332,59.286277770996094,2280900,BAX,1.032736648654297,1.1025290798043077,1.088608710770141,1.0091988628593096,0.0235377857949874,0.0012968720616013,0.0005116605771473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,62.0099983215332,62.58000183105469,61.869998931884766,62.52999877929688,59.78343200683594,1460000,BAX,1.03006578411712,1.1093921924304109,1.0630046143829184,1.0112728774332036,0.0187929066839163,0.0107072666070582,-0.013030486582211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,62.59000015258789,62.869998931884766,62.290000915527344,62.81999969482422,60.06069946289063,2837100,BAX,1.0261062366207687,1.117196602354897,1.064015286049422,1.0098252549340063,0.0162809816867621,0.0089471039676218,-0.0128753177941949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,62.900001525878906,63.709999084472656,62.900001525878906,63.650001525878906,60.85424423217773,2715100,BAX,1.0120973573231908,1.105620628644592,1.104921055064778,1.0047827275420922,0.0073146297810986,-0.0094411364971156,0.0193270577045714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
