Unnamed: 0,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Capital Surplus,1005785000.0,1111435000.0,946267000.0,916632000.0
Total Liab,695496000.0,575457000.0,124012000.0,261117000.0
Total Stockholder Equity,372134000.0,476526000.0,307037000.0,267822000.0
Other Current Liab,57784000.0,17826000.0,53128000.0,46615000.0
Total Assets,1067630000.0,1051983000.0,431049000.0,528939000.0
Other Current Assets,11430000.0,15267000.0,920000.0,801000.0
Retained Earnings,-631703000.0,-631077000.0,-635994000.0,-645278000.0
Other Liab,12717000.0,17607000.0,15598000.0,12821000.0
Treasury Stock,-1948000.0,-3832000.0,-3236000.0,-3532000.0
Other Assets,10788000.0,10908000.0,11039000.0,4860000.0
Cash,314547000.0,234674000.0,234461000.0,196784000.0
Total Current Liabilities,110487000.0,113612000.0,95334000.0,85121000.0
Other Stockholder Equity,-1948000.0,-3832000.0,-3236000.0,-3532000.0
Property Plant Equipment,41606000.0,41634000.0,36525000.0,36298000.0
Total Current Assets,1015236000.0,999441000.0,383485000.0,487781000.0
Net Tangible Assets,372134000.0,476526000.0,307037000.0,267822000.0
Short Term Investments,549855000.0,607902000.0,,149930000.0
Net Receivables,111436000.0,110057000.0,121625000.0,114130000.0
Long Term Debt,559584000.0,429945000.0,,149507000.0
Inventory,27968000.0,27422000.0,26479000.0,26136000.0
Accounts Payable,52703000.0,53647000.0,42206000.0,38506000.0
Investments,58152000.0,-607879000.0,150000000.0,150000000.0
Change To Liabilities,-2626000.0,17496000.0,9908000.0,405000.0
Total Cashflows From Investing Activities,54171000.0,-613638000.0,147218000.0,-3315000.0
Net Borrowings,-6000.0,558433000.0,-150007000.0,-7000.0
Total Cash From Financing Activities,7955000.0,570854000.0,-140493000.0,5345000.0
Change To Operating Activities,-2962000.0,1679000.0,-3268000.0,-123000.0
Issuance Of Stock,7961000.0,12421000.0,9514000.0,5352000.0
Net Income,-4128000.0,4917000.0,9284000.0,1655000.0
Change In Cash,79804000.0,10792000.0,37796000.0,14880000.0
Effect Of Exchange Rate,-102000.0,95000.0,102000.0,109000.0
Total Cash From Operating Activities,17780000.0,53481000.0,30969000.0,12741000.0
Depreciation,2370000.0,1075000.0,2188000.0,2601000.0
Change To Inventory,-1296000.0,-489000.0,-55000.0,-3539000.0
Change To Account Receivables,4624000.0,3202000.0,-7678000.0,-6160000.0
Change To Netincome,21798000.0,19689000.0,20590000.0,17902000.0
Capital Expenditures,-3981000.0,-5759000.0,-2782000.0,-3315000.0
