,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-131879000.0,-274058000.0,-293350000.0,-429321000.0
Change To Liabilities,-9802000.0,-13546000.0,-27972000.0,-28160000.0
Total Cashflows From Investing Activities,-132843000.0,-274499000.0,-294447000.0,-430593000.0
Total Cash From Financing Activities,-20359000.0,-27448000.0,-21139000.0,359282000.0
Change To Operating Activities,30819000.0,5882000.0,41646000.0,-27000.0
Net Income,153051000.0,150021000.0,151430000.0,130811000.0
Change In Cash,-1813000.0,-103914000.0,-92130000.0,17417000.0
Total Cash From Operating Activities,151389000.0,198033000.0,223456000.0,88728000.0
Depreciation,15050000.0,17422000.0,17152000.0,15203000.0
Dividends Paid,-20359000.0,-20827000.0,-20316000.0,-20319000.0
Change To Account Receivables,-1530000.0,937000.0,-2073000.0,57000.0
Change To Netincome,2055000.0,420000.0,-3853000.0,38070000.0
Capital Expenditures,-964000.0,-441000.0,-1097000.0,-1272000.0
Repurchase Of Stock,,-6621000.0,-6621000.0,-41000.0
Other Cashflows From Financing Activities,,,-823000.0,-44481000.0
Net Borrowings,,,,424123000.0
