,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-62939000.0,-42248000.0,-46209000.0,-26920000.0
Total Cash From Financing Activities,-547351000.0,-444050000.0,-726104000.0,-318508000.0
Change To Operating Activities,-249846000.0,-167185000.0,-136828000.0,-25718000.0
Net Income,402461000.0,286500000.0,527125000.0,253583000.0
Change In Cash,113268000.0,163674000.0,-162921000.0,847323000.0
Repurchase Of Stock,-95227000.0,-494687000.0,-552872000.0,-306741000.0
Effect Of Exchange Rate,147627000.0,-27981000.0,-89646000.0,163636000.0
Total Cash From Operating Activities,575931000.0,677953000.0,699038000.0,1029115000.0
Depreciation,36890000.0,37812000.0,37138000.0,34430000.0
Dividends Paid,-196598000.0,-200685000.0,-205338000.0,-195635000.0
Change To Account Receivables,-72154000.0,35692000.0,-131637000.0,95976000.0
Other Cashflows From Financing Activities,-255526000.0,69275000.0,-49020000.0,329683000.0
Change To Netincome,111654000.0,119313000.0,31806000.0,311463000.0
Capital Expenditures,-64286000.0,-42757000.0,-49593000.0,-27670000.0
Net Borrowings,,236286000.0,235427000.0,235427000.0
