,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Intangible Assets,3500000000.0,3506000000.0,3564000000.0,3567000000.0
1,Capital Surplus,7906000000.0,7993000000.0,8078000000.0,8164000000.0
2,Total Liab,10609000000.0,10479000000.0,10800000000.0,10970000000.0
3,Total Stockholder Equity,3986000000.0,3836000000.0,3874000000.0,3726000000.0
4,Minority Interest,25000000.0,25000000.0,26000000.0,24000000.0
5,Other Current Liab,112000000.0,97000000.0,102000000.0,82000000.0
6,Total Assets,14620000000.0,14340000000.0,14700000000.0,14720000000.0
7,Common Stock,450000000.0,450000000.0,448000000.0,448000000.0
8,Other Current Assets,23000000.0,23000000.0,61000000.0,
9,Retained Earnings,-2888000000.0,-3085000000.0,-3174000000.0,-3301000000.0
10,Other Liab,1441000000.0,1460000000.0,1464000000.0,1583000000.0
11,Good Will,3533000000.0,3525000000.0,3553000000.0,3523000000.0
12,Treasury Stock,-1482000000.0,-1522000000.0,-1478000000.0,-1585000000.0
13,Other Assets,1278000000.0,1255000000.0,1242000000.0,1268000000.0
14,Cash,637000000.0,682000000.0,981000000.0,858000000.0
15,Total Current Liabilities,3776000000.0,3363000000.0,3621000000.0,3108000000.0
16,Deferred Long Term Asset Charges,857000000.0,843000000.0,838000000.0,882000000.0
17,Short Long Term Debt,610000000.0,357000000.0,463000000.0,94000000.0
18,Other Stockholder Equity,-873000000.0,-914000000.0,-880000000.0,-988000000.0
19,Property Plant Equipment,1649000000.0,1664000000.0,1706000000.0,1658000000.0
20,Total Current Assets,4655000000.0,4385000000.0,4628000000.0,4704000000.0
21,Long Term Investments,5000000.0,5000000.0,7000000.0,
22,Net Tangible Assets,-3047000000.0,-3195000000.0,-3243000000.0,-3364000000.0
23,Net Receivables,1717000000.0,1530000000.0,1678000000.0,1814000000.0
24,Long Term Debt,4959000000.0,5198000000.0,5238000000.0,5788000000.0
25,Inventory,2016000000.0,1901000000.0,1638000000.0,1718000000.0
26,Accounts Payable,1577000000.0,1501000000.0,1526000000.0,1415000000.0
0,Change To Liabilities,72000000.0,-18000000.0,92000000.0,252000000.0
1,Total Cashflows From Investing Activities,-55000000.0,-54000000.0,-90000000.0,-50000000.0
2,Net Borrowings,-1000000.0,-100000000.0,-302000000.0,-307000000.0
3,Total Cash From Financing Activities,-95000000.0,-239000000.0,-385000000.0,-413000000.0
4,Change To Operating Activities,29000000.0,-36000000.0,-133000000.0,215000000.0
5,Issuance Of Stock,4000000.0,4000000.0,33000000.0,33000000.0
6,Net Income,197000000.0,89000000.0,127000000.0,304000000.0
7,Change In Cash,-41000000.0,-332000000.0,156000000.0,231000000.0
8,Effect Of Exchange Rate,8000000.0,-14000000.0,19000000.0,6000000.0
9,Total Cash From Operating Activities,101000000.0,-25000000.0,612000000.0,688000000.0
10,Depreciation,80000000.0,86000000.0,90000000.0,91000000.0
11,Other Cashflows From Investing Activities,9000000.0,9000000.0,10000000.0,-1000000.0
12,Dividends Paid,-98000000.0,-100000000.0,-98000000.0,-97000000.0
13,Change To Inventory,-103000000.0,-283000000.0,110000000.0,6000000.0
14,Change To Account Receivables,-172000000.0,122000000.0,187000000.0,-157000000.0
15,Change To Netincome,-2000000.0,15000000.0,139000000.0,-23000000.0
16,Capital Expenditures,-60000000.0,-54000000.0,-101000000.0,-64000000.0
17,Repurchase Of Stock,,-39000000.0,-39000000.0,-9000000.0
18,Other Cashflows From Financing Activities,,,-18000000.0,-18000000.0
