Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,13.600000381469728,13.649999618530272,13.5,13.649999618530272,12.94654655456543,360200,NWS,1.01831498917383,1.2402932413672398,1.1791592286009482,1.0206479989635429,-0.0023330097897129,0.1500328526447938,0.0898660296097453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,13.649999618530272,13.75,13.550000190734863,13.699999809265137,12.99397087097168,357400,NWS,1.025547505256083,1.2554746121992202,1.1821985141318645,1.012478214064533,0.0130692911915499,0.1667670564378205,0.0930676356549307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,13.699999809265137,13.800000190734863,13.550000190734863,13.699999809265137,12.99397087097168,281800,NWS,1.025547505256083,1.2554746121992202,1.1675126747079632,1.0113391723313174,0.0142083329247655,0.1655112371943181,0.085712032487391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,13.699999809265137,13.800000190734863,13.600000381469728,13.699999809265137,12.99397087097168,287200,NWS,1.036496289292916,1.2591240356264284,1.1895413971470146,1.0126829906128405,0.0238132986800754,0.170640348604862,0.0995820305503505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,13.699999809265137,13.800000190734863,13.630000114440918,13.699999809265137,12.99397087097168,492400,NWS,1.062043647761796,1.2518247484104046,1.1932125450801847,1.0121464877707815,0.0498971599910145,0.1690242727272919,0.0952907963089255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,13.649999618530272,13.729999542236328,13.550000190734863,13.649999618530272,12.94654655456543,285300,NWS,1.0549451148463864,1.2820514520415474,1.197583385523178,1.0081446760609294,0.046800438785457,0.1871082292145112,0.0970103190874143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,13.649999618530272,13.649999618530272,13.5,13.550000190734863,12.85170078277588,136600,NWS,1.0664205251044727,1.2952029851621234,1.2175580486324376,1.0143616235707735,0.0520589015336991,0.1914875602094707,0.1190759024557406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,13.649999618530272,13.850000381469728,13.600000381469728,13.850000381469728,13.13624095916748,806500,NWS,1.0649819552244473,1.2490974708274738,1.187553282925136,1.008797349947511,0.0561846052769363,0.1562467946835282,0.0982559702311804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,13.800000190734863,13.800000190734863,13.649999618530272,13.75,13.041393280029297,291200,NWS,1.1309091143096413,1.276363718265563,1.1961901417576095,1.0091988628593096,0.1217102514503316,0.1751315105228565,0.1080930915646158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,13.699999809265137,13.899999618530272,13.699999809265137,13.850000381469728,13.13624095916748,208300,NWS,1.1263536485613437,1.256317704207684,1.1730264962832722,1.0112728774332036,0.11508077112814,0.1576327783843314,0.0969913953181427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,13.949999809265137,14.079999923706056,13.800000190734863,14.050000190734863,13.325934410095217,204200,NWS,1.1067614525033715,1.2491102466819648,1.1563285719755347,1.0098252549340063,0.096936197569365,0.1408607482946897,0.0794379681319177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,14.0,14.100000381469728,13.899999618530272,14.050000190734863,13.325934410095217,268300,NWS,1.1067614525033715,1.2491102466819648,1.1599086254419602,1.0047827275420922,0.1019787249612793,0.1340484815402571,0.0743146280817537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,14.0,14.0,13.850000381469728,13.949999809265137,13.231085777282717,157000,NWS,1.146953476837887,1.2437276913122353,1.1718289273183211,1.016827126331923,0.130126350505964,0.1227319211429189,0.0848906410035208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,13.949999809265137,14.100000381469728,13.899999618530272,14.100000381469728,13.373356819152832,568600,NWS,1.1489362354552144,1.2340426047785418,1.1593625492325776,1.016900814218988,0.1320354212362264,0.1174588806812353,0.0833672048079223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,14.0,14.0,13.850000381469728,13.899999618530272,13.18366241455078,202100,NWS,1.147482015429318,1.244604484120164,1.172425823592354,1.0195478153138224,0.1279342001154955,0.1280535817809625,0.0945922822745297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,14.050000190734863,14.100000381469728,13.949999809265137,14.100000381469728,13.373356819152832,457100,NWS,1.131205554653465,1.2411348200500307,1.1308246085479257,1.0187296628598663,0.1124758917935986,0.1242092942724861,0.0653505993234615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,14.050000190734863,14.100000381469728,13.949999809265137,14.0,13.27851104736328,286400,NWS,1.1357141666968316,1.239285617840536,1.1640511657677568,1.0231439317955078,0.1125702349013237,0.1250474648758539,0.0955940139021682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,13.949999809265137,14.050000190734863,13.899999618530272,13.949999809265137,13.231085777282717,544100,NWS,1.1397850004890513,1.2401435252161284,1.1790405064971747,1.023176662025299,0.1166083384637519,0.1393506413697338,0.0996596861993215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,13.949999809265137,14.050000190734863,13.800000190734863,14.0,13.27851104736328,439500,NWS,1.1392855316554829,1.2464283477578386,1.1927931627673678,1.028738706809164,0.1105468248463188,0.138214526203273,0.0989719004820632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,14.0,14.149999618530272,13.93000030517578,14.0,13.27851104736328,474700,NWS,1.1678572413543469,1.2249998707224206,1.1927931627673678,1.0357335667629224,0.1321236745914245,0.1206313400349792,0.1017711284465066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,14.0,14.050000190734863,13.800000190734863,13.949999809265137,13.231085777282717,545600,NWS,1.1792114762510253,1.200716833219221,1.2006738745458254,1.0327543330408862,0.1464571432101391,0.1222978796231804,0.1045450758107557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,13.949999809265137,14.149999618530272,13.899999618530272,14.149999618530272,13.42077922821045,245800,NWS,1.15901070064203,1.1378093070508752,1.18583624316203,1.0448229351223306,0.1141877655196994,0.0916983734783964,0.075446750767163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,14.100000381469728,14.100000381469728,13.899999618530272,13.899999618530272,13.18366241455078,266800,NWS,1.1834532545837435,1.187050458070531,1.121765424832857,1.0378093145840102,0.1456439399997333,0.1333940896560397,0.0141854737044335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,14.0,14.199999809265137,13.899999618530272,14.050000190734863,13.325934410095217,447300,NWS,1.1921706145060686,1.160142071407127,1.1634883210819524,1.0388512590749122,0.1533193554311565,0.1055580530552773,0.0540457148228838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,14.0,14.149999618530272,13.850000381469728,14.050000190734863,13.325934410095217,475800,NWS,1.177935634896808,1.1281138145693326,1.1634883210819524,1.0310647944789963,0.1468708404178116,0.1100674724493331,0.0589863097963703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,14.050000190734863,14.199999809265137,14.0,14.199999809265137,13.468202590942385,299800,NWS,1.1654927896989993,1.1267605853211988,1.151198086675427,1.0262436118253355,0.1392491778736635,0.1011241797534463,0.0433877679860608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
