Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,30.729999542236328,31.309999465942383,30.729999542236328,31.14999961853028,31.14999961853028,289300,COUP,1.1155698370965046,1.0629213809253255,1.4526484929098369,1.0206479989635429,0.0949218381329617,-0.0273390077971205,0.3633552939186339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,30.96999931335449,31.6299991607666,30.729999542236328,31.46999931335449,31.46999931335449,369900,COUP,1.1194788786438346,1.052748706418189,1.5135049922896933,1.012478214064533,0.1070006645793015,-0.0359588493432105,0.4243741138127594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,31.440000534057617,32.0,31.1200008392334,31.989999771118164,31.989999771118164,609700,COUP,1.1003438891774986,1.0368864772200623,1.4763988709020697,1.0113391723313174,0.0890047168461811,-0.0530768977848397,0.3945982286814975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,31.86000061035156,32.0099983215332,31.709999084472656,31.799999237060547,31.799999237060547,373100,COUP,1.1015723150858443,1.0110063615476588,1.485220147024194,1.0126829906128405,0.0888893244730038,-0.0774773254739076,0.3952607804275299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,31.89999961853028,32.52000045776367,31.815000534057617,32.41999816894531,32.41999816894531,900300,COUP,1.086058021995814,0.9870450896771604,1.495064896923156,1.0121464877707815,0.0739115342250325,-0.0957553860059522,0.3971431481518968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,32.349998474121094,34.45000076293945,32.349998474121094,34.20000076293945,34.20000076293945,1065000,COUP,1.0,0.9821637252414164,1.401754314539629,1.0081446760609294,-0.0081446760609293,-0.1127794975856197,0.3011812481038654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,34.04999923706055,35.349998474121094,34.0,34.869998931884766,34.869998931884766,1085600,COUP,0.9885288866236276,0.9750502162737594,1.3567537373805665,1.0143616235707735,-0.0258327369471459,-0.1286652086788932,0.2582715912038695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,34.7400016784668,35.689998626708984,34.7400016784668,35.220001220703125,35.220001220703125,1000800,COUP,0.9463373275371312,0.9781374096798428,1.3250992774387418,1.008797349947511,-0.0624600224103797,-0.1147132664641028,0.2358019647447862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,35.16999816894531,35.5099983215332,34.970001220703125,35.369998931884766,35.369998931884766,258000,COUP,0.94402036748575,1.0180944135983985,1.4051456676221925,1.0091988628593096,-0.0651784953735595,-0.0831377941443078,0.3170486174291989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,35.36000061035156,35.650001525878906,34.89500045776367,35.029998779296875,35.029998779296875,375200,COUP,0.9500428186987472,1.0730802587068318,1.347987521158884,1.0112728774332036,-0.0612300587344564,-0.0256046671165208,0.2719524201937546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,35.040000915527344,36.0,35.0,35.880001068115234,35.880001068115234,903500,COUP,0.926978743907834,1.0504458613353331,1.3104793494431637,1.0098252549340063,-0.0828465110261725,-0.0578036370519419,0.2335887455995466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,35.619998931884766,36.27999877929688,35.380001068115234,35.790000915527344,35.790000915527344,468700,COUP,0.917854083090265,1.069293084068081,1.3755238413776651,1.0047827275420922,-0.0869286444518272,-0.0457686810736266,0.2899298440174587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,35.880001068115234,35.91999816894531,35.25,35.47999954223633,35.47999954223633,177700,COUP,0.950112726025923,1.059470141983507,1.3390642315250327,1.016827126331923,-0.066714400306,-0.0615256281858092,0.2521259452102324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,35.720001220703125,36.185001373291016,35.31999969482422,36.0,36.0,484800,COUP,0.9430555767483182,1.038333363003201,1.2880555258856878,1.016900814218988,-0.0738452374706697,-0.0782503610941054,0.2120601814610325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,35.90999984741211,35.959999084472656,35.52000045776367,35.90999984741211,35.90999984741211,120400,COUP,0.9482038257238922,1.0442773645041514,1.309106057401474,1.0195478153138224,-0.0713439895899302,-0.07227353783505,0.2312725160836497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,36.16999816894531,36.275001525878906,35.720001220703125,36.130001068115234,36.130001068115234,233600,COUP,0.9554386780305858,1.060337676189543,1.3033489831292828,1.0187296628598663,-0.0632909848292805,-0.0565878495880014,0.2378749739048187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,36.29999923706055,36.43000030517578,35.93000030517578,36.119998931884766,36.119998931884766,434500,COUP,0.9523810227888037,1.0567552407996037,1.364618005899685,1.0231439317955078,-0.0707629090067041,-0.0574829121650783,0.2961608540340965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,35.93000030517578,36.08000183105469,35.209999084472656,35.22999954223633,35.22999954223633,413000,COUP,0.9838206158889994,1.0615952884427664,1.4323020079514188,1.023176662025299,-0.0393560461362999,-0.0391975954036281,0.3529211876535656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,35.0,35.209999084472656,33.66999816894531,34.900001525878906,34.900001525878906,313600,COUP,1.0002864848451594,1.0954154117697723,1.4398280172778453,1.028738706809164,-0.0284522219640046,-0.0127984097847932,0.3460067549925407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,35.0,35.20000076293945,34.77000045776367,34.880001068115234,34.880001068115234,184200,COUP,1.011754582421355,1.1161123598921778,1.5074541347740815,1.0357335667629224,-0.0239789843415674,0.0117438292047364,0.4164321004532203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,35.02000045776367,35.099998474121094,34.400001525878906,34.459999084472656,34.459999084472656,292400,COUP,1.0049333136436205,1.0989553087059896,1.5635520168192063,1.0327543330408862,-0.0278210193972656,0.0205363551099488,0.4674232180841366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,34.290000915527344,34.56999969482422,34.02000045776367,34.2599983215332,34.2599983215332,172900,COUP,1.034150672532497,1.094570981821397,1.5755984292710443,1.0448229351223306,-0.0106722625898336,0.0484600482489181,0.4652089368761773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
