,2021-04-30,2021-01-31,2020-10-31,2020-07-31
Investments,42369000.0,-180084000.0,331534000.0,-28041000.0
Change To Liabilities,-16345000.0,91544000.0,6596000.0,-1473000.0
Total Cashflows From Investing Activities,-5480000.0,-951493000.0,322220000.0,-115204000.0
Net Borrowings,-2439000.0,-1108000.0,-5267000.0,887533000.0
Total Cash From Financing Activities,12522000.0,3699000.0,7789000.0,701418000.0
Change To Operating Activities,-12753000.0,-72859000.0,-10745000.0,19401000.0
Issuance Of Stock,12738000.0,4807000.0,13056000.0,6671000.0
Net Income,-100357000.0,-61387000.0,-60798000.0,-43116000.0
Change In Cash,39111000.0,-927080000.0,348897000.0,609844000.0
Effect Of Exchange Rate,-13000.0,310000.0,-113000.0,241000.0
Total Cash From Operating Activities,32082000.0,20404000.0,19001000.0,23389000.0
Depreciation,34339000.0,33476000.0,11609000.0,10818000.0
Change To Account Receivables,47750000.0,-59276000.0,2936000.0,-7050000.0
Other Cashflows From Financing Activities,2223000.0,2223000.0,2223000.0,-192786000.0
Change To Netincome,45645000.0,54390000.0,36368000.0,20527000.0
Capital Expenditures,-2754000.0,-1933000.0,-2531000.0,-3429000.0
