Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Minority Interest,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2017-10-24,122.0,122.6500015258789,121.37000274658205,122.4000015258789,115.03838348388672,1340400,RCL,1.022957544780712,1.094076252970243,0.8856814931062239,1.023176662025299,-0.0002191172445873,-0.0067166308761514,-0.1936993271916293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,121.75,122.86000061035156,120.70999908447266,121.27999877929688,113.98574829101562,1288000,RCL,1.0327341948041344,1.10641645370855,0.8747110172860859,1.028738706809164,0.0039954879949704,-0.0017973678460156,-0.2191102449992186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,122.08000183105467,123.27999877929688,121.83999633789062,123.05999755859376,115.65869140625,1036400,RCL,1.0222656035614623,1.088453361879351,0.8539355482355225,1.0357335667629224,-0.01346796320146,-0.0159151688080902,-0.2370864860853386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,122.91999816894533,125.81999969482422,121.6999969482422,124.20999908447266,116.7395248413086,2192900,RCL,1.0039449633079789,1.048850151977452,0.8549717693607785,1.0327543330408862,-0.0288093697329072,-0.0295688016185886,-0.2411570293742911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,123.66999816894533,123.9499969482422,121.33000183105467,121.98999786376952,114.65303802490234,1986600,RCL,1.015493216140776,1.0326030358529454,0.8879130901569577,1.0448229351223306,-0.0293297189815546,-0.0135078977195333,-0.2224764022379092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,122.37000274658205,125.26000213623048,122.19000244140624,123.7699966430664,116.32598114013672,1455000,RCL,1.0117961610876418,1.0363428299938633,0.873430510853915,1.0378093145840102,-0.0260131534963683,-0.0173135384206279,-0.2341494402745084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,124.25,124.75,120.27999877929688,120.86000061035156,113.59100341796876,2091700,RCL,1.034916580470964,1.068444917587953,0.8950451352041159,1.0388512590749122,-0.0039346786039482,0.0138608992361031,-0.2143974710549526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,121.0199966430664,124.58999633789062,120.93000030517578,123.08999633789062,115.6868896484375,2195200,RCL,0.997806481855679,0.9995395465054074,0.874646119528504,1.0310647944789963,-0.0332583126233173,-0.018506795614592,-0.2298558917570781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,123.4499969482422,123.8000030517578,122.7699966430664,123.18000030517578,115.771484375,839800,RCL,0.9987009041543654,1.0152860739139604,0.8852373075706454,1.0262436118253355,-0.0275427076709703,-0.010350331653792,-0.2225730111187207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,123.63999938964844,127.23999786376952,123.63999938964844,125.33999633789062,117.80156707763672,2427400,RCL,0.9897079671126954,1.0362680270382665,0.8648260252413023,1.0311845275729687,-0.0414765604602733,0.000157097835822,-0.2409022590948044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,132.19000244140625,133.75,126.86000061035156,129.22999572753906,121.45759582519533,3568500,RCL,0.969047512859861,1.0032087936385694,0.8357463618952378,1.0414917955670933,-0.0724442827072322,-0.0427010163890966,-0.2760799971998323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,129.49000549316406,130.17999267578125,128.36000061035156,128.9199981689453,121.16625213623048,1778700,RCL,0.9730840336711204,1.0173117745845592,0.8397924302252752,1.0390384642435906,-0.0659544305724701,-0.0436929885131793,-0.2748608751760765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,128.3800048828125,129.0800018310547,126.12000274658205,126.66999816894533,119.05156707763672,2007600,RCL,0.9775795521332,1.044741948819709,0.8570211967488248,1.0401272810196784,-0.0625477288864784,-0.0308329039143833,-0.2556577960774986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,125.16999816894533,125.38999938964844,120.76000213623048,124.22000122070312,116.74891662597656,2426700,RCL,0.9796329544282724,1.065104727236322,0.8643324227639981,1.0393664161720684,-0.059733461743796,-0.0107885214040956,-0.2490055375909299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,122.88999938964844,124.75,122.86000061035156,124.4800033569336,116.9932861328125,1342000,RCL,0.9773457886977271,1.0619111986636185,0.8655282478566039,1.0305050740272153,-0.0531592853294881,-0.0047560161027022,-0.2461043129740029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,122.77999877929688,123.66999816894533,121.38999938964844,123.51000213623048,116.08163452148438,1818900,RCL,1.0127924636734726,1.0620347534796464,0.8976697549242684,1.043144349882203,-0.0303518862087304,-0.0029060289631759,-0.2159824659139825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,122.91999816894533,123.8000030517578,121.66999816894533,122.5199966430664,115.1511688232422,1038200,RCL,1.0331374733371432,1.0628256207772904,0.8717922249738852,1.0570826794517585,-0.0239452061146152,-0.0051240974963067,-0.2388358744567627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,122.9800033569336,123.73999786376952,121.63999938964844,122.79000091552734,115.40492248535156,1368600,RCL,1.0306214570940229,1.0653982446794514,0.8720957475939013,1.0412088647392546,-0.0105874076452316,-0.0050809676581666,-0.2401189631692468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,122.19000244140624,124.52999877929688,122.19000244140624,124.4000015258789,116.91810607910156,1458400,RCL,0.9973329966217914,1.053224959199827,0.8521237297459198,1.0392013474275237,-0.0418683508057322,-0.0220960884791383,-0.247815642171756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,124.4000015258789,124.83999633789062,122.77999877929688,123.9499969482422,116.4951629638672,1009300,RCL,0.9869300753003386,1.0445652420216467,0.8711943622131114,1.0381241126825425,-0.0511940373822038,-0.0131443186072119,-0.2359735895760203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,124.52999877929688,125.52999877929688,123.18000030517578,124.79000091552734,117.28463745117188,1086500,RCL,0.9747312318981426,1.0193372264604623,0.8667949197318993,1.03199537924298,-0.0572641473448375,-0.0232643133429844,-0.2387745454875053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,125.29000091552734,125.63999938964844,124.31999969482422,125.4499969482422,117.90494537353516,819500,RCL,0.9625549621759026,0.9929101373317534,0.8269388768772846,1.0328322263084138,-0.0702772641325111,-0.0415935089866262,-0.2826851618187257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,125.9000015258789,125.9000015258789,124.66000366210938,125.20999908447266,117.67938232421876,488600,RCL,0.972665320407726,0.984060199921268,0.8466110865901924,1.032019884081241,-0.0593545636735146,-0.0586508220734406,-0.2704139848990439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,125.4499969482422,126.19000244140624,124.87000274658205,125.25,117.71697998046876,859300,RCL,0.969707247203391,0.9735579478139136,0.84650297484024,1.0369551897736955,-0.0672479425703047,-0.0834732889764546,-0.2705645206455596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,125.41999816894533,127.1500015258789,124.70999908447266,125.8000030517578,118.23390197753906,1143100,RCL,0.952688538811707,0.9937025856489522,0.8353749985319884,1.020376345675996,-0.0676878068642889,-0.0597105941044321,-0.2760242514991463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,126.33999633789062,126.51000213623048,124.04000091552734,124.6999969482422,117.20005798339844,1062500,RCL,0.9699555633556456,1.0002819359331676,0.8443727970296933,1.026253639124301,-0.0562980757686553,-0.0537714187220421,-0.2679114664125239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,123.6500015258789,125.13999938964844,120.06999969482422,123.87999725341795,116.42938232421876,2426900,RCL,1.0023305063643495,1.0170918216231148,0.8665217141727812,1.0246409570196735,-0.022310450655324,-0.0323333608507334,-0.2442799877611539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,123.8499984741211,125.91999816894533,122.5199966430664,125.2300033569336,117.69818115234376,1847600,RCL,0.9825390472871606,1.020963916619606,0.8756703858757174,1.029880242563007,-0.0473411952758463,-0.0472763590717355,-0.2334935447926732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,127.0,127.81999969482422,125.08000183105467,125.08000183105467,117.55721282958984,1626100,RCL,0.9738367736838576,1.011208972941421,0.9215388767948828,1.036157586789428,-0.0623208131055703,-0.0594023250121376,-0.1958718456602272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,125.27999877929688,125.87999725341795,122.72000122070312,122.81999969482422,115.4331283569336,1268000,RCL,0.9906110693215772,1.0354890409820825,0.9468475023646648,1.0465343935592823,-0.0559233242377051,-0.0359206140431238,-0.178177706690199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,123.0,123.55999755859376,121.61000061035156,123.0199966430664,115.62108612060548,1370600,RCL,1.0058257224316145,1.031179000925588,0.9462163751715889,1.048372731047773,-0.0425470086161585,-0.0379603436607354,-0.1817659799094571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,123.5,124.8000030517578,122.47000122070312,124.0500030517578,116.58914947509766,1298800,RCL,0.9967450994737256,1.0146399195946647,0.9193664814479504,1.0387885930282448,-0.0420434935545191,-0.0423788933141093,-0.1952445213350563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,124.44000244140624,126.58999633789062,124.08999633789062,125.2300033569336,117.69818115234376,1276100,RCL,1.006207908038252,1.005885549794204,0.904621500990216,1.0447156071702373,-0.0385076991319852,-0.0510964874970805,-0.2092043667140529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,125.37999725341795,126.0500030517578,124.45999908447266,125.4499969482422,117.90494537353516,902900,RCL,1.0214231401154277,1.0014654423306997,0.892268279155796,1.0484619827112251,-0.0270388425957974,-0.0431580775039512,-0.2121829122851232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,125.2699966430664,125.58000183105467,123.45999908447266,123.83000183105467,116.38237762451172,1156100,RCL,1.0284567717884154,1.0181550051784818,0.9148490301630255,1.0415757419863072,-0.0131189701978917,-0.0306322016701112,-0.1926474417664093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,123.73999786376952,123.83999633789062,121.56999969482422,121.69000244140624,114.37108612060548,1103200,RCL,1.0751112328742998,1.0236963261648924,0.8795291553572656,1.0495576207370112,0.0255536121372885,-0.0251794659904969,-0.2109650561808348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,121.87999725341795,122.79000091552734,121.11000061035156,121.66000366210938,114.3428955078125,1418600,RCL,1.068026066593573,0.99747223488492,0.8873423049289151,1.0539026313731312,0.0141234352204417,-0.0332542578499551,-0.21310985938275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,122.37000274658205,125.6500015258789,122.37000274658205,125.08999633789062,117.5666046142578,1989200,RCL,1.0359291458815851,0.9447744244043846,0.8505895316518374,1.0520989179928428,-0.0161697721112576,-0.0559487732083866,-0.223245029919762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,125.37000274658205,129.6699981689453,125.18000030517578,126.58000183105467,118.96698760986328,2009300,RCL,1.021591855086444,0.9566276183379708,0.8367260532945011,1.049480051520865,-0.027888196434421,-0.0592658700690139,-0.2346663226188994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,127.33000183105467,128.6199951171875,126.38999938964844,126.5500030517578,118.93878936767578,1270000,RCL,1.010083424500202,0.9439283827719152,0.8313871251534282,1.0585213557872055,-0.0484379312870038,-0.0606785855204687,-0.2461875883137259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,126.23999786376952,127.12000274658205,123.3499984741211,123.4800033569336,116.60628509521484,1341300,RCL,1.0731290392800388,0.948404453101676,0.8509644088300182,1.0561912314345747,0.016937807845464,-0.0537229271417813,-0.2294916471004479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,123.95999908447266,124.44000244140624,121.33999633789062,121.75,114.97257995605467,1346200,RCL,1.0836141509517851,0.9718685578452,0.8587392597297648,1.054691754118366,0.0289223968334191,-0.0421278305632015,-0.219651181947143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,121.43000030517578,122.19000244140624,120.41000366210938,121.05999755859376,114.3209991455078,1077900,RCL,1.1149842882027985,0.9651217188784892,0.8673072223280368,1.0628648969920689,0.0521193912107298,-0.026016181326786,-0.2208355920308876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,120.8000030517578,120.93000030517578,119.8499984741211,120.18000030517578,113.489990234375,638300,RCL,1.1214012971786902,0.9670877209022168,0.8808907481902958,1.054562443450246,0.0668388537284441,-0.0343236430894751,-0.2160654894327093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,120.02999877929688,121.52999877929688,120.02999877929688,121.20999908447266,114.46265411376952,576500,RCL,1.09957928657417,0.9688190556340336,0.9018406437337336,1.0427572783556516,0.0568220082185184,-0.0431286667751359,-0.2024402293579419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,121.3499984741211,121.5999984741211,120.30999755859376,120.87999725341795,114.15100860595705,598700,RCL,1.104814656809607,0.9795284734976288,0.912496998229047,1.039387058829826,0.0654275979797811,-0.036215492460403,-0.1894164003490079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,121.12999725341795,121.47000122070312,119.20999908447266,119.27999877929688,112.64008331298828,924700,RCL,1.1176224998155984,0.9674760045762788,0.9256692699201794,1.0452598484191695,0.0723626513964288,-0.0325687340643737,-0.1761117233845901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,120.16999816894533,120.5199966430664,119.58000183105467,120.37999725341795,113.67884826660156,1317400,RCL,1.0770892759612445,0.9611399617479436,0.9146918607468372,1.0173995405954512,0.0596897353657932,-0.0323686569807094,-0.1859039492094899,7900000.0,3390117000.0,11658623000.0,10702303000.0,2355755000.0,22360926000.0,2352000.0,99320000.0,9022405000.0,406304000.0,288512000.0,-1712571000.0,1418927000.0,120112000.0,4854873000.0,1188514000.0,-334265000.0,19735180000.0,907637000.0,10670000.0,10413791000.0,318641000.0,6397446000.0,111393000.0,360113000.0,,-10396000.0,36780000.0,-213592000.0,-1968121000.0,-2675796000.0,331082000.0,2525000.0,1625133000.0,-12491000.0,2331000.0,2874566000.0,951194000.0,130942000.0,-437455000.0,2424000.0,-32043000.0,-47747000.0,-85947000.0,-564138000.0,-224998000.0
2018-01-03,121.2300033569336,124.4499969482422,121.04000091552734,123.58000183105467,116.70072174072266,2295100,RCL,1.0144845153341056,0.9182800143068242,0.8822551775451114,0.9765980219270426,0.0378864934070629,-0.0856687780170313,-0.2131932833404027,7900000.0,3390117000.0,11658623000.0,10702303000.0,2355755000.0,22360926000.0,2352000.0,99320000.0,9022405000.0,406304000.0,288512000.0,-1712571000.0,1418927000.0,120112000.0,4854873000.0,1188514000.0,-334265000.0,19735180000.0,907637000.0,10670000.0,10413791000.0,318641000.0,6397446000.0,111393000.0,360113000.0,,-10396000.0,36780000.0,-213592000.0,-1968121000.0,-2675796000.0,331082000.0,2525000.0,1625133000.0,-12491000.0,2331000.0,2874566000.0,951194000.0,130942000.0,-437455000.0,2424000.0,-32043000.0,-47747000.0,-85947000.0,-564138000.0,-224998000.0
2018-01-04,124.0,124.29000091552734,121.86000061035156,122.45999908447266,115.64305877685548,1118100,RCL,1.0424628833901906,0.9286481794868529,0.900311243882346,0.9849127815791188,0.0575501018110716,-0.0697087568321392,-0.1892836159008515,7900000.0,3390117000.0,11658623000.0,10702303000.0,2355755000.0,22360926000.0,2352000.0,99320000.0,9022405000.0,406304000.0,288512000.0,-1712571000.0,1418927000.0,120112000.0,4854873000.0,1188514000.0,-334265000.0,19735180000.0,907637000.0,10670000.0,10413791000.0,318641000.0,6397446000.0,111393000.0,360113000.0,,-10396000.0,36780000.0,-213592000.0,-1968121000.0,-2675796000.0,331082000.0,2525000.0,1625133000.0,-12491000.0,2331000.0,2874566000.0,951194000.0,130942000.0,-437455000.0,2424000.0,-32043000.0,-47747000.0,-85947000.0,-564138000.0,-224998000.0
2018-01-05,122.72000122070312,122.86000061035156,120.62999725341795,121.2300033569336,114.48153686523438,1181900,RCL,1.0601336565608313,0.9510850282206502,0.9116968084128008,0.9789917900086822,0.081141866552149,-0.0485417908610049,-0.1781925624755977,7900000.0,3390117000.0,11658623000.0,10702303000.0,2355755000.0,22360926000.0,2352000.0,99320000.0,9022405000.0,406304000.0,288512000.0,-1712571000.0,1418927000.0,120112000.0,4854873000.0,1188514000.0,-334265000.0,19735180000.0,907637000.0,10670000.0,10413791000.0,318641000.0,6397446000.0,111393000.0,360113000.0,,-10396000.0,36780000.0,-213592000.0,-1968121000.0,-2675796000.0,331082000.0,2525000.0,1625133000.0,-12491000.0,2331000.0,2874566000.0,951194000.0,130942000.0,-437455000.0,2424000.0,-32043000.0,-47747000.0,-85947000.0,-564138000.0,-224998000.0
2018-01-08,120.98999786376952,121.72000122070312,120.12000274658205,121.08999633789062,114.34933471679688,1023800,RCL,1.0112312546654003,0.9439681595858448,0.9417150231425202,0.942840182406444,0.0683910722589563,-0.047756324888472,-0.1456349825105343,7900000.0,3390117000.0,11658623000.0,10702303000.0,2355755000.0,22360926000.0,2352000.0,99320000.0,9022405000.0,406304000.0,288512000.0,-1712571000.0,1418927000.0,120112000.0,4854873000.0,1188514000.0,-334265000.0,19735180000.0,907637000.0,10670000.0,10413791000.0,318641000.0,6397446000.0,111393000.0,360113000.0,,-10396000.0,36780000.0,-213592000.0,-1968121000.0,-2675796000.0,331082000.0,2525000.0,1625133000.0,-12491000.0,2331000.0,2874566000.0,951194000.0,130942000.0,-437455000.0,2424000.0,-32043000.0,-47747000.0,-85947000.0,-564138000.0,-224998000.0
2018-01-09,121.79000091552734,124.12000274658205,121.4000015258789,123.1500015258789,116.29466247558594,1191800,RCL,1.0107185776214012,0.9442541199637288,0.9149644288575184,0.9530778204901076,0.0576407571312934,-0.0569701270836863,-0.1743333894933597,7900000.0,3390117000.0,11658623000.0,10702303000.0,2355755000.0,22360926000.0,2352000.0,99320000.0,9022405000.0,406304000.0,288512000.0,-1712571000.0,1418927000.0,120112000.0,4854873000.0,1188514000.0,-334265000.0,19735180000.0,907637000.0,10670000.0,10413791000.0,318641000.0,6397446000.0,111393000.0,360113000.0,,-10396000.0,36780000.0,-213592000.0,-1968121000.0,-2675796000.0,331082000.0,2525000.0,1625133000.0,-12491000.0,2331000.0,2874566000.0,951194000.0,130942000.0,-437455000.0,2424000.0,-32043000.0,-47747000.0,-85947000.0,-564138000.0,-224998000.0
