,2021-04-02,2021-01-01,2020-10-02,2020-06-26
Intangible Assets,1908481000.0,1934463000.0,2109773000.0,1958035000.0
Capital Surplus,3481729000.0,3444919000.0,3416132000.0,3399703000.0
Total Liab,11854381000.0,11819209000.0,12966708000.0,12716373000.0
Total Stockholder Equity,2623537000.0,2677139000.0,2735988000.0,2895342000.0
Minority Interest,9764000.0,9851000.0,9988000.0,10358000.0
Other Current Liab,194700000.0,196000000.0,721735000.0,195900000.0
Total Assets,14487682000.0,14506199000.0,15712684000.0,15622073000.0
Common Stock,2929000.0,2919000.0,2907000.0,2906000.0
Other Current Assets,4029000.0,1762000.0,,
Retained Earnings,315705000.0,421246000.0,532379000.0,708803000.0
Other Liab,953727000.0,998577000.0,982193000.0,963408000.0
Good Will,5365567000.0,5369298000.0,5343828000.0,5325048000.0
Treasury Stock,-1176826000.0,-1191945000.0,-1215430000.0,-1216070000.0
Other Assets,1112321000.0,1151435000.0,718361000.0,1121985000.0
Cash,1400011000.0,1166226000.0,2509188000.0,2417255000.0
Total Current Liabilities,2397170000.0,2276615000.0,2347458000.0,2119314000.0
Short Long Term Debt,80804000.0,98328000.0,69932000.0,60183000.0
Other Stockholder Equity,-255081000.0,-273152000.0,-307258000.0,-307924000.0
Property Plant Equipment,2552299000.0,2592398000.0,2602302000.0,2617361000.0
Total Current Assets,3506514000.0,3416105000.0,4675811000.0,4557144000.0
Long Term Investments,42500000.0,42500000.0,262609000.0,42500000.0
Net Tangible Assets,-4650511000.0,-4626622000.0,-4717613000.0,-4387741000.0
Net Receivables,1466148000.0,1511076000.0,1554814000.0,1423190000.0
Long Term Debt,8045427000.0,8070886000.0,9182785000.0,9189279000.0
Inventory,424473000.0,427195000.0,436473000.0,426766000.0
Accounts Payable,684913000.0,644270000.0,663455000.0,618136000.0
Deferred Long Term Liab,,,547189000.0,
