,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Intangible Assets,130300000.0,168100000.0,171400000.0,198100000.0
1,Total Liab,2149700000.0,2029900000.0,2021900000.0,2102400000.0
2,Total Stockholder Equity,2126400000.0,2074900000.0,1822400000.0,1596100000.0
3,Minority Interest,1500000.0,2900000.0,2500000.0,1700000.0
4,Other Current Liab,244200000.0,213600000.0,206300000.0,175700000.0
5,Total Assets,4277600000.0,4107700000.0,3846800000.0,3700200000.0
6,Common Stock,86500000.0,87800000.0,87600000.0,88200000.0
7,Other Current Assets,170400000.0,135400000.0,141600000.0,166400000.0
8,Retained Earnings,2319300000.0,2372400000.0,2110300000.0,1856100000.0
9,Other Liab,1193300000.0,1091300000.0,1141000000.0,1194700000.0
10,Good Will,944800000.0,927200000.0,875900000.0,886800000.0
11,Treasury Stock,-279400000.0,-385300000.0,-375500000.0,-348200000.0
12,Other Assets,661100000.0,642600000.0,627900000.0,608200000.0
13,Cash,859800000.0,612100000.0,561200000.0,389800000.0
14,Total Current Liabilities,871000000.0,849700000.0,872100000.0,899400000.0
15,Deferred Long Term Asset Charges,158300000.0,138100000.0,164500000.0,149900000.0
16,Short Long Term Debt,2500000.0,2300000.0,1800000.0,900000.0
17,Other Stockholder Equity,-279400000.0,-385300000.0,-375500000.0,-348200000.0
18,Property Plant Equipment,612400000.0,623200000.0,518800000.0,521700000.0
19,Total Current Assets,1917300000.0,1736800000.0,1645100000.0,1478700000.0
20,Long Term Investments,11700000.0,9800000.0,7700000.0,6700000.0
21,Net Tangible Assets,1051300000.0,979600000.0,775100000.0,511200000.0
22,Net Receivables,526600000.0,596400000.0,561800000.0,610600000.0
23,Long Term Debt,13000000.0,12900000.0,8800000.0,8200000.0
24,Inventory,360500000.0,392900000.0,380500000.0,311900000.0
25,Accounts Payable,306800000.0,332400000.0,339200000.0,351400000.0
0,Change To Liabilities,-36600000.0,-7000000.0,-4100000.0,16800000.0
1,Total Cashflows From Investing Activities,-65800000.0,-203400000.0,-52300000.0,-223200000.0
2,Net Borrowings,-16800000.0,-22300000.0,-31300000.0,-45400000.0
3,Total Cash From Financing Activities,-158600000.0,-101500000.0,-128800000.0,-112500000.0
4,Change To Operating Activities,-25100000.0,-45700000.0,-18000000.0,-4800000.0
5,Issuance Of Stock,4300000.0,14900000.0,5800000.0,11200000.0
6,Net Income,72500000.0,325100000.0,333700000.0,113500000.0
7,Change In Cash,247700000.0,50700000.0,171200000.0,-70900000.0
8,Repurchase Of Stock,-84200000.0,-41400000.0,-56100000.0,-32900000.0
9,Effect Of Exchange Rate,35200000.0,-3000000.0,-15300000.0,20000000.0
10,Total Cash From Operating Activities,436900000.0,358600000.0,367600000.0,244800000.0
11,Depreciation,112200000.0,113400000.0,109400000.0,105300000.0
12,Other Cashflows From Investing Activities,900000.0,200000.0,200000.0,200000.0
13,Dividends Paid,-59000000.0,-52100000.0,-47300000.0,-45400000.0
14,Change To Inventory,36500000.0,-600000.0,-13300000.0,14200000.0
15,Change To Account Receivables,82300000.0,-37900000.0,16400000.0,-59300000.0
16,Other Cashflows From Financing Activities,-2900000.0,-600000.0,100000.0,100000.0
17,Change To Netincome,201300000.0,20900000.0,-70900000.0,73900000.0
18,Capital Expenditures,-63700000.0,-91400000.0,-95500000.0,-113300000.0
