,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,46600000.0,112300000.0,21800000.0,6800000.0
Change To Liabilities,26900000.0,23500000.0,17600000.0,4700000.0
Total Cashflows From Investing Activities,-124400000.0,-105800000.0,-212400000.0,-254400000.0
Net Borrowings,-34600000.0,159600000.0,18600000.0,93400000.0
Total Cash From Financing Activities,-10700000.0,96500000.0,177800000.0,139400000.0
Change To Operating Activities,-6500000.0,-6700000.0,-5600000.0,-5500000.0
Issuance Of Stock,95800000.0,95800000.0,222600000.0,102700000.0
Net Income,18200000.0,19000000.0,-37300000.0,45000000.0
Change In Cash,-30600000.0,115000000.0,85900000.0,13400000.0
Repurchase Of Stock,-8900000.0,-300000.0,-2200000.0,-100000.0
Effect Of Exchange Rate,-2200000.0,9900000.0,-7200000.0,500000.0
Total Cash From Operating Activities,106700000.0,114400000.0,127700000.0,127900000.0
Depreciation,121400000.0,118500000.0,113100000.0,109700000.0
Dividends Paid,-63000000.0,-61500000.0,-58600000.0,-57700000.0
Change To Account Receivables,-43400000.0,-28900000.0,1900000.0,-1600000.0
Change To Netincome,-9900000.0,-11000000.0,38000000.0,-24400000.0
Other Cashflows From Financing Activities,,-1300000.0,-2600000.0,1100000.0
