,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,70300000.0,-12700000.0,44900000.0,128000000.0
Total Cashflows From Investing Activities,-119000000.0,-49900000.0,-10400000.0,-3800000.0
Net Borrowings,22100000.0,109200000.0,-63100000.0,-172700000.0
Total Cash From Financing Activities,-30500000.0,49100000.0,-116700000.0,-227600000.0
Change To Operating Activities,-9600000.0,2200000.0,-10900000.0,47000000.0
Issuance Of Stock,400000.0,2000000.0,400000.0,400000.0
Net Income,112200000.0,87500000.0,103200000.0,104800000.0
Change In Cash,-102200000.0,-15100000.0,103900000.0,36200000.0
Repurchase Of Stock,-700000.0,-8700000.0,-500000.0,-1800000.0
Effect Of Exchange Rate,6400000.0,-3700000.0,12200000.0,6300000.0
Total Cash From Operating Activities,40900000.0,-10600000.0,218800000.0,261300000.0
Depreciation,47300000.0,44900000.0,46900000.0,45800000.0
Other Cashflows From Investing Activities,-300000.0,1400000.0,-5300000.0,3100000.0
Dividends Paid,-53300000.0,-53000000.0,-53000000.0,-52900000.0
Change To Inventory,-85600000.0,-107200000.0,-58200000.0,-8400000.0
Change To Account Receivables,-86100000.0,-34800000.0,94100000.0,-56600000.0
Other Cashflows From Financing Activities,1000000.0,-400000.0,-500000.0,-600000.0
Change To Netincome,-8400000.0,8300000.0,-2700000.0,-500000.0
Capital Expenditures,-25000000.0,-24000000.0,-13900000.0,-9300000.0
