,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-94200000.0,-1599200000.0,-785000000.0,-52200000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,1281900000.0,-535800000.0,661300000.0,165600000.0
Net Borrowings,-203700000.0,8300000.0,-89600000.0,-544700000.0
Total Cash From Financing Activities,-1170800000.0,1291300000.0,2332200000.0,-921800000.0
Change To Operating Activities,26500000.0,270500000.0,-40800000.0,132800000.0
Issuance Of Stock,7900000.0,26200000.0,26200000.0,26200000.0
Net Income,170800000.0,144500000.0,-145300000.0,144600000.0
Change In Cash,309400000.0,1213000000.0,3187900000.0,-423900000.0
Repurchase Of Stock,-100000.0,-1600000.0,-200000.0,-100000.0
Total Cash From Operating Activities,198300000.0,457500000.0,194400000.0,332300000.0
Depreciation,19900000.0,21800000.0,20400000.0,21100000.0
Other Cashflows From Investing Activities,1900000.0,800000.0,800000.0,31900000.0
Dividends Paid,-80800000.0,-79200000.0,-79200000.0,-79200000.0
Other Cashflows From Financing Activities,-894100000.0,1337600000.0,2501200000.0,-297800000.0
Change To Netincome,-26500000.0,12900000.0,351600000.0,24500000.0
Capital Expenditures,-6900000.0,-10200000.0,-9100000.0,-19500000.0
