Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Asset Charges,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-09-29,57.16999816894531,57.880001068115234,57.060001373291016,57.41999816894531,56.08245086669922,441400,HXL,1.0591202582453514,1.1025763181590564,1.1426435812292992,1.0206479989635429,0.0384722592818085,0.0123159294366104,0.0533503822380962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,57.59000015258789,58.54999923706055,57.43000030517578,58.4900016784668,57.127532958984375,454700,HXL,1.0578564255016814,1.0818909909693342,1.1251800924701716,1.012478214064533,0.0453782114371483,-0.0068165647920654,0.0360492139932377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,58.52999877929688,58.880001068115234,58.130001068115234,58.22999954223633,56.87358474731445,502500,HXL,1.080513813437982,1.1075869324905532,1.1174198066961794,1.0113391723313174,0.0691746411066644,0.0176235574856511,0.0356191644756072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,58.220001220703125,58.93000030517578,58.040000915527344,58.91999816894531,57.54751586914063,1141000,HXL,1.0489431871272306,1.0753586036504943,1.1157734697200057,1.0126829906128405,0.03626019651439,-0.0131250833710721,0.0258141031233416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,58.95000076293945,59.20000076293945,58.650001525878906,58.86000061035156,57.488914489746094,421400,HXL,1.054106819114111,1.0657073275022904,1.118448818854794,1.0121464877707815,0.0419603313433294,-0.0170931481808223,0.0205270700835349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,58.84000015258789,59.31999969482422,58.59999847412109,59.27999877929688,57.89912796020508,361100,HXL,1.0408793464238058,1.084919866102768,1.1156157280953525,1.0081446760609294,0.0327346703628763,-0.0100233567242682,0.0150426616595888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,59.27999877929688,59.59999847412109,59.06999969482422,59.470001220703125,58.08471298217773,682600,HXL,1.0331637633952624,1.0907400023866194,1.1139120795446955,1.0143616235707735,0.0188021398244888,-0.0129754225660332,0.0154299333679985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,59.61000061035156,59.84000015258789,59.31999969482422,59.540000915527344,58.15307235717773,475500,HXL,1.0246974002850475,1.0761346452049954,1.1033099917681677,1.008797349947511,0.0159000503375366,-0.0167160309389502,0.0140126790742121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,59.59999847412109,59.720001220703125,59.209999084472656,59.29999923706055,57.91866683959961,407100,HXL,1.023087221517232,1.0964068373436109,1.103534070371061,1.0091988628593096,0.0138883586579223,-0.0048253703990954,0.0154370201780673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,59.29999923706055,60.130001068115234,59.119998931884766,60.11000061035156,58.70980072021485,448700,HXL,1.006460966437437,1.0804631607892232,1.1306703610856152,1.0112728774332036,-0.0048119109957665,-0.0182217650341294,0.0546352601204858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,60.369998931884766,60.40999984741211,59.540000915527344,59.720001220703125,58.328880310058594,482800,HXL,1.0096711266280136,1.0957578679559672,1.1217145264603023,1.0098252549340063,-0.0001541283059929,-0.0124916304313078,0.0448239226166853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,59.900001525878906,60.0,59.20000076293945,59.38999938964844,58.00656127929688,787200,HXL,1.0064896443999474,1.1006630772233617,1.1304881365812287,1.0047827275420922,0.0017069168578551,-0.0143986879183459,0.0448941392210222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,59.02999877929688,59.54999923706055,58.43000030517578,58.54999923706055,57.18613815307617,570200,HXL,1.0259027364613291,1.1147389537577972,1.147050534243773,1.016827126331923,0.009075610129406,-0.006256816411519,0.0601122479289726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,58.81999969482422,59.02000045776367,58.43000030517578,58.93999862670898,57.56704330444336,610100,HXL,1.0077002263953898,1.11247387904794,1.1345110664703888,1.016900814218988,-0.0092005878235981,-0.0041098450493664,0.0585157220457335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,58.7400016784668,61.880001068115234,58.119998931884766,61.38999938964844,59.95998001098633,1810200,HXL,0.9831862517653956,1.085577570234256,1.0848095408689662,1.0195478153138224,-0.0363615635484267,-0.0309733321049454,0.006975999551142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,61.880001068115234,63.81999969482422,61.66999816894531,63.7599983215332,62.27477645874024,1270800,HXL,0.9490027509410588,1.064911464708732,1.037228577419398,1.0187296628598663,-0.0697269119188075,-0.0520140610688124,-0.0282454318050662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,63.7400016784668,63.93000030517578,62.83000183105469,62.900001525878906,61.43480682373047,1075700,HXL,0.9618183213590312,1.0879323549314532,1.0546951132354236,1.0231439317955078,-0.0613256104364765,-0.0263057980332288,-0.0137620386301648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,62.77000045776367,63.36000061035156,62.34000015258789,62.43000030517578,60.97575378417969,1017400,HXL,0.9698636698166492,1.086472534394099,1.081040372542577,1.023176662025299,-0.0533129922086501,-0.0143203494522954,0.0016595522447238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,62.400001525878906,62.5099983215332,61.220001220703125,62.0,60.55577087402344,920300,HXL,0.9866313744729542,1.106964248952334,1.1012177394299174,1.028738706809164,-0.0421073323362097,-0.0012495726022316,0.0073964771446128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,62.0099983215332,62.43999862670898,61.290000915527344,62.040000915527344,60.5948371887207,583900,HXL,0.9974866179909274,1.1119150637539958,1.1118799353309654,1.0357335667629224,-0.0382469487719949,0.0075465330665545,0.0208579010101042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
