,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,427000000.0,-234000000.0,1001000000.0,-938000000.0
Change To Liabilities,204000000.0,40000000.0,24000000.0,-46000000.0
Total Cashflows From Investing Activities,-400000000.0,-293000000.0,1143000000.0,-1062000000.0
Net Borrowings,859000000.0,-20000000.0,-662000000.0,625000000.0
Total Cash From Financing Activities,225000000.0,-552000000.0,-1193000000.0,636000000.0
Change To Operating Activities,974000000.0,-382000000.0,-794000000.0,548000000.0
Net Income,673000000.0,737000000.0,707000000.0,-512000000.0
Change In Cash,1715000000.0,-418000000.0,-364000000.0,378000000.0
Repurchase Of Stock,-606000000.0,-47000000.0,-47000000.0,-47000000.0
Total Cash From Operating Activities,1890000000.0,427000000.0,-314000000.0,804000000.0
Depreciation,50000000.0,56000000.0,57000000.0,73000000.0
Other Cashflows From Investing Activities,2000000.0,-2000000.0,-18000000.0,-38000000.0
Change To Account Receivables,-100000000.0,-76000000.0,-530000000.0,103000000.0
Other Cashflows From Financing Activities,-28000000.0,-485000000.0,-531000000.0,11000000.0
Change To Netincome,65000000.0,34000000.0,101000000.0,517000000.0
Capital Expenditures,-74000000.0,-57000000.0,-30000000.0,-86000000.0
Issuance Of Stock,,,,19000000.0
