Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Dividends Paid
2017-09-29,368.4599914550781,376.5,366.6600036621094,374.8999938964844,367.7330322265625,117300,UHAL,1.047319491088539,1.0149860463294391,0.9195912057518268,1.0206479989635429,0.0266714921249962,-0.0752743423930069,-0.169701993239376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,375.8599853515625,376.5,370.1400146484375,371.489990234375,364.3882751464844,73600,UHAL,1.066435153294208,1.0120657187543838,0.9216617707716112,1.012478214064533,0.053956939229675,-0.0766418370070158,-0.1674691077053226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,370.3599853515625,370.5,366.9100036621094,368.0199890136719,360.9846496582031,82000,UHAL,1.0683659170943325,1.0160578320016198,0.9493164321320648,1.0113391723313174,0.057026744763015,-0.0739055430032822,-0.1324842100885073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,368.6900024414063,368.6900024414063,360.489990234375,365.010009765625,358.0322265625,106000,UHAL,1.0593133310603478,1.0285513126491648,0.9647271564950562,1.0126829906128405,0.0466303404475072,-0.0599323743724016,-0.1252322101016078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,364.0,365.8599853515625,358.760009765625,362.6099853515625,355.6780090332031,93600,UHAL,1.0595406704689727,1.0298914006409516,0.9664942263984878,1.0121464877707815,0.0473941826981911,-0.052909075042161,-0.1314275223727713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,362.6000061035156,365.3500061035156,359.92999267578125,364.5899963378906,357.6202087402344,88200,UHAL,1.042678076774167,1.0368769925226773,0.9624831644394048,1.0081446760609294,0.0345334007132376,-0.0580662303043588,-0.1380899019963587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,365.9500122070313,365.9500122070313,363.260009765625,364.1400146484375,357.1788024902344,51300,UHAL,1.0436094902313606,1.026719075942613,0.9491048172702832,1.0143616235707735,0.029247866660587,-0.0769963490100396,-0.1493773289064137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,364.2999877929688,365.1000061035156,361.3599853515625,363.4299926757813,356.4823913574219,53600,UHAL,1.0218198192568153,1.0114226131442663,0.9378528689010518,1.008797349947511,0.0130224693093043,-0.0814280629996793,-0.1514444437929037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,363.5499877929688,364.7300109863281,360.8200073242188,363.25,356.30584716796875,48300,UHAL,1.0176737816080434,1.0201106083459026,0.9493045652280044,1.0091988628593096,0.0084749187487338,-0.0811215993968037,-0.1387924849649892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,362.010009765625,367.6199951171875,362.010009765625,365.2900085449219,358.3068542480469,88000,UHAL,1.0003832723263155,1.007396304181612,0.9373872700270224,1.0112728774332036,-0.010889605106888,-0.0912886216417405,-0.138647830938107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,365.3399963378906,370.4700012207031,363.9599914550781,368.55999755859375,361.5143127441406,112200,UHAL,0.9866237844840255,1.0097605110744876,0.9401712006338626,1.0098252549340063,-0.023201470449981,-0.0984889873127874,-0.1367194032097544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,368.5799865722656,369.30999755859375,365.1900024414063,367.760009765625,360.7296447753906,97700,UHAL,0.9724820392966764,1.0243996200125056,0.9314730674261228,1.0047827275420922,-0.0323006882454157,-0.090662145129202,-0.1541209299340836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,368.2200012207031,370.7900085449219,365.6400146484375,367.8399963378906,360.80804443359375,103000,UHAL,0.9729774900663608,1.0362904951535816,0.937677017883342,1.016827126331923,-0.0438496362655622,-0.0847052750157346,-0.1492612684314582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
