,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Capital Surplus,453819000.0,453819000.0,453819000.0,453819000.0
Total Liab,10003354000.0,9799724000.0,9690150000.0,9517847000.0
Total Stockholder Equity,5263525000.0,5003879000.0,4909152000.0,4757628000.0
Deferred Long Term Liab,101169000.0,89749000.0,92139000.0,93407000.0
Total Assets,15114882000.0,14651606000.0,14447305000.0,14123478000.0
Common Stock,10497000.0,10497000.0,10497000.0,10497000.0
Other Current Assets,6800000.0,47163000.0,5800000.0,5700000.0
Retained Earnings,5293730000.0,4958359000.0,4884579000.0,4740809000.0
Other Liab,4543784000.0,4392732000.0,4305934000.0,4083980000.0
Treasury Stock,-494521000.0,-418796000.0,-439743000.0,-447497000.0
Other Assets,4762746000.0,4546774000.0,4319180000.0,4340860000.0
Cash,1519981000.0,1194012000.0,1398840000.0,1215568000.0
Total Current Liabilities,1232103000.0,1151971000.0,1336748000.0,1231368000.0
Short Long Term Debt,346325000.0,307779000.0,519104000.0,400069000.0
Other Stockholder Equity,31132000.0,106857000.0,85910000.0,78156000.0
Property Plant Equipment,4859049000.0,4912513000.0,4859951000.0,4852719000.0
Total Current Assets,2218861000.0,2082951000.0,2219119000.0,2014730000.0
Long Term Investments,3274226000.0,3109368000.0,3049055000.0,2915169000.0
Net Tangible Assets,5263525000.0,5003879000.0,4909152000.0,4757628000.0
Net Receivables,267537000.0,259821000.0,259410000.0,245794000.0
Long Term Debt,3144211000.0,3852646000.0,3603930000.0,3696171000.0
Inventory,117978000.0,105577000.0,104180000.0,100595000.0
Accounts Payable,692575000.0,622934000.0,602607000.0,623501000.0
Short Term Investments,,7234000.0,,
