,2021-06-12,2021-03-20,2020-12-26,2020-09-05
Investments,530000000.0,538000000.0,-731000000.0,-395000000.0
Change To Liabilities,792000000.0,-1906000000.0,477000000.0,1625000000.0
Total Cashflows From Investing Activities,-210000000.0,94000000.0,-2858000000.0,-1999000000.0
Net Borrowings,-1660000000.0,-344000000.0,-714000000.0,-753000000.0
Total Cash From Financing Activities,-3056000000.0,-1888000000.0,-2592000000.0,-2560000000.0
Change To Operating Activities,170000000.0,-210000000.0,228000000.0,49000000.0
Issuance Of Stock,38000000.0,62000000.0,34000000.0,25000000.0
Net Income,2358000000.0,1714000000.0,1845000000.0,2291000000.0
Change In Cash,-185000000.0,-2523000000.0,-905000000.0,170000000.0
Repurchase Of Stock,-2000000.0,-177000000.0,-467000000.0,-413000000.0
Effect Of Exchange Rate,22000000.0,-10000000.0,55000000.0,68000000.0
Total Cash From Operating Activities,3059000000.0,-719000000.0,4490000000.0,4661000000.0
Depreciation,653000000.0,560000000.0,665000000.0,609000000.0
Other Cashflows From Investing Activities,1000000.0,1000000.0,9000000.0,-2000000.0
Dividends Paid,-1413000000.0,-1429000000.0,-1415000000.0,-1417000000.0
Change To Inventory,-413000000.0,-397000000.0,33000000.0,278000000.0
Change To Account Receivables,-759000000.0,-455000000.0,1010000000.0,-329000000.0
Other Cashflows From Financing Activities,-19000000.0,-19000000.0,-30000000.0,-2000000.0
Change To Netincome,-31000000.0,-252000000.0,822000000.0,3000000.0
Capital Expenditures,-834000000.0,-471000000.0,-2166000000.0,-886000000.0
