,2021-05-01,2021-01-30,2020-10-31,2020-08-01
Change To Liabilities,-51609000.0,4895000.0,5121000.0,33204000.0
Total Cashflows From Investing Activities,-3624605000.0,-23149000.0,-37547000.0,-20586000.0
Net Borrowings,3460017000.0,-150000000.0,-100000000.0,-100000000.0
Total Cash From Financing Activities,3412377000.0,-218720000.0,-219480000.0,-41258000.0
Change To Operating Activities,-98279000.0,-13708000.0,56353000.0,21375000.0
Issuance Of Stock,549000.0,36145000.0,2256000.0,42776000.0
Net Income,-88242000.0,16536000.0,-22908000.0,-157893000.0
Change In Cash,-225955000.0,-83574000.0,507000.0,163986000.0
Repurchase Of Stock,-73175000.0,-25468000.0,-25912000.0,-25213000.0
Total Cash From Operating Activities,-13727000.0,158295000.0,257534000.0,225830000.0
Depreciation,180476000.0,179272000.0,157267000.0,166007000.0
Other Cashflows From Investing Activities,447000.0,-1099000.0,-476000.0,34000.0
Dividends Paid,-40557000.0,-40463000.0,-40229000.0,-40119000.0
Change To Inventory,-13249000.0,96000.0,-5984000.0,-33000.0
Change To Account Receivables,-57999000.0,-46397000.0,-6729000.0,-14782000.0
Other Cashflows From Financing Activities,65543000.0,-38934000.0,-55595000.0,-18702000.0
Change To Netincome,115175000.0,7575000.0,74414000.0,177952000.0
Capital Expenditures,-21444000.0,-18556000.0,-35359000.0,-17540000.0
