Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Total Assets,Other Current Assets,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Retained Earnings,Other Current Liab,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,30.229999542236328,30.440000534057617,30.01000022888184,30.100000381469727,24.28458976745605,511900,APO,1.0491693487941796,1.155254989369798,1.0235988997589485,1.0206479989635429,0.0285213498306367,0.064994600647352,-0.0656942992322544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,30.020000457763672,30.280000686645508,29.96999931335449,30.1200008392334,24.30072593688965,488800,APO,1.0501328864253343,1.160207789614585,1.022232741541809,1.012478214064533,0.0376546723608013,0.0715002338531853,-0.0668981369351247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,30.200000762939453,30.299999237060547,29.989999771118164,30.040000915527344,24.236183166503903,565100,APO,1.019973494381722,1.178142387425886,1.0022470751742778,1.0113391723313174,0.0086343220504045,0.088179012420984,-0.0795535670462943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,30.170000076293945,30.3799991607666,29.989999771118164,30.3799991607666,24.51049423217773,249700,APO,1.0299538743765058,1.1906449509818953,0.9968140683073844,1.0126829906128405,0.0172708837636652,0.1021612639603288,-0.0931452982892796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,30.350000381469727,30.690000534057617,30.309999465942383,30.540000915527344,24.63958168029785,652700,APO,1.0186640793167054,1.180092763432038,0.9963297623352164,1.0121464877707815,0.0065175915459239,0.0972922877489252,-0.1015919864360427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,30.57999992370605,30.959999084472656,30.440000534057617,30.459999084472656,24.57503700256348,399200,APO,1.0308601170858052,1.1941725328705717,0.991142231956994,1.0081446760609294,0.0227154410248757,0.0992293100435355,-0.1094308344787695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,30.51000022888184,30.799999237060547,30.51000022888184,30.559999465942383,24.655717849731445,424300,APO,1.018979016836242,1.2002142542677374,0.9953396447677236,1.0143616235707735,0.0046173932654685,0.0964988293150848,-0.1031425014089733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,30.559999465942383,31.06999969482422,30.559999465942383,30.82999992370605,24.87355613708496,486900,APO,0.9892959132367096,1.1532128861895878,0.980923259402126,1.008797349947511,-0.0195014367108012,0.0603622100456422,-0.1083740532918295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,30.8700008392334,30.989999771118164,30.75,30.90999984741211,24.93809509277344,216300,APO,0.9831770319938958,1.1613764674857112,0.9660126423890212,1.0091988628593096,-0.0260218308654137,0.0601442597430048,-0.1220844078039724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,31.040000915527344,31.100000381469727,30.780000686645508,30.84000015258789,24.88161849975586,411000,APO,0.9464980582031584,1.1525104303259743,0.9524539954898126,1.0112728774332036,-0.0647748192300452,0.0538255045026216,-0.1235811054753168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
