,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,10901000.0,50000000.0,2496000.0,2496000.0
Change To Liabilities,7367000.0,5097000.0,-92176000.0,20088000.0
Total Cashflows From Investing Activities,-2168000.0,-16030000.0,-413925000.0,-155460000.0
Net Borrowings,-923000.0,588000.0,81529000.0,-2526000.0
Total Cash From Financing Activities,11363000.0,22175000.0,70436000.0,422000.0
Change To Operating Activities,-468000.0,-60163000.0,11921000.0,-7723000.0
Issuance Of Stock,8256000.0,20556000.0,15936000.0,7114000.0
Net Income,-133819000.0,-199649000.0,-393967000.0,-35884000.0
Change In Cash,63620000.0,-13220000.0,-453975000.0,-121544000.0
Effect Of Exchange Rate,2208000.0,-1339000.0,4450000.0,1299000.0
Total Cash From Operating Activities,52217000.0,-18026000.0,-114936000.0,32195000.0
Depreciation,55914000.0,51607000.0,40058000.0,15374000.0
Change To Inventory,643000.0,-2877000.0,-22340000.0,-2392000.0
Change To Account Receivables,-4856000.0,-11717000.0,-4641000.0,8323000.0
Other Cashflows From Financing Activities,4030000.0,1031000.0,-326000.0,-4166000.0
Change To Netincome,128260000.0,198852000.0,346209000.0,34409000.0
Capital Expenditures,-2290000.0,-2115000.0,-1152000.0,-1231000.0
Other Cashflows From Investing Activities,,3150000.0,3150000.0,3150000.0
Repurchase Of Stock,,,-26703000.0,-26703000.0
