,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Intangible Assets,1963172000.0,1997214000.0,2020864000.0,386573000.0
1,Capital Surplus,17314749000.0,17016628000.0,16857797000.0,2835274000.0
2,Total Liab,1610049000.0,1752860000.0,1871477000.0,1218349000.0
3,Total Stockholder Equity,16001070000.0,15829498000.0,15883804000.0,2231036000.0
4,Deferred Long Term Liab,7913000.0,,,
5,Other Current Liab,107224000.0,107841000.0,86269000.0,64265000.0
6,Total Assets,17611119000.0,17582358000.0,17755281000.0,3449385000.0
7,Common Stock,159000.0,154000.0,150000.0,84000.0
8,Other Current Assets,16658000.0,,,
9,Retained Earnings,-1326129000.0,-1192310000.0,-992661000.0,-598694000.0
10,Other Liab,86729000.0,88975000.0,106168000.0,23813000.0
11,Good Will,14454712000.0,14451975000.0,14581255000.0,1691355000.0
12,Treasury Stock,12291000.0,5026000.0,18518000.0,-5628000.0
13,Other Assets,18334000.0,28002000.0,18357000.0,7117000.0
14,Cash,783724000.0,720104000.0,733324000.0,1187299000.0
15,Total Current Liabilities,276227000.0,260364000.0,332649000.0,200825000.0
16,Short Long Term Debt,13619000.0,13693000.0,56013000.0,13609000.0
17,Other Stockholder Equity,12291000.0,5026000.0,18518000.0,-5628000.0
18,Property Plant Equipment,70064000.0,72837000.0,75198000.0,54297000.0
19,Total Current Assets,1104837000.0,1032330000.0,1059607000.0,1310043000.0
20,Net Tangible Assets,-416814000.0,-619691000.0,-718315000.0,153108000.0
21,Short Term Investments,2538000.0,2530000.0,53245000.0,3070000.0
22,Net Receivables,179436000.0,178341000.0,169281000.0,85803000.0
23,Long Term Debt,1210600000.0,1363381000.0,1389518000.0,963385000.0
24,Inventory,56990000.0,58290000.0,56498000.0,11578000.0
25,Accounts Payable,42077000.0,34377000.0,46030000.0,21408000.0
0,Investments,10901000.0,50000000.0,2496000.0,2496000.0
1,Change To Liabilities,7367000.0,5097000.0,-92176000.0,20088000.0
2,Total Cashflows From Investing Activities,-2168000.0,-16030000.0,-413925000.0,-155460000.0
3,Net Borrowings,-923000.0,588000.0,81529000.0,-2526000.0
4,Total Cash From Financing Activities,11363000.0,22175000.0,70436000.0,422000.0
5,Change To Operating Activities,-468000.0,-60163000.0,11921000.0,-7723000.0
6,Issuance Of Stock,8256000.0,20556000.0,15936000.0,7114000.0
7,Net Income,-133819000.0,-199649000.0,-393967000.0,-35884000.0
8,Change In Cash,63620000.0,-13220000.0,-453975000.0,-121544000.0
9,Effect Of Exchange Rate,2208000.0,-1339000.0,4450000.0,1299000.0
10,Total Cash From Operating Activities,52217000.0,-18026000.0,-114936000.0,32195000.0
11,Depreciation,55914000.0,51607000.0,40058000.0,15374000.0
12,Change To Inventory,643000.0,-2877000.0,-22340000.0,-2392000.0
13,Change To Account Receivables,-4856000.0,-11717000.0,-4641000.0,8323000.0
14,Other Cashflows From Financing Activities,4030000.0,1031000.0,-326000.0,-4166000.0
15,Change To Netincome,128260000.0,198852000.0,346209000.0,34409000.0
16,Capital Expenditures,-2290000.0,-2115000.0,-1152000.0,-1231000.0
17,Other Cashflows From Investing Activities,,3150000.0,3150000.0,3150000.0
18,Repurchase Of Stock,,,-26703000.0,-26703000.0
