,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-431000000.0,-254000000.0,-61000000.0,-367000000.0
Change To Liabilities,-131000000.0,122000000.0,-74000000.0,265000000.0
Total Cashflows From Investing Activities,-703000000.0,-438000000.0,-8593000000.0,-633000000.0
Net Borrowings,-214000000.0,-1404000000.0,-216000000.0,6632000000.0
Total Cash From Financing Activities,-1549000000.0,-2357000000.0,-283000000.0,5951000000.0
Change To Operating Activities,-3073000000.0,-3088000000.0,-2762000000.0,-1922000000.0
Net Income,1219000000.0,2069000000.0,594000000.0,-337000000.0
Change In Cash,570000000.0,566000000.0,-6323000000.0,7009000000.0
Repurchase Of Stock,-969000000.0,-633000000.0,-633000000.0,-603000000.0
Effect Of Exchange Rate,83000000.0,-38000000.0,-23000000.0,62000000.0
Total Cash From Operating Activities,2739000000.0,3399000000.0,2576000000.0,1629000000.0
Depreciation,1359000000.0,1347000000.0,1398000000.0,330000000.0
Other Cashflows From Investing Activities,100000000.0,53000000.0,73000000.0,-100000000.0
Change To Account Receivables,105000000.0,-7000000.0,-84000000.0,-258000000.0
Other Cashflows From Financing Activities,-366000000.0,-320000000.0,-67000000.0,-94000000.0
Change To Netincome,352000000.0,170000000.0,646000000.0,1653000000.0
Capital Expenditures,-402000000.0,-289000000.0,-147000000.0,-135000000.0
Issuance Of Stock,,,,16000000.0
