,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-59900000.0,2400000.0,-8800000.0,31800000.0
Change To Liabilities,64500000.0,-32700000.0,61400000.0,21700000.0
Total Cashflows From Investing Activities,-246900000.0,194700000.0,-1107300000.0,-178900000.0
Net Borrowings,-159100000.0,-117400000.0,780900000.0,-3000000.0
Total Cash From Financing Activities,-361800000.0,-600800000.0,620500000.0,-203700000.0
Change To Operating Activities,72700000.0,-39000000.0,8700000.0,16400000.0
Issuance Of Stock,1500000.0,2800000.0,1400000.0,6200000.0
Net Income,372700000.0,-131000000.0,265300000.0,146400000.0
Change In Cash,198400000.0,28500000.0,-154800000.0,24600000.0
Repurchase Of Stock,-126000000.0,-412100000.0,-87500000.0,-144800000.0
Effect Of Exchange Rate,8800000.0,400000.0,-5000000.0,6900000.0
Total Cash From Operating Activities,798300000.0,434200000.0,337000000.0,400300000.0
Depreciation,153400000.0,138700000.0,124000000.0,87100000.0
Other Cashflows From Investing Activities,-7500000.0,481700000.0,-9100000.0,-25100000.0
Dividends Paid,-78300000.0,-73400000.0,-67800000.0,-60600000.0
Change To Inventory,109300000.0,-50500000.0,-82400000.0,-29900000.0
Change To Account Receivables,-19900000.0,41400000.0,-30200000.0,-30700000.0
Other Cashflows From Financing Activities,100000.0,-700000.0,-6500000.0,-1500000.0
Change To Netincome,45600000.0,507300000.0,-9800000.0,189300000.0
Capital Expenditures,-182400000.0,-232600000.0,-180200000.0,-178000000.0
