,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,898406000.0,565473000.0,604614000.0,726980000.0
Total Liab,2683003000.0,2022657000.0,1887273000.0,1983034000.0
Total Stockholder Equity,3880990000.0,3405362000.0,3177810000.0,3205945000.0
Minority Interest,10478000.0,12848000.0,7988000.0,11340000.0
Other Current Liab,165955000.0,135522000.0,139304000.0,102049000.0
Total Assets,6574471000.0,5440867000.0,5073071000.0,5200334000.0
Common Stock,2002825000.0,1982164000.0,1998564000.0,2048037000.0
Other Current Assets,57000.0,124000.0,552000.0,187000.0
Retained Earnings,1939408000.0,1658661000.0,1339024000.0,1146223000.0
Other Liab,324870000.0,254415000.0,238850000.0,268571000.0
Good Will,3026049000.0,2356085000.0,2322928000.0,2433784000.0
Treasury Stock,-61243000.0,-235463000.0,-159778000.0,11685000.0
Other Assets,52720000.0,51581000.0,60212000.0,39389000.0
Cash,220531000.0,319581000.0,220633000.0,201534000.0
Total Current Liabilities,577920000.0,503607000.0,465196000.0,398462000.0
Other Stockholder Equity,-61243000.0,-235463000.0,-159778000.0,11685000.0
Property Plant Equipment,1385542000.0,1243692000.0,1031582000.0,1010524000.0
Total Current Assets,1211754000.0,1224036000.0,1053735000.0,989657000.0
Net Tangible Assets,-43465000.0,483804000.0,250268000.0,45181000.0
Net Receivables,609406000.0,586481000.0,564830000.0,528066000.0
Long Term Debt,1650540000.0,1150521000.0,1183227000.0,1316001000.0
Inventory,315067000.0,263544000.0,208243000.0,205731000.0
Accounts Payable,156950000.0,149341000.0,152913000.0,135866000.0
