Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,2069000.0,1435000.0,1288000.0,974000.0
Capital Surplus,1103305000.0,905821000.0,30834000.0,19716000.0
Total Liab,932853000.0,255700000.0,114986000.0,61958000.0
Total Stockholder Equity,957432000.0,782341000.0,-76041000.0,-75701000.0
Deferred Long Term Liab,26750000.0,17409000.0,7292000.0,3054000.0
Other Current Liab,217383000.0,142357000.0,73349000.0,39031000.0
Total Assets,1890285000.0,1038041000.0,179750000.0,127062000.0
Common Stock,3000.0,3000.0,,
Other Current Assets,20834000.0,17962000.0,7073000.0,5525000.0
Retained Earnings,-148163000.0,-123616000.0,-106906000.0,-95369000.0
Other Liab,7712000.0,6951000.0,2752000.0,4703000.0
Good Will,17609000.0,9058000.0,7626000.0,6292000.0
Treasury Stock,2287000.0,133000.0,31000.0,-48000.0
Other Assets,47501000.0,37855000.0,27236000.0,8256000.0
Cash,224927000.0,597297000.0,53639000.0,60024000.0
Total Current Liabilities,297844000.0,200239000.0,112234000.0,57255000.0
Other Stockholder Equity,2287000.0,133000.0,31000.0,-48000.0
Property Plant Equipment,105026000.0,85751000.0,21649000.0,11121000.0
Total Current Assets,1718080000.0,903942000.0,121951000.0,100419000.0
Net Tangible Assets,937754000.0,771848000.0,-84955000.0,-82967000.0
Short Term Investments,1292532000.0,176674000.0,,
Net Receivables,171195000.0,104972000.0,56348000.0,32853000.0
Long Term Debt,575864000.0,,,
Accounts Payable,21342000.0,15429000.0,12638000.0,5316000.0
Investments,-1124378000.0,-176639000.0,-176639000.0,-176639000.0
Change To Liabilities,76327000.0,70274000.0,38840000.0,34472000.0
Total Cashflows From Investing Activities,-1152624000.0,-202220000.0,-17456000.0,-12760000.0
Net Borrowings,730207000.0,730207000.0,730207000.0,730207000.0
Total Cash From Financing Activities,670276000.0,714216000.0,7782000.0,462000.0
Change To Operating Activities,-24545000.0,-32302000.0,-6354000.0,-6224000.0
Issuance Of Stock,31155000.0,714216000.0,7782000.0,462000.0
Net Income,-24547000.0,-16710000.0,-10762000.0,-2570000.0
Change In Cash,-372478000.0,536209000.0,1202000.0,1480000.0
Repurchase Of Stock,-1040000.0,-1040000.0,-1040000.0,-1040000.0
Effect Of Exchange Rate,779000.0,-21000.0,47000.0,-54000.0
Total Cash From Operating Activities,109091000.0,24234000.0,10829000.0,13832000.0
Depreciation,14507000.0,11618000.0,5515000.0,2704000.0
Change To Account Receivables,-64248000.0,-47510000.0,-25322000.0,-19274000.0
Other Cashflows From Financing Activities,-90046000.0,-90046000.0,-90046000.0,-90046000.0
Change To Netincome,101480000.0,32712000.0,5730000.0,3450000.0
Capital Expenditures,-5415000.0,-13315000.0,-9662000.0,-2351000.0
