Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-02,45.0,45.77999877929688,43.61000061035156,44.790000915527344,44.790000915527344,5880800,DDOG,0.7787452635667036,1.60214335051182,1.7856664818510182,0.7365135258588363,0.0422317377078672,0.5947500510904975,0.7255914512111865,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-03,44.79999923706055,44.86000061035156,42.36000061035156,43.400001525878906,43.400001525878906,4483700,DDOG,0.7972349598533891,1.6281106262168137,1.888940103102298,0.7619740946148655,0.0352608652385235,0.5688733902684615,0.783977173136531,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-04,44.33000183105469,44.900001525878906,43.130001068115234,44.525001525878906,44.525001525878906,2239900,DDOG,0.7791128004015092,1.7190342120716295,1.8117910253648872,0.7200387043581622,0.059074096043347,0.6741507738869608,0.7585732749192073,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-05,43.310001373291016,48.119998931884766,43.310001373291016,47.29999923706055,47.29999923706055,5074300,DDOG,0.7670190140483287,1.5589851808283477,1.698942957855014,0.8035293557496315,-0.0365103417013027,0.4988427873917216,0.609149707520694,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-06,46.0099983215332,46.43999862670898,43.08000183105469,43.619998931884766,43.619998931884766,3987400,DDOG,0.8230170198293426,1.794131225414245,1.9346630320057656,0.8279168057463571,-0.0048997859170144,0.7292678405824893,0.7970508133512941,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-09,38.77999877929688,40.0,37.369998931884766,38.81999969482422,38.81999969482422,9150100,DDOG,0.9569809844906316,1.959041825080112,2.280783143007912,0.9535238275269462,0.0034571569636854,0.8600873966216558,1.0219469927730556,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-10,39.75,39.84999847412109,36.45000076293945,38.0,38.0,13106300,DDOG,0.9723684411299856,2.0539474487304688,2.35210519087942,0.93751496128262,0.0348534798473656,0.9807414735757644,1.1410616703656031,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-11,37.310001373291016,37.709999084472656,34.790000915527344,35.560001373291016,35.560001373291016,6011700,DDOG,1.0649605587565805,2.292463259135186,2.4535994553007288,0.9759973030416064,0.0889632557149741,1.1297821779758077,1.169806210648768,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-12,32.459999084472656,34.93000030517578,31.0,33.099998474121094,33.099998474121094,6687300,DDOG,1.1755287504872094,2.477039324574972,2.5888219453666177,1.1183169023040096,0.0572118481831998,1.1483892043681885,1.1602525142267652,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-13,36.0,36.59999847412109,32.0,35.2599983215332,35.2599983215332,5704700,DDOG,1.098695505462017,2.355076712094311,2.499716494195677,1.0020290023992315,0.0966665030627855,1.1326915436734266,1.1955897623789369,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-16,32.0,33.18000030517578,28.8799991607666,28.959999084472656,28.959999084472656,4915500,DDOG,1.3687845525831537,2.992058158328383,3.225483653837288,1.154696163181374,0.2140883894017797,1.5706324565372922,1.6942856329223008,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-17,29.530000686645508,34.439998626708984,29.309999465942383,34.119998931884766,34.119998931884766,4476800,DDOG,1.184056353768685,2.5436695085714978,2.6699883155327164,1.1570109519637126,0.0270454018049723,1.1815793704862874,1.2311592333143642,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-18,30.850000381469727,33.880001068115234,30.459999084472656,32.08000183105469,32.08000183105469,3133800,DDOG,1.2777431215352015,2.7746258433833795,2.754675738859729,1.2579863744882274,0.0197567470469741,1.2576041442938106,1.159892062062874,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-19,32.0,33.77000045776367,31.299999237060547,33.099998474121094,33.099998474121094,4076200,DDOG,1.2084592702103478,2.7096678723876524,2.738670867213264,1.1695174739874898,0.0389417962228579,1.2571465241971995,1.1906556871548055,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-20,33.540000915527344,35.119998931884766,33.0099983215332,33.380001068115234,33.380001068115234,5349700,DDOG,1.207010174544679,2.6512881116872014,2.7636308282841164,1.2321109934680623,-0.0251008189233832,1.2045157740896435,1.135915075195662,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-23,34.099998474121094,34.099998474121094,30.6299991607666,32.900001525878906,32.900001525878906,4407900,DDOG,1.2203647314209758,2.723404082630281,2.763525652040724,1.2782648704797976,-0.0579001390588218,1.2189722052972862,1.106830004308267,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-24,34.04999923706055,35.38999938964844,33.75,34.4900016784668,34.4900016784668,3495400,DDOG,1.2122354113828393,2.4499853838150445,2.962017938256324,1.1633792784668344,0.0488561329160048,1.1345557043274752,1.4750398609081263,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-25,34.11000061035156,36.88999938964844,33.599998474121094,33.689998626708984,33.689998626708984,3049100,DDOG,1.2831701188602649,2.4850105263682325,3.072425240592593,1.1630380067850696,0.1201321120751952,1.18871602373819,1.6223518851410816,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-26,34.06999969482422,35.93000030517578,33.40999984741211,34.29999923706055,34.29999923706055,4155000,DDOG,1.2711370100268706,2.5349853901540103,3.017201171011992,1.1093241340992537,0.1618128759276169,1.2906595503876528,1.637280363336912,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-27,34.290000915527344,35.2400016784668,33.141998291015625,34.54999923706055,34.54999923706055,2892500,DDOG,1.292330029286497,2.5869753756041547,3.093777185239164,1.195296091343066,0.0970339379434308,1.296117684499916,1.6308089390395597,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-30,35.45000076293945,35.654998779296875,33.75,34.75,34.75,2321400,DDOG,1.2984172354499213,2.578129391018435,2.9905035444300814,1.1443490799402438,0.1540681555096774,1.3031520766799385,1.5637279965699358,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-03-31,34.5,36.540000915527344,34.36000061035156,35.97999954223633,35.97999954223633,3221700,DDOG,1.250138969274723,2.472484719741144,2.902445848632853,1.1201491571206488,0.1299898121540741,1.1637106355949125,1.425377981961131,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-01,34.83000183105469,37.0,34.310001373291016,34.880001068115234,34.880001068115234,2855200,DDOG,1.3139334984983455,2.582855320501821,2.943233959816409,1.1936280309095093,0.1203054675888362,1.212781522542284,1.3526982058867858,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-02,34.900001525878906,35.869998931884766,33.619998931884766,34.599998474121094,34.599998474121094,1866000,DDOG,1.346820824543543,2.7783237425665765,3.2309250244372163,1.1939662404088118,0.152854584134731,1.405478202001758,1.6426630827192945,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-03,34.5,35.34400177001953,33.040000915527344,34.689998626708984,34.689998626708984,2626900,DDOG,1.3421736297632172,2.770250858416884,3.234361527528447,1.2106828272376642,0.131490802525553,1.3880470097608149,1.6029277872648795,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-06,35.439998626708984,36.45000076293945,35.099998474121094,36.27999877929688,36.27999877929688,2187300,DDOG,1.3674201289847183,2.6573871804297187,3.2213342524496915,1.1388974241006424,0.2285227048840759,1.3690949381908006,1.7304645732445605,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-07,37.0,37.2400016784668,35.0099983215332,35.900001525878906,35.900001525878906,2920700,DDOG,1.4409470012124148,2.413927576009699,3.162952596809893,1.1578204984735645,0.2831265027388503,1.1574176416258095,1.696506953745597,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-08,36.09999847412109,37.88999938964844,35.400001525878906,37.150001525878906,37.150001525878906,4113200,DDOG,1.499057774948273,2.3927320521838245,3.049528836132318,1.0946023996533671,0.4044553752949058,1.1773393323952572,1.6486845085080082,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-09,37.0,37.4900016784668,36.34999847412109,36.95000076293945,36.95000076293945,2737200,DDOG,1.863599436766929,2.3945873215157905,3.04086598891353,1.034988442566395,0.8286109942005337,1.1824139626753558,1.683856027101932,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-13,37.68999862670898,38.34999847412109,37.41999816894531,37.869998931884766,37.869998931884766,3050700,DDOG,1.848164769945141,2.252838786577705,2.948508233732663,1.0242207536395156,0.8239440163056253,1.0171052950062622,1.57881230344359,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-14,38.56999969482422,39.11600112915039,38.25,38.90999984741211,38.90999984741211,2725600,DDOG,1.6754048495773,2.243639254538936,2.7907991972174964,1.0130380487332131,0.6623668008440868,1.0327251737894234,1.451130060716636,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-15,38.58000183105469,39.36000061035156,38.02000045776367,38.7400016784668,38.7400016784668,2956200,DDOG,1.733608692625316,2.378420118677058,2.6373255999556497,1.0554691201654949,0.6781395724598214,1.1259409370318494,1.2599614316442056,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-16,39.09999847412109,39.91999816894531,38.720001220703125,39.63999938964844,39.63999938964844,2895800,DDOG,1.7005551135228518,2.2885974424205893,2.4959637730782447,1.1191469275195236,0.5814081860033282,1.0167348544795312,1.0924153229960034,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-17,40.0,40.66899871826172,38.54999923706055,40.400001525878906,40.400001525878906,3180000,DDOG,1.7341582899128267,2.2153464509814254,2.526732623157591,1.059274009359354,0.6748842805534727,0.9886815620851176,1.1752890907945983,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-20,39.970001220703125,42.584999084472656,39.970001220703125,40.9900016784668,40.9900016784668,2934300,DDOG,1.7248107844158225,2.07904361383502,2.433764285221711,1.0996299435474195,0.625180840868403,0.8364521961096962,1.091156653068214,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-21,41.02999877929688,41.68399810791016,38.13999938964844,40.0,40.0,3063300,DDOG,1.7472499847412108,2.1209999084472657,2.533250045776367,1.1321504200906551,0.6150995646505557,0.8501864648490689,1.1627516508839808,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
2020-04-22,40.560001373291016,41.43000030517578,40.2599983215332,40.290000915527344,40.290000915527344,1885700,DDOG,1.8128567698140328,2.179945391790893,2.408289813215232,1.1137589563145864,0.6990978134994463,0.923635393068186,1.102098712371151,1435000.0,905821000.0,255700000.0,782341000.0,17409000.0,142357000.0,1038041000.0,3000.0,17962000.0,-123616000.0,6951000.0,9058000.0,133000.0,37855000.0,597297000.0,200239000.0,133000.0,85751000.0,903942000.0,771848000.0,176674000.0,104972000.0,,15429000.0,-176639000.0,70274000.0,-202220000.0,730207000.0,714216000.0,-32302000.0,714216000.0,-16710000.0,536209000.0,-1040000.0,-21000.0,24234000.0,11618000.0,-47510000.0,-90046000.0,32712000.0,-13315000.0
