Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2019-10-03,31.18000030517578,34.79999923706055,30.5,32.88999938964844,32.88999938964844,2437800,DDOG,1.0471267639350696,1.214654956044573,1.183034374262055,1.0604946631589245,-0.0133678992238546,0.0970762083133638,0.2741389956561401,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-04,33.04999923706055,35.08000183105469,32.79899978637695,34.720001220703125,34.720001220703125,918700,DDOG,1.005472310484704,1.1581220527289586,1.115783419251915,1.0487397601702302,-0.043267449685526,0.0487084766941643,0.2450501440602669,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-07,34.900001525878906,37.970001220703125,34.400001525878906,36.810001373291016,36.810001373291016,1983800,DDOG,0.8981255131731409,1.091007833445826,1.0768812255033178,1.0501054432696155,-0.1519799300964746,-0.0190927063750727,0.2039619604869021,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-08,36.5,36.70000076293945,34.91999816894531,35.45000076293945,35.45000076293945,1217000,DDOG,0.8826516288326542,1.154865944869286,1.139633304835196,1.0730029298493442,-0.1903513010166899,0.013714979045132,0.2166542047231264,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-09,35.849998474121094,37.4900016784668,35.61000061035156,36.75,36.75,1166800,DDOG,0.8927891530147215,1.0685714410275828,1.11537419533243,1.0691769327565497,-0.1763877797418281,-0.0657756309720549,0.2114839774567051,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-10,36.75,37.34999847412109,35.150001525878906,35.599998474121094,35.599998474121094,1348600,DDOG,0.9424157492997994,1.130056215352957,1.1235955537772684,1.062308334970296,-0.1198925856704965,-7.852884165981955e-05,0.2514212317647889,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-11,35.93000030517578,36.47999954223633,35.369998931884766,35.66999816894531,35.66999816894531,2168600,DDOG,0.9643959431382289,1.1384918052983548,1.1295206891993692,1.046331019445505,-0.0819350763072764,0.0155152947366254,0.2543479289381003,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-14,35.650001525878906,36.25,32.95000076293945,33.09000015258789,33.09000015258789,2194800,DDOG,1.21456628713753,1.244786897454505,1.2133575503395355,1.0486679415024387,0.1658983456350913,0.1180944771182108,0.3327543510144166,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-15,33.16999816894531,34.849998474121094,32.5099983215332,34.79999923706055,34.79999923706055,1473000,DDOG,1.1887930988178714,1.1818966083284708,1.2014368474113386,1.0411449978382394,0.147648100979632,0.0690552213332196,0.3147685951956135,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-16,33.560001373291016,33.77000045776367,31.89999961853028,32.20000076293945,32.20000076293945,1987700,DDOG,1.2618012455104746,1.3111801310668345,1.3425465378246773,1.0521863086694416,0.2096149368410329,0.195153574203386,0.4252193180051256,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-17,32.29999923706055,34.15999984741211,32.29999923706055,33.959999084472656,33.959999084472656,1488800,DDOG,1.1872791749649814,1.2606007811367932,1.283863358349031,1.045139526059733,0.1421396489052484,0.1492331516322438,0.3685466096161872,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-18,33.84000015258789,33.875,31.459999084472656,31.56999969482422,31.56999969482422,1305000,DDOG,1.240101422373387,1.331960710913611,1.4143174519320347,1.0489642593361574,0.1911371630372296,0.2285812207141742,0.4663242848119548,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-21,31.89999961853028,32.099998474121094,29.700000762939453,30.01000022888184,30.01000022888184,1981500,DDOG,1.2795735165947273,1.3747084556304376,1.5034987866631522,1.0401557689402523,0.239417747654475,0.2943822767470156,0.5834528902420167,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-22,30.049999237060547,30.309999465942383,28.01000022888184,28.040000915527344,28.040000915527344,1964400,DDOG,1.427603333533773,1.5035662792744675,1.6041368785165888,1.0392857492778664,0.3883175842559065,0.4084485228406158,0.7093276037560072,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-23,27.89999961853028,29.25,27.549999237060547,28.76000022888184,28.76000022888184,2779600,DDOG,1.4269819398093564,1.5271209255707603,1.5935327352685669,1.040533347199015,0.3864485926103413,0.4369082409704923,0.6960828796438878,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-24,29.15999984741211,33.459999084472656,29.14999961853028,32.5,32.5,3813400,DDOG,1.3172308114858775,1.4473846435546875,1.4338461068960335,1.0483311387448295,0.268899672741048,0.3590369970778158,0.5321996466632359,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-25,32.86000061035156,34.5,32.400001525878906,34.29999923706055,34.29999923706055,2117700,DDOG,1.1822157474932824,1.347230323974572,1.3574344725635956,1.0472237990930433,0.1349919484002391,0.2826881786661706,0.4627988980377054,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-28,35.0,35.4370002746582,33.11000061035156,33.279998779296875,33.279998779296875,1906100,DDOG,1.2578125644761806,1.3599759609873832,1.490685169171743,1.0479818360763853,0.2098307283997953,0.290178681355022,0.5834145378418969,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-29,33.189998626708984,34.08000183105469,32.599998474121094,33.650001525878906,33.650001525878906,716700,DDOG,1.2115898546515385,1.4145615547004888,1.5372956076228643,1.0403561361801832,0.1712337184713552,0.3297562658253308,0.6059416354484765,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-30,33.790000915527344,34.869998931884766,33.380001068115234,34.810001373291016,34.810001373291016,919700,DDOG,1.1376040480281433,1.3137028939425437,1.5998275331709335,1.028957528147249,0.1086465198808943,0.2204196445955681,0.6711246264245957,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-10-31,34.81999969482422,34.9900016784668,33.119998931884766,33.59000015258789,33.59000015258789,965200,DDOG,1.1244418066742323,1.370943704312925,2.0500148942406704,1.028953970896263,0.0954878357779693,0.2711816052558238,1.1357744321481524,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-11-01,33.70000076293945,34.47999954223633,33.630001068115234,34.02000045776367,34.02000045776367,803900,DDOG,1.0852439057072334,1.38683126602983,2.057319133509805,1.0210186331905924,0.064225272516641,0.3103192353038186,1.178570355449698,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-11-04,34.529998779296875,34.869998931884766,33.36000061035156,34.439998626708984,34.439998626708984,865500,DDOG,1.0412311858381242,1.3922765004338056,1.892857289223292,1.017747736512303,0.0234834493258209,0.3126863751478093,1.0076262543068517,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-11-05,34.5,35.25,33.209999084472656,34.90999984741211,34.90999984741211,1021100,DDOG,1.028645087492721,1.369521672365037,1.9238041809125923,1.0255920535009635,0.0030530339917576,0.283133330145795,1.0298630070571138,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-11-06,34.560001373291016,34.7599983215332,32.88999938964844,33.060001373291016,33.060001373291016,1257800,DDOG,1.063520822349925,1.5127040606216064,2.0390199897743964,1.02472378454011,0.038797037809815,0.415861401137712,1.1010755613440213,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
2019-11-07,33.29999923706055,33.7400016784668,31.0,31.290000915527344,31.290000915527344,1016600,DDOG,1.1124960164515978,1.550015934193609,2.23905386732754,1.021753728436673,0.0907422880149251,0.4541179768655503,1.3124515439068154,1288000.0,30834000.0,114986000.0,-76041000.0,7292000.0,73349000.0,179750000.0,,7073000.0,-106906000.0,2752000.0,7626000.0,31000.0,27236000.0,53639000.0,112234000.0,31000.0,21649000.0,121951000.0,-84955000.0,,56348000.0,,12638000.0,-176639000.0,38840000.0,-17456000.0,730207000.0,7782000.0,-6354000.0,7782000.0,-10762000.0,1202000.0,-1040000.0,47000.0,10829000.0,5515000.0,-25322000.0,-90046000.0,5730000.0,-9662000.0
