Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Capital Surplus,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,52.5099983215332,53.790000915527344,52.5099983215332,53.08000183105469,50.79264831542969,894600,WAL,1.0512434558709327,1.076300031212946,1.0747928574926242,1.0206479989635429,0.0305954569073898,-0.0139603575094999,-0.0145003414985787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,53.0,53.59999847412109,52.52000045776367,53.56999969482422,51.26153564453125,685500,WAL,1.04592129844059,1.0798953467743184,1.0854956249129328,1.012478214064533,0.0334430843760569,-0.0088122089870812,-0.0036352535640009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,53.81999969482422,53.81999969482422,53.02999877929688,53.58000183105469,51.27111053466797,625000,WAL,1.054684401834646,1.0729748354477773,1.064762886024195,1.0113391723313174,0.0433452295033285,-0.0169885395571247,-0.017037756196377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,53.56999969482422,53.56999969482422,52.7400016784668,52.95000076293945,50.66824722290039,939600,WAL,1.0704438670879466,1.1076488041259485,1.086874510488597,1.0126829906128405,0.057760876475106,0.019165117104382,-0.0030848561080669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,53.0,53.63999938964844,52.83000183105469,53.369998931884766,51.07015228271485,1059900,WAL,1.0577103638300551,1.101367789351058,1.0680156178782756,1.0121464877707815,0.0455638760592735,0.0185673136679453,-0.0299061308929835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,53.63999938964844,54.290000915527344,53.20000076293945,53.34999847412109,51.05101013183594,610200,WAL,1.0226805231464229,1.108716197818141,1.0611061312217938,1.0081446760609294,0.0145358470854934,0.0137729749911048,-0.0394669352139698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,53.47999954223633,53.650001525878906,53.0099983215332,53.18000030517578,50.88834381103516,245800,WAL,1.0270776608885377,1.1135764314350878,1.0943961780122058,1.0143616235707735,0.0127160373177641,0.0098610064824351,-0.0040859681644911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,53.41999816894531,54.09999847412109,53.34000015258789,53.88999938964844,51.5677375793457,586100,WAL,0.9959177175791432,1.0874003461858344,1.0983485712159475,1.008797349947511,-0.0128796323683677,-0.0054503299581112,0.0090512585219919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,53.880001068115234,53.880001068115234,53.119998931884766,53.380001068115234,51.07971954345703,402400,WAL,1.0007492769734856,1.106406964116108,1.1153992586541752,1.0091988628593096,-0.008449585885824,0.0051747563734017,0.0273022084611815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,53.5,53.68999862670898,53.0,53.02999877929688,50.74480438232422,444300,WAL,1.0135771270937692,1.102394852796245,1.1208749127791988,1.0112728774332036,0.0023042496605656,0.0037099269728924,0.0448398118140693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
