Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Deferred Long Term Liab,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures
2017-09-29,77.7300033569336,78.0,77.20999908447266,77.61000061035156,75.81336975097656,207100,WWD,0.9963920736720604,1.018559606964268,0.958627897123984,1.0206479989635429,-0.0242559252914824,-0.071700781758178,-0.1306653018672189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,77.41999816894531,79.0,76.77999877929688,78.97000122070312,77.14188385009766,195300,WWD,0.9861972056368316,1.0107838472433526,0.944787240134422,1.012478214064533,-0.0262810084277014,-0.077923708518047,-0.1443436383425118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,78.83999633789062,79.48999786376953,78.44000244140625,79.47000122070312,77.63031768798828,197500,WWD,0.9856545758833694,1.0119855597370893,0.9350547868480902,1.0113391723313174,-0.025684596447948,-0.0779778152678127,-0.1467458553724819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,79.55000305175781,79.7300033569336,79.04000091552734,79.55999755859375,77.71823120117188,207900,WWD,0.9802662966672964,0.9967420212504874,0.9459793785691204,1.0126829906128405,-0.0324166939455441,-0.091741665771079,-0.1439799880275436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,79.79000091552734,79.87999725341797,79.12999725341797,79.33999633789062,77.5032958984375,214600,WWD,0.9887825106669166,1.0097311496014376,0.9448082553822844,1.0121464877707815,-0.0233639771038649,-0.073069326081675,-0.1531134933889747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,79.12000274658203,79.30999755859375,77.73999786376953,79.22000122070312,77.38609313964844,150800,WWD,0.9876291881713276,1.044889112356615,0.9595398865244033,1.0081446760609294,-0.0205154878896017,-0.050054110470421,-0.1410331799113603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,79.33999633789062,79.43000030517578,78.91000366210938,79.06999969482422,77.23956298828125,84600,WWD,0.9772351565753424,1.0564975468058693,0.9572991513979136,1.0143616235707735,-0.037126466995431,-0.0472178781467833,-0.1411829947787833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,79.5,79.5,78.87000274658203,78.98999786376953,77.16140747070312,149900,WWD,1.0387391360234135,1.0243484580321742,0.9511543747589902,1.008797349947511,0.0299417860759025,-0.0685022181117713,-0.1381429379349653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,79.16000366210938,79.36000061035156,78.7300033569336,79.2300033569336,77.3958740234375,170100,WWD,1.0013991912016365,1.013155098284458,0.9370006127499302,1.0091988628593096,-0.0077996716576731,-0.0880771094582484,-0.1510964374430634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,79.41999816894531,80.91999816894531,79.37000274658203,80.0,78.14803314208984,323000,WWD,0.9957668730283524,0.9931380582228736,0.9286091336938844,1.0112728774332036,-0.0155060044048511,-0.105546867600479,-0.147425967271245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
