,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-34100000.0,-29800000.0,-6100000.0,-2500000.0
Change To Liabilities,-72500000.0,-191900000.0,140000000.0,0.0
Total Cashflows From Investing Activities,-116000000.0,-97800000.0,-46400000.0,-14800000.0
Net Borrowings,10800000.0,386800000.0,-447200000.0,-312300000.0
Total Cash From Financing Activities,-62000000.0,376700000.0,-527400000.0,-357900000.0
Change To Operating Activities,150100000.0,-524400000.0,-81800000.0,221600000.0
Net Income,200000000.0,103000000.0,250100000.0,131900000.0
Change In Cash,40400000.0,-195300000.0,196900000.0,45900000.0
Repurchase Of Stock,-37900000.0,-37900000.0,-73500000.0,-25000000.0
Effect Of Exchange Rate,2700000.0,-12400000.0,19100000.0,10800000.0
Total Cash From Operating Activities,215700000.0,-461800000.0,751600000.0,407800000.0
Depreciation,77800000.0,74600000.0,150700000.0,12400000.0
Other Cashflows From Investing Activities,-42100000.0,4000000.0,-14600000.0,25400000.0
Change To Account Receivables,-83900000.0,154000000.0,414300000.0,414300000.0
Other Cashflows From Financing Activities,-34900000.0,-10100000.0,-6700000.0,-20600000.0
Change To Netincome,-55800000.0,-77100000.0,-121700000.0,41900000.0
Capital Expenditures,-35200000.0,-34600000.0,-36900000.0,-35200000.0
