,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,-1398000.0,173000.0,-2471000.0,3503000.0
Total Cashflows From Investing Activities,-174663000.0,-24587000.0,-15690000.0,-19460000.0
Total Cash From Financing Activities,-180217000.0,-129651000.0,398000.0,-104184000.0
Change To Operating Activities,1919000.0,-57081000.0,29659000.0,26039000.0
Issuance Of Stock,9777000.0,17594000.0,12098000.0,18617000.0
Net Income,202582000.0,204257000.0,174790000.0,146219000.0
Change In Cash,-119029000.0,-32765000.0,208341000.0,70294000.0
Repurchase Of Stock,-188494000.0,-147245000.0,-11574000.0,-361000.0
Effect Of Exchange Rate,1896000.0,-2949000.0,4699000.0,822000.0
Total Cash From Operating Activities,233955000.0,124422000.0,218934000.0,193116000.0
Depreciation,25377000.0,25057000.0,24561000.0,24651000.0
Change To Inventory,-12493000.0,-7919000.0,6206000.0,4163000.0
Change To Account Receivables,4014000.0,-54735000.0,11687000.0,-15132000.0
Other Cashflows From Financing Activities,-1500000.0,-1500000.0,-126000.0,-507000.0
Change To Netincome,13954000.0,14670000.0,-25498000.0,3673000.0
Capital Expenditures,-22581000.0,-20163000.0,-14190000.0,-19210000.0
Net Borrowings,,,,-121933000.0
